,h_id,r_id,t_id,predicted_head,rank_filtered_anyburl,rank_filtered_kge,rank_filtered_kge_0,rank_filtered_kge_1,rank_filtered_kge_2,rank_filtered_kge_3,rank_filtered_kge_4,difference_psi,better_predicted_by_anyburl_t0,better_predicted_by_anyburl_t20,similar_triples
43,1234,18,2357,True,8,1,1,1,1,1,2,0.6843950062521245,-1,-1,40
44,12739,131,181,False,9,16,15,11,14,12,29,1.0000000000000004,1,0,19
45,12739,131,181,True,27,5,7,2,3,2,9,0.9999099648329146,-1,0,4
46,1170,10,579,False,1,1,1,2,1,1,1,1.0,0,0,12
47,1170,10,579,True,2,1,1,1,1,1,1,0.9999970196872435,-1,0,73
48,1170,10,233,False,1,1,1,1,1,1,1,1.0,0,0,12
49,1170,10,233,True,1,2,2,2,1,2,2,1.0000621848739495,1,0,68
50,44,118,774,False,1,1,1,1,1,1,1,1.0,0,0,0
52,10680,21,12790,False,1544,847,965,684,829,752,1003,0.66666573600362,-1,-1,8
53,10680,21,12790,True,641,28,36,23,47,7,29,0.24999479712746084,-1,-1,0
54,9798,13,382,False,1,8,7,6,7,5,13,1.2063492063492063,1,1,12
55,9798,13,382,True,3,71,66,66,81,64,76,1.110271231909026,1,0,318
56,6850,24,1652,False,4,3,2,3,5,2,2,0.5449059334298119,-1,-1,0
57,6850,24,1652,True,1033,1525,2068,899,1849,1236,1575,1.0000000008333148,1,0,93
59,13757,50,3763,True,36,58,64,63,62,50,49,1.0000016666666667,1,0,0
60,5308,124,10758,False,7,6,7,4,8,5,7,0.9999999998663454,-1,0,1
61,5308,124,10758,True,319,78,84,6,72,52,174,0.9502472707692238,-1,0,10
62,9923,101,3835,False,8,8,3,5,12,9,12,1.0,0,0,0
63,9923,101,3835,True,511,524,528,431,534,563,566,1.0000022661358527,1,0,67
64,5335,230,6299,False,6,2,2,2,2,2,2,1.0,0,0,0
65,5335,230,6299,True,2,2,2,2,2,2,2,1.0,0,0,0
66,3826,7,1608,False,73,3,3,2,4,3,5,0.6615072946371887,-1,-1,70
67,3826,7,1608,True,19,5,8,6,3,3,7,0.5239449117053964,-1,-1,32
68,3826,7,5050,False,127,12,16,14,3,11,18,0.7984841831685006,-1,-1,70
69,3826,7,5050,True,37,2,1,3,1,2,1,0.382850958876184,-1,-1,9
70,10695,17,215,False,2,3,3,3,3,3,4,1.2586379225869673,1,1,3
71,10695,17,215,True,327,668,510,698,472,913,747,1.0767262625809175,1,0,863
72,441,32,1195,False,41,27,5,68,7,16,41,0.5956282382661677,-1,-1,165
73,441,32,1195,True,1,1,1,2,1,1,1,1.0,0,0,1
74,441,32,5044,False,1118,1225,1247,1443,1048,853,1532,1.0193032860976095,1,0,165
75,441,32,5044,True,5,6,7,7,8,1,8,1.2403041825095058,1,1,2
76,441,8,4295,False,7,19,20,10,23,8,36,1.0135761973304847,1,0,17
77,441,8,4295,True,4,10,12,4,3,11,22,1.0,0,0,8
78,8254,110,494,False,1,1,1,1,1,1,1,1.0,0,0,0
79,8254,110,494,True,693,54,37,35,61,73,62,0.32578397212543553,-1,-1,225
80,4085,13,449,False,1,1,1,1,1,1,1,1.0,0,0,35
81,4085,13,449,True,12,2,1,2,1,3,2,0.9548245388727546,-1,0,256
82,10469,186,718,False,15,10,5,4,18,9,14,0.9999980064292838,-1,0,0
83,10469,186,718,True,271,286,281,210,257,367,314,1.0,0,0,3
84,10778,80,911,False,1,1,1,1,1,1,1,1.0,0,0,0
85,10778,80,911,True,29,1,1,1,1,1,1,0.8788830807062498,-1,0,30
86,2279,71,130,False,131,1006,986,545,849,1146,1504,1.8593866160871462,1,1,260
87,2279,71,130,True,1,1,1,1,1,1,1,1.0,0,0,0
88,2279,71,9410,False,404,458,264,603,359,722,340,1.1261536906206842,1,0,260
89,2279,71,9410,True,1,1,2,1,1,1,2,1.0,0,0,0
90,5900,34,90,False,1,1,1,1,1,1,1,1.0,0,0,0
91,5900,34,90,True,137,99,48,104,169,91,83,0.9856617867054467,-1,0,1164
92,10046,17,1002,False,8,2,1,3,2,1,1,0.8769282409733774,-1,0,2
93,10046,17,1002,True,2093,32,37,28,47,15,34,0.5026011602512978,-1,-1,574
94,92,23,3964,False,2,1,1,1,1,1,1,0.9999243245585809,-1,0,7
95,92,23,3964,True,7,2,3,3,2,1,2,0.9999999985925673,-1,0,45
96,9937,39,10015,False,1070,19,28,10,17,27,11,0.008812441117976934,-1,-1,0
98,1642,32,3382,False,1,10,12,19,5,11,4,1.169352560674776,1,0,61
99,1642,32,3382,True,1,1,1,2,1,1,1,1.0,0,0,0
100,2259,7,7599,False,328,2,2,2,2,3,2,0.38136798477186395,-1,-1,55
101,2259,7,7599,True,58,1,1,1,1,1,1,0.6401666201710802,-1,-1,9
102,997,136,13843,False,102,1,1,1,1,1,1,0.0013225530092096807,-1,-1,0
104,5615,76,7523,False,468,194,227,124,134,164,319,0.683156289065303,-1,-1,28
105,5615,76,7523,True,21,9,6,4,13,4,18,0.9999865187701814,-1,0,1
106,966,19,1857,False,102,93,108,96,93,111,59,0.9999944417867342,-1,0,7
107,966,19,1857,True,1222,1340,1304,1299,1710,1382,1007,1.1054331267989257,1,0,60
108,4361,6,4482,False,785,855,1173,987,567,641,909,0.99999999399988,-1,0,3
109,4361,6,4482,True,1816,621,756,681,524,512,632,0.555567904718522,-1,-1,4
110,785,106,6679,False,304,11,18,14,9,6,10,0.053445313928868976,-1,-1,3
111,785,106,6679,True,181,332,386,287,241,16,730,1.0000030626272913,1,0,7
112,2609,191,8799,False,1,2,2,1,1,5,1,7.39,1,1,0
114,7923,43,141,False,1,1,1,1,1,1,1,1.0,0,0,0
115,7923,43,141,True,141,365,438,545,197,308,338,1.1595932321096962,1,0,2914
116,6559,1,12201,False,148,20,21,18,19,21,23,0.8460822545784589,-1,0,1
117,6559,1,12201,True,18,13,12,13,12,13,17,0.9999995717948725,-1,0,1
118,3373,15,3049,False,3,3,3,3,4,3,3,1.0,0,0,48
119,3373,15,3049,True,2,3,3,2,4,3,4,1.3700680272108845,1,1,2
120,5292,17,215,False,1,1,1,1,1,1,1,1.0,0,0,3
121,5292,17,215,True,185,25,6,24,13,23,57,0.9657853332357046,-1,0,863
123,1180,102,4006,True,137,155,173,277,114,94,117,1.0000009282407407,1,0,0
124,3628,19,8424,False,1,1,1,1,1,1,1,1.0,0,0,8
125,3628,19,8424,True,48,3,1,4,4,2,2,0.39765564992772157,-1,-1,23
126,5478,12,2298,False,247,100,132,126,114,73,55,0.16895988890432395,-1,-1,1
127,5478,12,2298,True,186,47,76,43,34,32,52,0.43023155759969006,-1,-1,1
128,1284,10,5491,False,6,5,6,3,5,7,2,0.9781399569252841,-1,0,5
129,1284,10,5491,True,1,8,9,7,8,8,7,1.0000471672420075,1,0,69
130,179,7,1984,False,499,139,166,104,69,194,160,0.9999831133513336,-1,0,53
131,179,7,1984,True,55,29,53,20,15,34,25,0.9999945836536875,-1,0,6
132,2270,14,29,False,4,3,4,2,4,1,3,0.6636698908017258,-1,-1,4
133,2270,14,29,True,834,124,99,253,90,167,9,0.5714113269456771,-1,-1,87
134,1411,167,1768,False,1,1,1,1,1,1,1,1.0,0,0,0
135,1411,167,1768,True,5,1,1,1,1,1,1,0.9999999995852581,-1,0,125
136,2002,6,469,False,344,68,59,117,41,83,38,0.5390127136382341,-1,-1,13
137,2002,6,469,True,410,108,68,219,111,106,38,0.5320779550958596,-1,-1,6
138,10587,17,3482,False,3,4,3,4,4,6,5,1.000000000349725,1,0,0
139,10587,17,3482,True,906,203,151,261,141,208,255,0.8691780892173664,-1,0,77
140,371,7,8420,False,272,7,8,3,6,8,8,0.38283260467898733,-1,-1,165
141,371,7,8420,True,12,2,2,2,1,2,1,0.5665568518568479,-1,-1,7
142,14072,52,13950,False,6,14,11,11,15,14,18,1.000051275321354,1,0,2
143,14072,52,13950,True,10,6,5,5,4,7,11,0.9999717903766544,-1,0,1
144,4734,35,4489,False,1,1,1,1,2,1,1,1.0,0,0,19
145,4734,35,4489,True,12,9,12,7,12,9,5,0.9999999999996431,-1,0,12
146,6342,13,382,False,1,6,6,5,9,8,3,2.1120612061206123,1,1,33
147,6342,13,382,True,6,37,46,30,28,56,27,1.0704198806064809,1,0,318
148,5883,137,7613,False,1,1,1,1,1,1,1,1.0,0,0,52
149,5883,137,7613,True,1,1,1,1,1,1,1,1.0,0,0,16
150,5883,137,6009,False,1,2,2,2,1,2,1,1.0456523249726977,1,0,52
151,5883,137,6009,True,1,2,2,2,2,4,2,1.0117434507678411,1,0,12
152,7209,6,315,False,385,510,82,639,985,376,467,1.1764550103706135,1,0,5
153,7209,6,315,True,312,220,138,206,264,188,303,0.2040822992238528,-1,-1,9
154,1177,89,13544,False,190,159,169,160,184,139,144,1.0,0,0,327
155,1177,89,13544,True,4,1,1,1,1,1,1,0.5344903222208244,-1,-1,0
156,5733,86,7023,False,2,2,1,1,1,6,3,1.0,0,0,3
157,5733,86,7023,True,11,15,6,8,9,23,28,1.0000109002973825,1,0,27
158,5090,85,1665,False,1,1,1,1,1,1,1,1.0,0,0,0
159,5090,85,1665,True,12,21,16,8,24,36,22,1.0000000010334924,1,0,312
160,5059,6,6793,False,440,124,75,57,218,157,114,0.8333722242594691,-1,0,13
161,5059,6,6793,True,827,84,92,75,118,54,82,0.11030172524983863,-1,-1,5
162,2955,22,4214,False,21,2215,3134,1561,2798,1757,1826,1.7001000025000002,1,1,1
163,2955,22,4214,True,3,247,269,297,291,165,215,1.700057496862521,1,1,1
164,7904,17,789,False,8,5,5,4,5,4,5,0.9999999996050769,-1,0,2
165,7904,17,789,True,1168,265,183,240,128,211,564,0.9076778564551692,-1,0,161
166,9296,19,559,False,1,5,5,5,4,5,8,2.0053429749753082,1,1,2
167,9296,19,559,True,350,605,759,511,491,498,767,1.0250201099365517,1,0,377
168,5495,6,2030,False,65,814,695,1047,627,621,1080,8.066141321583439,1,1,5
169,5495,6,2030,True,105,1113,997,1329,627,1254,1359,12.09896998200726,1,1,4
170,9137,17,131,False,3,1,1,1,1,1,1,0.8555631295917594,-1,0,3
171,9137,17,131,True,165,64,86,79,63,46,48,0.9535979991117017,-1,0,286
172,1818,27,2319,False,10,46,113,24,31,45,17,1.605082708315805,1,1,5
173,1818,27,2319,True,4,31,42,32,30,40,12,1.605069673336294,1,1,9
174,1374,20,13295,False,299,66,58,50,58,98,68,0.8587619909926049,-1,0,356
175,1374,20,13295,True,1,1,1,1,1,1,1,1.0,0,0,1
176,9453,48,382,False,3,3,3,3,3,3,3,1.0,0,0,0
177,9453,48,382,True,2471,512,353,508,752,515,430,0.5168295880399794,-1,-1,292
178,9453,41,1939,False,93,81,81,80,80,88,78,0.9999887326144585,-1,0,15
179,9453,41,1939,True,511,34,29,32,14,44,50,0.9594518622297876,-1,0,1
180,1375,21,5056,False,295,6,5,7,3,8,7,0.15837604826827112,-1,-1,10
181,1375,21,5056,True,5,2,2,2,2,2,2,0.4315159175397173,-1,-1,0
184,8313,132,11808,False,76,12,15,18,4,6,17,1.0,0,0,35
185,8313,132,11808,True,1,1,1,1,1,1,1,1.0,0,0,0
186,5299,226,10806,False,20,1,2,1,1,2,1,0.0013438967136150236,-1,-1,0
188,2232,19,9887,False,41,72,66,67,84,70,71,1.2413484654513585,1,1,7
189,2232,19,9887,True,101,547,382,669,401,537,748,1.560691630789696,1,1,38
190,2232,19,337,False,37,36,42,31,40,40,27,0.9999900009647219,-1,0,7
191,2232,19,337,True,65,162,148,172,192,212,86,1.1868137983960985,1,0,24
192,2388,154,2438,False,1,1,1,1,1,1,1,1.0,0,0,1
193,2388,154,2438,True,37,49,83,19,42,78,21,1.0537479836173687,1,0,455
194,2388,18,2436,False,1,1,1,1,1,1,1,1.0,0,0,10
195,2388,18,2436,True,4,7,9,7,7,3,10,1.000000000000049,1,0,29
196,12553,25,62,False,1,1,1,1,1,1,1,1.0,0,0,0
197,12553,25,62,True,2262,882,838,418,1137,741,1276,0.8449462965393222,-1,0,3612
198,982,7,5845,False,99,11,12,14,15,7,8,0.7623581364807592,-1,-1,139
199,982,7,5845,True,22,6,6,6,7,6,5,0.8088087473557583,-1,0,14
200,5145,14,160,False,1,1,1,1,1,1,1,1.0,0,0,3
201,5145,14,160,True,23,11,9,14,11,10,10,0.9734711230094059,-1,0,1477
202,9718,21,3284,False,33,7,6,8,13,4,5,0.7184228139335815,-1,-1,5
203,9718,21,3284,True,60,27,31,29,26,28,19,0.737486332221016,-1,-1,15
204,10935,13,1164,False,20,4,4,1,5,4,6,0.49678916238237253,-1,-1,18
205,10935,13,1164,True,116,33,26,44,56,11,29,0.7057905340665152,-1,-1,133
208,12040,40,7077,False,3,6,10,12,1,4,2,1.0000000000523677,1,0,8
209,12040,40,7077,True,1,1,1,1,1,1,1,1.0,0,0,1
210,5692,146,5692,False,1,1,1,1,1,1,1,1.0,0,0,0
211,5692,146,5692,True,1,1,1,1,1,1,1,1.0,0,0,0
212,11341,48,32,False,1,1,1,1,1,1,1,1.0,0,0,0
213,11341,48,32,True,391,445,330,682,849,137,229,1.0156596074456605,1,0,2509
214,9557,155,5161,False,80,93,106,98,100,72,91,1.0,0,0,0
216,12891,133,853,False,1,4,3,5,1,2,7,5.647517606658518,1,1,0
218,2543,19,337,False,53,15,16,10,20,11,16,1.0,0,0,12
219,2543,19,337,True,427,42,44,43,16,28,79,0.60293114272661,-1,-1,24
220,6785,166,90,False,1,1,1,1,1,1,1,1.0,0,0,0
221,6785,166,90,True,237,114,128,120,104,104,113,0.9977853120279423,-1,0,353
222,8917,198,160,False,1,1,1,1,1,1,1,1.0,0,0,1
223,8917,198,160,True,1,1,1,1,1,1,1,1.0,0,0,130
224,11880,72,2012,False,29,20,17,18,24,20,20,0.9999964966630467,-1,0,1
225,11880,72,2012,True,232,122,116,122,114,128,130,0.9060915053903935,-1,0,16
226,1119,89,12932,False,191,169,88,208,183,171,196,0.8761264252279934,-1,0,41
227,1119,89,12932,True,10,7,7,8,11,6,2,0.999902383553458,-1,0,1
228,6929,43,141,False,1,1,1,1,1,1,1,1.0,0,0,0
229,6929,43,141,True,108,84,53,46,28,104,191,0.999989719717575,-1,0,2914
230,4511,124,4722,False,4,2,2,2,2,2,3,0.7519260867652935,-1,-1,0
231,4511,124,4722,True,435,47,4,88,4,40,100,0.9501569823619781,-1,0,56
232,5649,48,32,False,1,1,1,1,1,1,1,1.0,0,0,0
233,5649,48,32,True,1,4,12,1,1,1,3,1.0000077564129073,1,0,2509
234,2055,156,1503,False,1,1,1,1,1,1,1,1.0,0,0,4
235,2055,156,1503,True,2,1,1,1,1,1,1,0.9999620384781688,-1,0,39
236,3416,216,13202,False,43,6,7,7,5,6,5,0.06982769870689656,-1,-1,9
237,3416,216,13202,True,2,5,5,4,5,4,5,20.689655172413794,1,1,4
238,1518,26,2948,False,9,6,5,7,6,8,6,0.7186889731671555,-1,-1,8
239,1518,26,2948,True,545,269,104,312,490,269,170,0.7480452377050129,-1,-1,170
240,2937,48,32,False,1,1,1,1,1,1,1,1.0,0,0,0
241,2937,48,32,True,2,24,9,35,31,29,14,1.0976720497798438,1,0,2509
242,1304,23,209,False,1,1,1,1,1,1,1,1.0,0,0,3
243,1304,23,209,True,2,1,1,1,1,1,1,0.971602716282165,-1,0,165
244,985,42,897,False,11,85,86,104,69,82,85,1.9713547308969503,1,1,179
245,985,42,897,True,1,1,1,1,1,1,1,1.0,0,0,3
246,4709,189,8227,False,5,8,20,4,3,3,9,1.0,0,0,3
247,4709,189,8227,True,4,5,4,4,5,4,6,1.000000001275938,1,0,2
248,2535,150,382,False,1,1,1,1,1,1,1,1.0,0,0,0
249,2535,150,382,True,63,56,19,87,109,38,28,0.6360566821500973,-1,-1,22
250,4036,6,8454,False,335,193,318,81,74,319,171,0.99999999999975,-1,0,0
251,4036,6,8454,True,2511,1208,2494,806,565,1087,1090,0.53334844707247,-1,-1,2
252,3853,19,1759,False,46,11,6,22,10,6,11,0.7222343778747088,-1,-1,7
253,3853,19,1759,True,1151,100,78,158,100,61,103,0.5871268914665895,-1,-1,104
254,7316,25,62,False,1,1,1,1,1,1,1,1.0,0,0,0
255,7316,25,62,True,8,43,42,21,13,139,1,1.073491574607516,1,0,3612
256,8326,93,688,False,1,1,1,1,1,1,1,1.0,0,0,21
257,8326,93,688,True,1,1,1,1,1,1,1,1.0,0,0,11
258,6803,20,2557,False,311,64,86,93,70,56,16,0.6565982700612235,-1,-1,85
259,6803,20,2557,True,27,3,3,4,3,5,1,0.4910372102394129,-1,-1,7
260,6803,20,12223,False,3,190,160,189,169,234,199,1.8391390920588524,1,1,85
261,6803,20,12223,True,2,31,41,22,12,41,40,1.811674217753266,1,1,9
262,10258,39,540,False,2,5,5,4,5,6,4,1.2842558187194626,1,1,0
263,10258,39,540,True,376,1149,1041,1040,1135,1594,936,1.0,0,0,27
264,7879,48,32,False,1,1,1,1,1,1,1,1.0,0,0,0
265,7879,48,32,True,216,66,27,52,118,85,49,0.930974313278048,-1,0,2509
266,3105,17,4087,False,32,38,33,38,39,38,42,1.0030180859206097,1,0,6
267,3105,17,4087,True,1146,2563,1386,3313,2431,2570,3117,1.951749060533571,1,1,17
268,13239,58,11773,False,3,8,6,6,10,13,5,2.1453018117951563,1,1,3
269,13239,58,11773,True,3,3,4,3,4,3,3,1.0,0,0,1
270,8364,19,1017,False,5,1,1,2,1,1,1,0.42182716357173733,-1,-1,8
271,8364,19,1017,True,98,6,7,3,8,4,6,0.42181092762939154,-1,-1,57
272,5647,7,5550,False,4,2,3,2,2,3,2,0.7864782833640681,-1,-1,11
273,5647,7,5550,True,2,2,2,2,2,2,1,1.0,0,0,4
274,706,89,10376,False,84,4,1,3,1,5,8,0.8546028047664127,-1,0,297
275,706,89,10376,True,1,2,2,1,2,2,2,1.076421248835042,1,0,5
276,1334,24,2309,False,34,511,603,567,471,275,641,1355.210774299252,1,1,0
278,12051,85,434,False,1,1,1,1,1,1,1,1.0,0,0,0
279,12051,85,434,True,187,160,174,158,196,127,145,0.9915437988652945,-1,0,2586
280,2281,13,1080,False,1,1,1,2,1,1,1,1.0,0,0,41
281,2281,13,1080,True,1,3,5,3,1,5,3,1.0000001161818952,1,0,298
282,8403,17,42,False,4,4,4,5,6,2,2,1.0,0,0,1
283,8403,17,42,True,12,1,1,1,2,1,2,0.9798300188669683,-1,0,22
284,3632,26,1881,False,4,1,1,1,1,2,2,0.38310204390220415,-1,-1,6
285,3632,26,1881,True,842,118,85,142,135,118,108,0.7186965960401835,-1,-1,390
286,3632,13,622,False,23,6,6,8,8,5,4,0.6337930290536434,-1,-1,15
287,3632,13,622,True,338,103,106,75,117,98,117,0.7571969647679886,-1,-1,147
288,4770,214,9335,False,25,2,2,2,2,1,1,0.0119425918513477,-1,-1,2
289,4770,214,9335,True,14,2,2,1,2,2,2,0.017710941518905822,-1,-1,2
290,4770,71,12081,False,47,84,154,37,133,43,53,1.2008545539732098,1,1,39
291,4770,71,12081,True,5,2,2,2,2,2,2,0.9999984420807981,-1,0,0
292,4873,101,11875,False,20,7,2,11,6,8,6,0.8916343431883422,-1,0,6
293,4873,101,11875,True,44,45,14,123,39,26,24,1.0,0,0,32
294,8590,24,6319,False,137,306,347,351,434,185,214,1.63634462716716,1,1,0
295,8590,24,6319,True,479,2654,4204,3101,2649,1470,1846,4.500100000000001,1,1,2
296,1754,29,3794,False,33,14,20,14,7,15,16,0.8769721671210648,-1,0,99
297,1754,29,3794,True,17,2,1,2,1,3,3,0.8769683779441954,-1,0,16
298,1754,29,7468,False,41,23,26,30,18,18,24,0.8769757653447402,-1,0,99
299,1754,29,7468,True,5,2,1,1,2,2,2,0.9999851829522022,-1,0,4
300,2715,217,3433,False,1,1,1,1,1,1,1,1.0,0,0,1
301,2715,217,3433,True,136,21,15,15,22,13,39,0.7777848330407803,-1,-1,65
302,11146,115,747,False,2,2,2,2,2,2,1,1.0,0,0,0
304,8178,47,6464,False,402,20,22,37,22,6,14,0.28525453209276075,-1,-1,36
305,8178,47,6464,True,99,3,2,6,1,2,2,0.999992688533924,-1,0,3
306,1127,7,9767,False,176,33,30,30,31,38,37,0.6815037838978382,-1,-1,230
307,1127,7,9767,True,14,2,2,1,2,3,2,0.6319901784093327,-1,-1,10
308,1127,7,1843,False,170,18,22,21,8,22,15,0.6406732331234695,-1,-1,230
309,1127,7,1843,True,17,2,1,2,5,1,1,0.7075198033268052,-1,-1,10
310,10903,41,1240,False,49,20,28,19,18,16,20,0.9131346177569118,-1,0,9
311,10903,41,1240,True,64,61,73,71,62,38,62,0.9999999999999958,-1,0,11
312,3371,17,862,False,1,3,3,3,3,3,3,1.424975432915438,1,1,5
313,3371,17,862,True,1141,318,317,278,441,284,268,0.68210304808724,-1,-1,2264
314,13452,212,4563,False,1,1,1,1,1,1,1,1.0,0,0,0
316,10932,101,1467,False,38,10,9,11,9,13,9,0.8694121605853076,-1,0,5
317,10932,101,1467,True,406,160,165,178,213,155,90,0.35985588430615817,-1,-1,126
318,3967,17,1192,False,1,1,1,1,2,1,1,1.0,0,0,2
319,3967,17,1192,True,622,9,6,2,16,13,9,0.6430378590905145,-1,-1,346
320,356,10,7603,False,5,5,5,6,5,6,3,1.0,0,0,44
321,356,10,7603,True,1,1,1,1,1,1,1,1.0,0,0,19
322,12797,101,594,False,14,3,3,4,1,3,2,0.5547937478065733,-1,-1,3
323,12797,101,594,True,167,57,73,47,39,53,73,0.999998281637417,-1,0,83
324,1327,15,105,False,212,21,23,10,4,65,4,0.31737032940019666,-1,-1,18
325,1327,15,105,True,24,3,4,3,1,4,2,0.2652430087898788,-1,-1,3
326,11972,17,862,False,1,1,1,1,1,1,1,1.0,0,0,1
327,11972,17,862,True,3,19,28,8,14,24,19,1.0128039419292596,1,0,2264
328,2236,48,1124,False,3,6,3,14,7,2,2,1.103641596796396,1,0,0
329,2236,48,1124,True,780,2353,1459,2588,4823,651,2242,1.679110547377204,1,1,365
330,270,7,3149,False,104,306,323,237,224,322,423,1.0000000000580715,1,0,98
331,270,7,3149,True,40,19,23,17,10,19,24,0.9685051669564525,-1,0,5
332,2563,24,12317,False,24,50,54,72,59,20,44,1.0000388927468287,1,0,0
333,2563,24,12317,True,134,143,79,216,260,11,149,1.0000083333333334,1,0,3
334,5875,66,3160,False,144,14,10,16,12,16,15,0.8638223496098373,-1,0,4
335,5875,66,3160,True,130,7,6,14,3,6,6,0.4652561319463569,-1,-1,7
336,8923,6,5398,False,5,7,7,8,6,6,6,1.0439312509534704,1,0,7
337,8923,6,5398,True,7,4,3,4,4,3,4,0.6284572334446247,-1,-1,8
338,190,72,626,False,4,1,1,1,1,1,1,0.71875,-1,-1,4
339,190,72,626,True,45,28,25,22,32,28,32,0.600687515468847,-1,-1,44
340,4411,31,136,False,3,1,1,1,1,1,1,0.4439595931830676,-1,-1,5
341,4411,31,136,True,100,6,2,13,1,3,9,0.608321458058589,-1,-1,416
342,3178,48,853,False,1,5,5,2,6,5,6,1.9476115007108021,1,1,0
343,3178,48,853,True,1,97,88,63,113,169,51,1.489264917022738,1,1,19
344,2168,13,816,False,1,1,1,1,2,1,2,1.0,0,0,48
345,2168,13,816,True,5,7,12,10,8,1,3,1.0000000037002097,1,0,299
346,3343,8,1468,False,6,6,6,6,7,5,6,1.0,0,0,17
347,3343,8,1468,True,8,7,8,8,7,7,7,0.6637211589991631,-1,-1,33
348,525,14,1946,False,5,5,5,5,5,6,5,1.0,0,0,2
349,525,14,1946,True,187,749,430,1167,204,1383,563,1.0000143704359894,1,0,78
350,14317,46,152,False,4,2,1,2,1,1,3,0.09048941339812565,-1,-1,1
354,10143,76,8001,False,516,453,552,314,554,365,478,1.0,0,0,56
355,10143,76,8001,True,37,12,12,10,14,11,11,0.9999991392215802,-1,0,1
356,8677,23,209,False,1,1,1,1,1,1,1,1.0,0,0,1
357,8677,23,209,True,1,1,1,1,1,1,1,1.0,0,0,165
358,6164,100,10040,False,5,7,8,7,5,7,7,1.2734082397003743,1,1,1
359,6164,100,10040,True,26,15,23,12,23,6,13,0.7424435397987592,-1,-1,2
360,4029,22,1099,False,33,1382,1253,2263,865,847,1682,3.9003400000000004,1,1,9
361,4029,22,1099,True,122,81,98,120,57,78,51,0.8125708333333334,-1,0,0
