,h_id,r_id,t_id,predicted_head,rank_filtered_anyburl,rank_filtered_kge,rank_filtered_kge_0,rank_filtered_kge_1,rank_filtered_kge_2,rank_filtered_kge_3,rank_filtered_kge_4,difference_psi,better_predicted_by_anyburl_t0,better_predicted_by_anyburl_t20,similar_triples
53,3280,1,1136,True,1.0,1,1,1,1,1,1,1.0,0,0,173
54,15658,2,708,False,65.0,16,25,12,8,13,23,0.9999999999999124,-1,0,5
55,15658,2,708,True,9230.0,367,703,254,188,305,386,0.0053270941147337,-1,-1,61
56,8698,3,370,False,1.0,1,1,1,1,1,1,1.0,0,0,1
57,8698,3,370,True,1.0,13,21,7,16,8,15,1.1116087980842584,1,0,564
58,14037,2,826,False,6.0,2,2,1,1,2,2,0.7018792394084289,-1,-1,6
59,14037,2,826,True,447.0,3,4,5,2,4,2,0.5673199483463671,-1,-1,320
60,7578,2,485,False,1.0,1,1,1,1,1,1,1.0,0,0,17
61,7578,2,485,True,121.0,5,5,7,4,4,4,0.863029357337462,-1,0,2502
62,3872,4,760,False,1.0,9,4,6,19,1,15,3.455654551457505,1,1,1
63,3872,4,760,True,3.0,386,65,167,958,23,717,3.4560034835550133,1,1,79
64,12241,2,1215,False,17.0,3,4,2,1,6,2,0.5700145873830897,-1,-1,6
65,12241,2,1215,True,1733.0,84,131,27,24,181,56,0.5005361977042978,-1,-1,128
66,1377,13,7525,False,4.0,4,2,5,10,2,1,1.0,0,0,0
67,1377,13,7525,True,238.0,407,223,336,966,494,14,1.208846056690987,1,1,56
68,8835,2,278,False,1.0,1,1,1,1,1,1,1.0,0,0,10
69,8835,2,278,True,3093.0,939,521,1320,1152,390,1313,0.7815648013716839,-1,-1,4431
70,9308,13,5127,False,22.0,9,9,6,3,12,17,0.902995801462366,-1,0,0
71,9308,13,5127,True,1784.0,1721,2284,1809,954,1514,2044,0.9999999999997764,-1,0,82
72,1534,2,59,False,10.0,9,8,6,11,5,15,0.999996949897151,-1,0,3
73,1534,2,59,True,4344.0,1884,1807,1178,2352,1011,3074,0.5314900646653145,-1,-1,886
74,14949,4,170,False,3.0,3,2,1,5,3,3,1.0,0,0,0
75,14949,4,170,True,5385.0,1349,1505,982,1404,1507,1345,0.4830655261770832,-1,-1,241
76,16538,2,278,False,2.0,2,2,2,2,2,2,1.0,0,0,5
77,16538,2,278,True,918.0,254,156,479,276,47,311,0.6834062468978137,-1,-1,4431
78,15705,15,5844,False,5.0,1,1,1,1,1,1,0.3371107115931102,-1,-1,1
79,15705,15,5844,True,1618.0,2,2,2,2,2,4,0.1047363204178052,-1,-1,13
80,5708,2,1265,False,16.0,4,3,3,5,6,2,0.7353903017247193,-1,-1,7
81,5708,2,1265,True,169.0,36,13,58,30,65,16,0.8140488110239864,-1,0,203
82,14693,1,7084,False,3.0,2,4,1,1,1,1,0.9989964419304808,-1,0,1
83,14693,1,7084,True,121.0,49,79,46,50,26,42,0.9999614002175484,-1,0,84
84,6385,0,1023,False,46.0,1393,663,1956,3151,574,619,12.999780017600273,1,1,11
85,6385,0,1023,True,2.0,906,627,1039,1894,500,471,12.999979102988815,1,1,10
86,1547,2,16725,False,29.0,44,41,38,31,52,56,1.2179864427428786,1,1,3
87,1547,2,16725,True,32.0,193,270,113,105,213,266,1.0328088264088404,1,0,8
88,3222,2,102,False,4.0,2,2,2,2,2,2,0.7273334997642229,-1,-1,7
89,3222,2,102,True,1072.0,289,228,290,404,133,389,0.7710569835599753,-1,-1,1791
90,14976,2,141,False,2.0,1,2,1,1,1,1,0.892531615366261,-1,0,2
91,14976,2,141,True,488.0,1037,1204,968,894,1027,1092,1.282472850670476,1,1,1524
92,13405,10,399,False,1.0,1,1,1,1,1,1,1.0,0,0,2
93,13405,10,399,True,429.0,170,226,198,204,126,96,0.9299861168717134,-1,0,618
94,2658,14,288,False,1.0,1,1,1,1,1,1,1.0,0,0,1
95,2658,14,288,True,922.0,64,113,35,51,35,87,0.614381126106888,-1,-1,2440
96,14041,2,5,False,1.0,1,1,1,1,1,1,1.0,0,0,1
97,14041,2,5,True,1741.0,389,465,427,304,408,341,0.671773382878747,-1,-1,3746
98,15744,4,7209,False,67.0,96,25,133,37,108,175,1.0,0,0,1
99,15744,4,7209,True,2825.0,2237,336,2692,528,1773,5855,1.0,0,0,13
100,5357,5,13,False,1.0,2,1,1,5,1,1,5.652633624403589,1,1,0
101,5357,5,13,True,107.0,1716,833,1536,3182,1265,1766,5.345648122500831,1,1,593
102,12727,2,2592,False,253.0,51,87,30,47,28,61,0.5941232000876843,-1,-1,12
103,12727,2,2592,True,6047.0,335,786,75,216,85,515,0.4170172960548439,-1,-1,17
104,4387,22,477,False,4.0,1,2,2,1,1,1,0.9999999989872012,-1,0,0
105,4387,22,477,True,14.0,153,345,291,54,42,34,2.084168325319991,1,1,55
106,15284,15,1302,False,16.0,30,58,15,23,6,46,1.00000000038516,1,0,0
107,15284,15,1302,True,2821.0,1352,2468,726,1359,729,1480,0.4528301886792453,-1,-1,24
108,11684,2,826,False,11.0,1,1,1,1,1,1,0.4685774677019824,-1,-1,4
109,11684,2,826,True,698.0,5,3,9,2,6,5,0.565544047561253,-1,-1,320
110,3053,3,299,False,2.0,1,1,2,1,1,1,0.9165113700698244,-1,0,1
111,3053,3,299,True,162.0,89,59,126,76,35,147,0.999985038636468,-1,0,261
112,2667,2,1287,False,10.0,7,8,15,4,3,5,0.773614155129096,-1,-1,3
113,2667,2,1287,True,6865.0,2473,2369,4394,1674,1519,2407,0.5370081415165264,-1,-1,1009
114,10632,10,3882,False,20.0,15,21,16,10,8,19,0.9999999993541776,-1,0,3
115,10632,10,3882,True,401.0,537,628,620,288,247,903,1.0000000000000384,1,0,104
116,939,1,2457,False,1.0,1,1,2,1,1,1,1.0,0,0,16
117,939,1,2457,True,20.0,25,18,35,19,21,31,1.0000000003961755,1,0,132
118,9763,2,278,False,1.0,1,1,1,1,1,1,1.0,0,0,3
119,9763,2,278,True,144.0,362,193,662,209,278,466,1.1266976731994884,1,0,4431
120,16987,15,1475,False,125.0,199,556,26,339,45,30,1.0000333375187136,1,0,2
121,16987,15,1475,True,5816.0,1244,3978,63,1883,180,116,0.0001757091841608,-1,-1,4
122,15986,22,951,False,67.0,107,14,31,37,362,92,1.000000000000128,1,0,0
123,15986,22,951,True,4341.0,6213,877,3510,4694,12658,9325,1.546511627906977,1,1,49
124,8782,13,12021,False,12.0,105,143,60,71,98,152,1.107414117022948,1,0,0
125,8782,13,12021,True,2435.0,4397,6035,3148,4059,4354,4387,1.0000164185821565,1,0,20
126,4885,3,229,False,3.0,5,5,4,6,3,9,1.000000000060951,1,0,1
127,4885,3,229,True,6056.0,3727,5953,2280,4221,3258,2921,0.6671699408107056,-1,-1,1054
128,5362,1,4570,False,4.0,1,1,1,1,1,1,0.999980675210768,-1,0,15
129,5362,1,4570,True,25.0,2,2,2,1,5,1,0.9792572584733128,-1,0,46
130,4842,3,515,False,4.0,2,1,1,1,7,1,0.7127710282761709,-1,-1,1
131,4842,3,515,True,328.0,16,11,1,1,63,2,0.8550199820647658,-1,0,18
132,1412,8,386,False,11.0,67,50,7,148,11,118,482.6685969663332,1,1,0
136,12853,4,1727,False,10.0,3,2,3,1,9,2,0.5489021956087824,-1,-1,2
137,12853,4,1727,True,1318.0,208,230,68,63,508,169,0.72035658565369,-1,-1,134
138,9319,11,344,False,1.0,1,1,1,1,1,1,1.0,0,0,0
139,9319,11,344,True,39.0,54,28,42,73,10,117,1.0000193851031722,1,0,1206
140,3205,2,1442,False,25.0,11,11,13,5,21,6,0.7075830919023491,-1,-1,4
141,3205,2,1442,True,5018.0,2202,3145,2026,1009,3609,1222,0.5836033130068741,-1,-1,460
142,10584,23,1418,False,36.0,52,30,18,19,72,122,1.0000000000000142,1,0,9
143,10584,23,1418,True,36.0,14,4,4,3,12,46,0.9999946706182268,-1,0,2
144,2473,10,135,False,1.0,1,1,1,1,1,1,1.0,0,0,0
145,2473,10,135,True,17.0,9,3,11,6,11,13,0.9999999990653796,-1,0,242
146,6439,2,2132,False,186.0,37,30,33,49,14,59,0.7977549586773806,-1,-1,4
147,6439,2,2132,True,1882.0,1968,1433,1790,3119,502,2997,1.1183263141659336,1,0,159
148,13333,2,534,False,14.0,3,2,2,3,6,2,0.5430109259677056,-1,-1,9
149,13333,2,534,True,2831.0,120,48,65,137,301,48,0.6673761097256858,-1,-1,631
150,9513,2,2771,False,108.0,17,22,5,13,15,28,0.8319467378036396,-1,0,5
151,9513,2,2771,True,1376.0,329,264,61,200,229,892,0.6024356696387603,-1,-1,66
152,13726,2,1985,False,25.0,4,5,4,8,2,3,0.8989964330182467,-1,0,2
153,13726,2,1985,True,2430.0,349,527,98,845,119,158,0.5335688843677276,-1,-1,75
154,12603,2,5,False,2.0,2,1,1,2,2,2,1.0,0,0,8
155,12603,2,5,True,4718.0,373,174,310,601,496,286,0.383171769287404,-1,-1,3746
156,302,7,747,False,1.0,1,1,1,1,2,1,1.0,0,0,117
157,302,7,747,True,1.0,2,1,1,2,3,1,1.0001544640098856,1,0,180
158,13437,15,8486,False,35.0,23,23,20,15,38,17,0.9999933337555726,-1,0,2
159,13437,15,8486,True,447.0,426,370,502,218,666,376,0.9999875393849323,-1,0,24
160,296,7,8466,False,2.0,8,10,8,6,9,7,1.234481877687721,1,1,126
161,296,7,8466,True,1.0,1,1,1,1,1,1,1.0,0,0,4
162,7838,1,93,False,7.0,1,1,2,1,1,1,0.8745715801490517,-1,0,0
163,7838,1,93,True,3414.0,2150,1420,3114,1669,1889,2658,0.70937310539549,-1,-1,783
164,11218,3,3082,False,3.0,1,1,1,1,1,1,0.9999938513742028,-1,0,1
165,11218,3,3082,True,2783.0,33,64,37,20,27,15,0.524182706760325,-1,-1,166
166,15358,18,229,False,1.0,1,1,1,1,1,1,1.0,0,0,0
167,15358,18,229,True,200.0,71,14,184,40,46,70,0.9999722341642469,-1,0,256
168,6865,2,83,False,1.0,2,2,3,3,1,1,1.1190290306708215,1,0,4
169,6865,2,83,True,2986.0,797,735,1157,1010,603,480,0.477682299586921,-1,-1,2455
170,16304,2,2256,False,3.0,7,9,5,5,4,10,1.4489937543372655,1,1,3
171,16304,2,2256,True,254.0,1630,1188,1457,1411,1598,2495,1.109125363771958,1,0,563
172,2403,6,1799,False,53.0,6,6,7,1,10,5,0.8111847754826614,-1,0,0
173,2403,6,1799,True,334.0,191,152,339,74,246,144,0.9999711079421866,-1,0,14
174,14536,2,4600,False,83.0,32,36,55,7,11,52,0.9999878302441148,-1,0,6
175,14536,2,4600,True,1511.0,1707,1348,3259,112,211,3606,1.1053239124206593,1,0,138
176,13100,10,399,False,1.0,2,1,1,1,3,2,1.711186371991374,1,1,1
177,13100,10,399,True,454.0,390,356,357,314,468,455,0.999999999148315,-1,0,618
178,5124,33,10250,False,1.0,2,2,1,2,1,2,856.4400519262849,1,1,0
179,5124,33,10250,True,1.0,1,2,1,1,1,2,1.0,0,0,0
180,10365,0,4121,False,1580.0,466,871,55,858,219,329,0.5454413251405903,-1,-1,4
181,10365,0,4121,True,878.0,279,534,34,486,152,188,0.6470671513614983,-1,-1,4
182,5153,27,927,False,1.0,1,1,1,2,2,1,1.0,0,0,1
183,5153,27,927,True,911.0,843,788,999,1013,1125,288,1.0,0,0,206
184,6256,15,1727,False,1.0,1,1,1,1,1,1,1.0,0,0,0
185,6256,15,1727,True,35.0,3,7,1,4,2,2,0.2670953024560053,-1,-1,67
186,7936,2,273,False,11.0,6,6,4,7,9,6,0.4588547591960561,-1,-1,7
187,7936,2,273,True,2831.0,1637,1595,996,1599,2397,1597,0.6801556107495946,-1,-1,775
188,7459,2,5,False,2.0,2,2,2,2,2,2,1.0,0,0,6
189,7459,2,5,True,371.0,304,398,309,242,306,266,0.99996369166651,-1,0,3746
190,13107,2,6871,False,114.0,17,27,23,7,12,17,0.7339008114954457,-1,-1,6
191,13107,2,6871,True,8578.0,519,931,839,112,326,385,0.1566061843151276,-1,-1,101
192,2790,2,55,False,1.0,1,1,1,1,1,1,1.0,0,0,8
193,2790,2,55,True,315.0,39,19,94,13,26,41,0.9362921326038204,-1,0,1451
194,4962,3,31,False,1.0,1,1,1,1,1,1,1.0,0,0,0
195,4962,3,31,True,155.0,6,3,3,7,6,9,0.8445949742854207,-1,0,4666
196,4452,14,552,False,1.0,1,1,1,1,1,1,1.0,0,0,0
197,4452,14,552,True,20.0,30,76,38,12,15,11,1.0,0,0,628
198,10863,2,8738,False,45.0,1,1,1,3,1,1,0.978688087986903,-1,0,3
199,10863,2,8738,True,100.0,2,1,1,4,1,1,0.7832764505119454,-1,-1,29
200,13117,2,9705,False,210.0,130,169,125,106,87,164,0.9999889321094094,-1,0,4
202,16262,3,229,False,3.0,1,1,1,1,1,1,0.8656653268457797,-1,0,0
203,16262,3,229,True,537.0,129,88,86,159,144,166,0.8238774180239117,-1,0,1054
204,8256,4,3218,False,26.0,73,80,115,27,57,84,1.0000157146761817,1,0,0
205,8256,4,3218,True,2816.0,6020,6958,7407,2204,5132,8397,1.2281438596491228,1,1,70
206,16360,2,275,False,2.0,3,2,3,5,2,2,1.0573426573426572,1,0,6
207,16360,2,275,True,6242.0,1002,604,1102,1671,861,771,0.3920567615913037,-1,-1,1223
208,15487,13,145,False,5.0,14,12,5,27,5,22,1.0000000009704395,1,0,0
209,15487,13,145,True,4501.0,2315,1830,854,4173,2448,2272,0.999952065933959,-1,0,133
210,14644,2,9692,False,64.0,42,121,16,7,14,51,0.9999969039636032,-1,0,6
211,14644,2,9692,True,580.0,605,2556,81,10,53,327,1.000000000252727,1,0,44
212,9431,4,14315,False,14.0,42,45,30,32,60,45,1.0,0,0,1
213,9431,4,14315,True,1340.0,1401,1511,835,996,2652,1013,1.0000219511683903,1,0,16
214,11244,11,168,False,1.0,1,1,1,1,1,1,1.0,0,0,0
215,11244,11,168,True,1342.0,65,33,105,4,176,8,0.6595246137614148,-1,-1,2346
216,10663,11,5809,False,1.0,1,1,1,1,1,1,1.0,0,0,1
217,10663,11,5809,True,6.0,2,2,2,4,1,2,0.9999532137093088,-1,0,63
218,14605,2,21,False,4.0,6,2,6,6,10,4,1.3520387894104524,1,1,2
219,14605,2,21,True,5348.0,1945,1322,2343,1920,2495,1643,0.5314389426714745,-1,-1,1252
220,11769,22,182,False,2.0,1,1,1,1,1,1,0.730972177806204,-1,-1,0
221,11769,22,182,True,176.0,9,6,14,8,9,9,0.2953623165201068,-1,-1,20
222,9732,15,384,False,2.0,2,3,1,1,2,1,1.0,0,0,0
223,9732,15,384,True,2223.0,389,504,372,357,558,153,0.1326174171028716,-1,-1,150
224,7681,5,13,False,1.0,1,1,1,1,1,1,1.0,0,0,0
225,7681,5,13,True,392.0,24,19,29,28,19,27,0.3626187460357513,-1,-1,593
226,15102,24,12798,False,5.0,8,6,22,4,4,6,1.0000025122881473,1,0,0
227,15102,24,12798,True,84.0,466,300,1055,223,382,372,4.182840672355104,1,1,11
228,12101,2,55,False,1.0,3,4,4,1,2,5,1.0535467298952776,1,0,6
229,12101,2,55,True,515.0,541,331,539,117,515,1204,1.0000077561441325,1,0,1451
230,1025,1,93,False,1.0,1,1,1,1,1,1,1.0,0,0,0
231,1025,1,93,True,2044.0,2852,3179,2120,4570,2093,2299,1.2638536872593715,1,1,783
232,9415,2,278,False,1.0,1,1,1,1,1,1,1.0,0,0,3
233,9415,2,278,True,411.0,502,388,783,297,730,310,1.0410281550458491,1,0,4431
234,15887,5,1360,False,2.0,1,1,1,1,1,1,0.7008210437556776,-1,-1,0
235,15887,5,1360,True,567.0,116,72,36,250,83,139,0.4652049171745094,-1,-1,35
236,159,2,17,False,5.0,4,6,5,3,2,4,0.9999999999342486,-1,0,4
237,159,2,17,True,479.0,208,342,359,55,33,250,0.9212015491113392,-1,0,299
238,14541,2,286,False,2.0,2,3,2,2,2,2,1.0,0,0,3
239,14541,2,286,True,500.0,1308,1227,1637,934,1289,1455,1.1039966520060411,1,0,2308
240,7183,2,1287,False,3.0,1,1,2,1,1,1,0.6920065252854811,-1,-1,7
241,7183,2,1287,True,998.0,16,14,25,8,19,12,0.5896957698709336,-1,-1,1009
242,13217,25,14344,False,3.0,1,1,1,1,1,1,0.9999228505183791,-1,0,0
243,13217,25,14344,True,4.0,4,2,5,6,3,6,1.0,0,0,11
244,1398,2,518,False,18.0,4,8,3,2,4,4,0.5277905388720627,-1,-1,8
245,1398,2,518,True,2267.0,61,155,19,18,23,92,0.5917186059319703,-1,-1,564
246,86,4,758,False,2.0,3,3,3,5,1,1,1.0075885328836425,1,0,0
247,86,4,758,True,1350.0,508,594,949,683,191,124,0.6658290016098748,-1,-1,151
248,7121,8,6254,False,14.0,45,14,43,92,58,20,1.0000396349641854,1,0,0
250,13312,2,2132,False,22.0,6,1,5,7,13,3,0.6666489398302188,-1,-1,5
252,5448,2,55,False,1.0,1,1,1,1,1,1,1.0,0,0,6
253,5448,2,55,True,25.0,11,2,4,13,17,21,0.7979650658360485,-1,-1,1451
254,14926,2,9092,False,184.0,29,35,37,25,38,11,0.9999999979798216,-1,0,4
255,14926,2,9092,True,8628.0,338,326,643,229,456,35,0.0043263050598209,-1,-1,29
256,7783,13,2022,False,1.0,1,1,1,1,1,1,1.0,0,0,0
257,7783,13,2022,True,59.0,58,23,57,17,84,109,0.9999999999999656,-1,0,147
258,7028,17,1810,False,4.0,3,1,3,3,8,1,0.9089700996677742,-1,0,2
259,7028,17,1810,True,469.0,88,3,87,106,236,10,0.5149561355375702,-1,-1,128
260,4290,7,665,False,1.0,6,7,2,11,4,6,1.321433961250408,1,1,25
261,4290,7,665,True,1.0,5,5,4,8,3,5,1.3213065598348366,1,1,37
262,9345,14,288,False,1.0,1,1,1,1,1,1,1.0,0,0,1
263,9345,14,288,True,298.0,151,143,202,252,74,86,0.9259929542031604,-1,0,2440
264,1892,1,2228,False,1.0,1,1,1,1,1,1,1.0,0,0,27
265,1892,1,2228,True,2.0,3,3,2,2,2,4,1.0000993178170143,1,0,171
266,8912,20,1243,False,1.0,2,2,2,2,2,3,1.0000876648024293,1,0,0
268,3736,25,3985,False,2.0,3,3,2,5,2,2,2.03124411820064,1,1,0
269,3736,25,3985,True,83.0,360,622,103,476,410,189,1.664942839821161,1,1,136
270,3565,2,313,False,1.0,1,1,1,1,1,1,1.0,0,0,10
271,3565,2,313,True,1610.0,10,9,12,6,21,4,0.4973414369433077,-1,-1,2324
272,3435,2,131,False,5.0,10,13,8,13,10,7,1.0000000013683883,1,0,3
273,3435,2,131,True,2122.0,1483,2357,1309,1980,1184,584,0.8005150282959677,-1,0,443
274,5677,2,4583,False,10.0,2,2,3,2,2,2,0.6808752486501847,-1,-1,9
275,5677,2,4583,True,12.0,13,6,19,25,4,9,1.0007949125596185,1,0,100
276,11829,5,13,False,1.0,1,1,1,1,1,1,1.0,0,0,0
277,11829,5,13,True,1555.0,112,132,75,104,121,128,0.2816768649764992,-1,-1,593
278,11920,2,273,False,3.0,2,2,1,3,1,5,0.8146969696969697,-1,0,3
279,11920,2,273,True,3173.0,1378,1158,1147,1280,856,2451,0.5963749272250175,-1,-1,775
280,4592,7,1852,False,1.0,2,1,1,6,2,1,1.1917667010274997,1,0,29
281,4592,7,1852,True,1.0,8,6,4,15,8,8,1.5589533497487706,1,1,78
282,14176,11,344,False,1.0,2,6,1,1,1,2,1.0414827890556044,1,0,1
283,14176,11,344,True,246.0,698,2668,165,217,148,290,1.0018779625656409,1,0,1206
284,12017,2,278,False,2.0,1,1,2,1,1,1,0.7108228833702155,-1,-1,4
285,12017,2,278,True,2388.0,273,38,436,207,376,309,0.5720417861925927,-1,-1,4431
286,3596,3,2687,False,22.0,1,1,1,1,1,1,0.4066274778462648,-1,-1,1
287,3596,3,2687,True,1321.0,17,15,19,17,14,18,0.678023053322899,-1,-1,68
288,6603,27,597,False,1.0,1,1,1,1,1,1,1.0,0,0,0
289,6603,27,597,True,157.0,34,19,38,40,55,16,0.999981049428505,-1,0,41
290,11009,2,17,False,27.0,52,41,84,21,22,93,1.000000001686434,1,0,7
291,11009,2,17,True,8067.0,3439,2297,5619,1428,1474,6375,0.0104557780559032,-1,-1,299
292,11744,2,278,False,2.0,2,2,2,2,2,2,1.0,0,0,4
293,11744,2,278,True,448.0,1329,1334,1261,2111,1268,670,1.369914729226767,1,1,4431
294,2967,7,1799,False,1.0,2,2,3,2,1,1,1.2300734878462407,1,1,29
295,2967,7,1799,True,1.0,4,2,3,7,3,3,1.3692260305664796,1,1,78
296,15175,20,1846,False,7.0,7,8,12,5,5,4,1.0,0,0,0
297,15175,20,1846,True,2796.0,3684,3468,7266,2867,2752,2067,1.5695527777777776,1,1,123
298,5993,17,3451,False,6.0,2,1,1,2,4,1,0.4977793348208426,-1,-1,2
299,5993,17,3451,True,736.0,39,48,26,19,67,33,0.9999101673226182,-1,0,25
300,14998,2,2383,False,10.0,1,1,1,1,1,1,0.4654989024464649,-1,-1,5
301,14998,2,2383,True,156.0,1,1,1,2,2,1,0.6864688588303306,-1,-1,70
302,12825,14,49,False,1.0,1,1,1,1,1,1,1.0,0,0,1
303,12825,14,49,True,31.0,147,178,96,80,212,169,1.4344430833505906,1,1,1016
304,6314,2,1014,False,33.0,5,9,4,3,6,5,0.7185786589554748,-1,-1,4
305,6314,2,1014,True,8290.0,775,1067,655,256,839,1057,0.2870453605334283,-1,-1,628
306,1851,1,4570,False,4.0,3,3,2,3,4,2,0.999999999715118,-1,0,17
307,1851,1,4570,True,22.0,16,12,18,11,29,10,0.9999999999999132,-1,0,46
308,8688,2,224,False,2.0,2,1,3,2,3,2,1.0,0,0,6
309,8688,2,224,True,229.0,110,21,171,115,165,78,0.9535023487109332,-1,0,908
310,10733,11,39,False,1.0,1,1,1,1,1,1,1.0,0,0,0
311,10733,11,39,True,956.0,718,196,2295,238,786,74,0.9879339701147368,-1,0,3928
312,14659,3,332,False,2.0,6,7,14,3,3,5,1.0757476746741994,1,0,0
313,14659,3,332,True,3607.0,2134,2186,3480,1121,1679,2204,0.7613004045951233,-1,-1,129
314,1852,1,3,False,1.0,1,1,1,1,1,1,1.0,0,0,14
315,1852,1,3,True,3.0,2,1,1,5,1,2,0.9814004084381672,-1,0,173
316,14393,10,3927,False,15.0,6,8,3,2,16,2,0.6043840483239791,-1,-1,1
317,14393,10,3927,True,1020.0,716,837,523,438,1486,297,0.6043248441933488,-1,-1,176
318,14458,11,168,False,1.0,2,1,1,4,1,1,1.0000000083691312,1,0,2
319,14458,11,168,True,1373.0,790,578,797,1423,698,455,0.980049207215302,-1,0,2346
320,403,22,4330,False,2.0,26,18,9,2,31,71,4.45463237307832,1,1,0
321,403,22,4330,True,141.0,2428,2217,1424,335,3648,4514,4.454671476493494,1,1,48
322,4844,0,11535,False,2503.0,2695,1404,5196,1057,5538,280,1.0000000000079834,1,0,3
324,9696,2,7841,False,7.0,26,43,40,7,5,36,1.367554623587018,1,1,15
325,9696,2,7841,True,5.0,180,394,253,2,1,252,1.367611353377995,1,1,67
326,12224,3,31,False,1.0,1,1,1,1,1,1,1.0,0,0,0
327,12224,3,31,True,80.0,22,29,21,7,18,33,0.9962335815548632,-1,0,4666
328,11078,2,485,False,1.0,1,1,1,2,1,1,1.0,0,0,4
