,h_id,r_id,t_id,predicted_head,rank_filtered_anyburl,rank_filtered_kge,rank_filtered_kge_0,rank_filtered_kge_1,rank_filtered_kge_2,rank_filtered_kge_3,rank_filtered_kge_4,difference_psi,better_predicted_by_anyburl_t0,better_predicted_by_anyburl_t20,similar_triples
53,29179,1,10971,True,1,1,1,1,1,1,1,1.0,0,0,0
54,23886,0,6769,False,6,9,8,7,6,11,13,14.001425008906304,1,1,0
55,23886,0,6769,True,8,18,30,12,10,15,23,215.0,1,1,1
58,14866,0,3633,False,4,1283,32,251,68,34,6029,4009.331797235023,1,1,0
62,31413,0,15186,False,2,1,1,1,1,1,1,0.9190981432360743,-1,0,0
63,31413,0,15186,True,1,1,1,1,2,1,1,1.0,0,0,2
64,20145,0,11015,False,1,2,2,2,2,2,2,2.2325581395348837,1,1,0
65,20145,0,11015,True,3,5,5,5,4,4,8,1.0,0,0,1
68,5734,1,377,False,1,1,1,1,1,1,1,1.0,0,0,2
69,5734,1,377,True,1,1,1,1,1,1,1,1.0,0,0,1
70,1255,6,24915,False,27,34,30,14,20,22,82,32.87281795511221,1,1,0
71,1255,6,24915,True,26,31,31,28,31,29,35,42.81966317084002,1,1,0
72,14244,1,11981,False,1,1,1,1,1,1,1,1.0,0,0,0
73,14244,1,11981,True,1,1,1,1,1,1,1,1.0,0,0,3
74,19390,0,4369,False,135,214,21,2,289,238,520,1.6050843743151437,1,1,0
76,10990,1,4301,False,1,1,1,1,1,1,1,1.0,0,0,4
77,10990,1,4301,True,1,1,1,1,1,1,1,1.0,0,0,1
78,16398,1,2783,False,1,1,1,1,1,1,1,1.0,0,0,1
79,16398,1,2783,True,1,1,1,1,1,1,1,1.0,0,0,7
80,31737,0,16660,False,327,1,1,1,1,1,1,0.005197715993382784,-1,-1,1
86,30663,4,40225,False,30,54,67,60,36,33,74,1.0,0,0,1
87,30663,4,40225,True,48,27,26,24,29,18,38,0.9999659025232218,-1,0,0
88,14235,0,20549,False,13,27,11,4,10,83,25,6.750666675833334,1,1,0
89,14235,0,20549,True,9,65,35,16,37,193,44,40.5040003750055,1,1,5
90,15727,0,20842,False,11,119,46,132,43,163,209,110.82830025884383,1,1,0
94,32851,1,11382,False,1,1,1,1,1,1,1,1.0,0,0,0
95,32851,1,11382,True,3,1,1,1,1,1,1,0.6161616161616162,-1,-1,1
98,34003,0,20650,False,31,29,25,64,12,13,31,0.37160669754185965,-1,-1,0
100,5656,1,624,False,1,1,1,1,1,1,1,1.0,0,0,1
101,5656,1,624,True,1,1,1,1,1,1,1,1.0,0,0,5
102,32035,1,33317,False,1,1,1,1,1,1,1,1.0,0,0,0
103,32035,1,33317,True,1,1,1,1,1,1,1,1.0,0,0,0
106,31355,4,35983,False,214,114,149,153,34,146,90,1.0,0,0,3
107,31355,4,35983,True,47,61,68,37,37,61,104,1.0000000022557491,1,0,0
111,34114,4,1598,True,3,459,802,12,1281,178,23,18594.463840399,1,1,0
112,15430,4,617,False,3,3,2,5,1,2,3,1.0,0,0,15
113,15430,4,617,True,1,1,1,1,1,1,1,1.0,0,0,2
116,27089,0,25460,False,1,1,1,1,1,1,1,1.0,0,0,0
117,27089,0,25460,True,1,1,1,2,1,1,1,1.0,0,0,8
120,26740,0,15987,False,1537,192,84,638,167,63,9,0.013110255452429529,-1,-1,0
122,33592,0,3640,False,1,1,1,1,1,1,1,1.0,0,0,0
123,33592,0,3640,True,8,3,5,1,1,5,2,0.9999970384703091,-1,0,69
124,21749,0,16741,False,3,1,1,1,1,1,1,0.8436720097537903,-1,0,0
125,21749,0,16741,True,2,2,1,2,1,2,2,1.0,0,0,4
126,40287,6,21134,False,7,7,5,5,6,11,6,1.0,0,0,0
127,40287,6,21134,True,7,6,3,4,5,12,4,1.0,0,0,0
128,14022,1,6297,False,1,1,1,1,1,1,1,1.0,0,0,4
129,14022,1,6297,True,1,1,1,1,1,1,1,1.0,0,0,0
132,23685,1,146,False,1,1,1,1,1,1,1,1.0,0,0,1
133,23685,1,146,True,1,1,1,1,1,1,1,1.0,0,0,1
138,6572,1,6944,False,1,1,1,1,1,1,1,1.0,0,0,4
139,6572,1,6944,True,1,1,1,1,1,1,1,1.0,0,0,2
140,4031,1,9327,False,1,1,1,1,1,1,1,1.0,0,0,7
141,4031,1,9327,True,1,1,1,1,1,1,1,1.0,0,0,3
142,37067,1,10473,False,1,1,1,1,1,1,1,1.0,0,0,0
143,37067,1,10473,True,1,1,1,1,1,1,1,1.0,0,0,1
144,23647,0,1338,False,1,1,1,1,1,1,1,1.0,0,0,1
145,23647,0,1338,True,2,2,3,1,2,1,1,1.0,0,0,27
146,23277,0,13709,False,288,404,40,326,1282,8,365,1.4615384615384615,1,1,0
148,3947,0,12235,False,376,247,342,77,10,367,440,0.7502732240437158,-1,-1,0
150,12250,1,12717,False,1,1,1,1,1,1,1,1.0,0,0,0
151,12250,1,12717,True,1,1,1,1,1,1,1,1.0,0,0,0
152,271,6,40026,False,467,374,248,411,577,336,296,1.0,0,0,27
153,271,6,40026,True,9,26,23,25,47,31,6,1.0000115710679556,1,0,0
154,14931,1,36099,False,2,10,9,26,3,6,7,5.54067478205949,1,1,2
155,14931,1,36099,True,3,14,6,58,1,2,5,5.121212105511625,1,1,1
156,14576,5,2971,False,1,2,1,1,3,1,3,74.59234828496042,1,1,0
157,14576,5,2971,True,47,74,100,51,124,25,70,1.1508540339786673,1,0,62
158,7443,1,25067,False,1,1,1,1,1,1,1,1.0,0,0,3
159,7443,1,25067,True,1,1,1,1,1,1,1,1.0,0,0,1
160,16880,0,18633,False,1677,227,224,162,15,669,66,0.013196459871842762,-1,-1,0
166,20046,0,4696,False,1047,19,27,54,4,7,2,5.844826214805588e-05,-1,-1,0
168,8415,2,7033,False,6,1,1,1,1,1,1,0.9999737619028649,-1,0,2
169,8415,2,7033,True,8,1,1,1,1,1,1,0.9999992022246724,-1,0,5
170,15870,1,18392,False,1,1,1,1,1,1,1,1.0,0,0,1
171,15870,1,18392,True,1,1,1,1,1,1,1,1.0,0,0,1
172,25546,5,914,False,1,1,1,1,1,1,1,1.0,0,0,0
173,25546,5,914,True,76,84,66,98,42,170,44,1.075110736911358,1,0,276
174,3787,1,8742,False,1,1,1,1,1,1,1,1.0,0,0,1
175,3787,1,8742,True,1,1,1,1,1,1,1,1.0,0,0,4
176,11482,1,10803,False,1,1,1,1,1,1,1,1.0,0,0,1
177,11482,1,10803,True,1,1,1,1,1,1,1,1.0,0,0,0
180,13394,0,3459,False,185,971,44,310,2205,1989,305,54.42333255141137,1,1,0
184,11449,2,6220,False,81,149,127,212,105,88,214,3.5,1,1,1
190,15107,1,15106,False,1,1,1,1,1,1,1,1.0,0,0,0
191,15107,1,15106,True,1,1,1,1,1,1,1,1.0,0,0,0
192,20809,4,32206,False,27,359,477,316,339,248,414,1.0000729911305268,1,0,18
193,20809,4,32206,True,19,72,139,29,115,4,75,2333.3898869574946,1,1,0
194,4981,1,17073,False,1,1,1,1,1,1,1,1.0,0,0,2
195,4981,1,17073,True,1,1,1,1,1,1,1,1.0,0,0,1
198,10161,1,10160,False,1,1,1,1,1,1,1,1.0,0,0,1
199,10161,1,10160,True,1,1,1,1,1,1,1,1.0,0,0,3
200,26185,1,15249,False,1,1,1,1,1,1,1,1.0,0,0,0
201,26185,1,15249,True,1,1,1,1,1,1,1,1.0,0,0,0
202,1771,1,1770,False,1,1,1,1,1,1,1,1.0,0,0,4
203,1771,1,1770,True,1,1,1,1,1,1,1,1.0,0,0,1
206,26157,1,31405,False,1,1,1,1,1,1,1,1.0,0,0,1
207,26157,1,31405,True,1,1,1,1,1,1,1,1.0,0,0,1
208,6096,1,29574,False,1,1,1,1,1,1,1,1.0,0,0,3
209,6096,1,29574,True,1,1,1,1,1,1,1,1.0,0,0,0
212,65,9,439,False,1,1,1,1,1,1,1,1.0,0,0,0
213,65,9,439,True,1,1,1,1,1,1,1,1.0,0,0,0
214,9078,1,23938,False,1,1,1,1,1,1,1,1.0,0,0,1
215,9078,1,23938,True,1,1,1,1,1,1,1,1.0,0,0,1
219,1559,8,14508,True,36,1,1,1,1,1,1,0.00891662247097189,-1,-1,1
222,20112,1,27611,False,1,1,1,1,1,1,1,1.0,0,0,0
223,20112,1,27611,True,1,1,1,1,1,1,1,1.0,0,0,0
228,23138,0,1929,False,1,2,2,2,3,2,2,15.166292478413762,1,1,0
229,23138,0,1929,True,90,9,9,5,22,4,4,0.9999934064742065,-1,0,220
230,15970,1,3369,False,1,1,1,1,1,1,1,1.0,0,0,1
231,15970,1,3369,True,1,1,1,1,1,1,1,1.0,0,0,2
232,8306,2,25327,False,9,2,3,1,1,2,3,0.9999990782006248,-1,0,1
233,8306,2,25327,True,26,10,9,11,5,16,7,0.9999996790954575,-1,0,7
234,32633,1,5596,False,1,1,1,1,1,1,1,1.0,0,0,1
235,32633,1,5596,True,1,1,1,1,1,1,1,1.0,0,0,4
236,30166,0,5644,False,1,2,4,1,2,2,2,1.0000843713988659,1,0,0
237,30166,0,5644,True,8,12,21,2,2,6,27,1.0000843750000001,1,0,17
240,4765,1,4764,False,1,1,1,1,1,1,1,1.0,0,0,1
241,4765,1,4764,True,1,1,1,1,1,1,1,1.0,0,0,4
242,13604,2,251,False,1,1,1,1,1,1,1,1.0,0,0,0
243,13604,2,251,True,1,1,1,2,1,1,1,1.0,0,0,9
248,21703,2,1136,False,5,2,2,2,2,2,3,0.676235274122251,-1,-1,1
249,21703,2,1136,True,496,82,13,21,49,114,215,0.6762372235282668,-1,-1,67
250,35289,1,33808,False,1,1,1,1,1,1,1,1.0,0,0,0
251,35289,1,33808,True,1,1,1,1,1,1,1,1.0,0,0,1
252,7560,1,5488,False,1,1,1,1,1,1,1,1.0,0,0,1
253,7560,1,5488,True,1,1,1,1,1,1,1,1.0,0,0,4
254,3087,1,18847,False,1,1,1,1,1,1,1,1.0,0,0,1
255,3087,1,18847,True,1,1,1,1,1,1,1,1.0,0,0,0
256,29206,1,25712,False,1,1,1,1,1,1,1,1.0,0,0,1
257,29206,1,25712,True,1,1,1,1,1,1,1,1.0,0,0,0
258,4485,0,608,False,1,100,232,32,188,38,8,334.9235502951846,1,1,0
259,4485,0,608,True,9,389,650,194,697,281,122,2.36507069456993,1,1,363
264,14092,1,7130,False,1,1,1,1,1,1,1,1.0,0,0,1
265,14092,1,7130,True,1,1,1,1,1,1,1,1.0,0,0,2
270,3268,1,10028,False,1,1,1,1,1,1,1,1.0,0,0,1
271,3268,1,10028,True,1,1,1,1,1,1,1,1.0,0,0,2
274,15729,1,12999,False,2,3,3,2,5,2,4,1.0,0,0,3
275,15729,1,12999,True,1,1,2,1,1,1,1,1.0,0,0,1
278,38187,1,29741,False,1,1,1,1,1,1,1,1.0,0,0,0
279,38187,1,29741,True,1,1,1,1,1,1,1,1.0,0,0,1
282,1678,7,30089,False,150,50,55,89,38,55,14,0.9999283633411339,-1,0,229
283,1678,7,30089,True,1,1,1,1,1,1,1,1.0,0,0,0
284,27131,1,17012,False,1,1,1,1,1,1,1,1.0,0,0,0
285,27131,1,17012,True,1,1,1,1,1,1,1,1.0,0,0,0
286,15936,0,23068,False,1,3,4,3,4,4,1,1.3558441558441559,1,1,0
287,15936,0,23068,True,3,2,2,3,3,1,2,1.0,0,0,2
288,7803,1,13968,False,7,24,15,43,13,25,22,6.26229505427058,1,1,2
289,7803,1,13968,True,4,7,2,20,4,6,4,6.474576248981792,1,1,1
292,14004,0,25065,False,17,1,1,1,1,2,1,0.8796270308298626,-1,0,0
293,14004,0,25065,True,7,2,1,1,1,6,1,0.9453366583541147,-1,0,3
294,32733,0,248,False,9,468,356,839,984,134,27,1952.6807252411638,1,1,0
298,23606,0,4877,False,2,21,21,10,18,15,42,48.004450000028804,1,1,0
299,23606,0,4877,True,23,168,137,67,149,148,338,48.00455,1,1,10
300,30622,0,2318,False,3,1,1,1,1,1,3,0.9999942564940885,-1,0,0
301,30622,0,2318,True,164,11,5,3,6,1,40,0.999952103338918,-1,0,120
302,3443,1,12083,False,1,1,1,1,1,1,1,1.0,0,0,1
303,3443,1,12083,True,1,1,1,1,1,1,1,1.0,0,0,1
304,4423,0,24850,False,4,13,4,16,11,7,26,1.049393827160494,1,0,0
305,4423,0,24850,True,6,11,5,13,16,8,13,1.0,0,0,1
306,1038,4,40447,False,37,16,2,4,8,7,58,1.0,0,0,162
307,1038,4,40447,True,1,1,1,1,1,1,1,1.0,0,0,0
308,23751,4,8080,False,9,14,22,1,17,22,9,1.0,0,0,4
309,23751,4,8080,True,4,3,3,2,4,4,2,0.9540242726769743,-1,0,0
310,25625,5,2176,False,1,66,1,29,1,6,292,81.01410231990765,1,1,0
311,25625,5,2176,True,353,696,216,836,265,498,1664,1.0000173244444444,1,0,98
312,29637,0,28168,False,5,140,33,132,26,497,14,651.1677186654643,1,1,1
314,19621,0,11241,False,2,1,1,1,2,1,1,0.9999999458463159,-1,0,0
315,19621,0,11241,True,4,3,1,4,5,6,1,1.0,0,0,14
322,34851,4,31118,False,7,7,7,9,8,5,6,1.0,0,0,1
323,34851,4,31118,True,6,5,4,6,3,2,9,1.0,0,0,0
328,26644,1,16054,False,1,1,1,1,1,1,1,1.0,0,0,0
329,26644,1,16054,True,1,1,1,1,1,1,1,1.0,0,0,1
330,8110,0,12168,False,1,3,4,4,3,1,1,2.541763241221126,1,1,0
331,8110,0,12168,True,16,38,28,59,60,15,26,3.012413625862232,1,1,35
334,7288,1,36878,False,1,1,1,1,1,1,1,1.0,0,0,0
335,7288,1,36878,True,1,1,1,1,1,1,1,1.0,0,0,0
340,12380,1,20717,False,1,1,1,1,1,1,1,1.0,0,0,3
341,12380,1,20717,True,1,1,1,1,1,1,1,1.0,0,0,1
342,176,1,25906,False,2819,6,4,3,5,12,7,0.004614491876072258,-1,-1,1
346,24894,0,7247,False,1,21,27,55,3,1,21,21.60426747045292,1,1,0
347,24894,0,7247,True,1,48,87,107,7,2,35,5232.370905052749,1,1,9
354,16545,1,14634,False,1,1,1,1,1,1,1,1.0,0,0,0
355,16545,1,14634,True,1,1,1,1,1,1,1,1.0,0,0,7
356,4313,1,3457,False,1,1,1,1,1,1,1,1.0,0,0,6
357,4313,1,3457,True,1,1,1,1,1,1,1,1.0,0,0,4
360,28721,1,22741,False,1,1,1,1,1,1,1,1.0,0,0,0
361,28721,1,22741,True,1,1,1,1,1,1,1,1.0,0,0,0
364,7280,1,26118,False,1,1,1,1,1,1,1,1.0,0,0,1
365,7280,1,26118,True,1,1,1,1,1,1,1,1.0,0,0,0
366,38386,0,1904,False,1,1,1,1,1,1,1,1.0,0,0,0
367,38386,0,1904,True,1,1,1,1,1,1,1,1.0,0,0,2
368,38875,0,2318,False,1,2,3,2,2,3,2,1.0000046287151434,1,0,0
369,38875,0,2318,True,96,37,25,20,29,86,24,0.999969794177439,-1,0,120
370,6607,1,11157,False,1,1,1,1,1,1,1,1.0,0,0,3
371,6607,1,11157,True,1,1,1,1,1,1,1,1.0,0,0,1
372,637,6,40404,False,544,283,328,488,144,149,307,0.9999999980796019,-1,0,39
373,637,6,40404,True,1,5,7,9,1,2,4,1.000008678024828,1,0,0
374,5767,4,21704,False,1,1,1,1,1,1,1,1.0,0,0,18
375,5767,4,21704,True,1,1,1,1,1,1,1,1.0,0,0,0
376,3432,4,7926,False,1,265,320,289,132,314,271,3.700034818941504,1,1,2
377,3432,4,7926,True,1,31,35,29,20,55,18,2.940425021675367,1,1,0
378,3509,0,3407,False,13,4,5,5,2,1,9,0.8853793762869903,-1,0,0
379,3509,0,3407,True,68,9,9,11,7,4,13,0.8853775319214534,-1,0,3
380,35086,0,1929,False,1,1,1,1,1,1,1,1.0,0,0,0
381,35086,0,1929,True,3,1,2,1,1,2,1,0.9,-1,0,220
382,24287,1,17938,False,1,1,1,1,1,1,1,1.0,0,0,1
383,24287,1,17938,True,1,1,1,1,1,1,1,1.0,0,0,1
384,9673,1,8487,False,7,2,1,1,2,2,2,0.8848167539267017,-1,0,3
385,9673,1,8487,True,1,1,1,1,1,1,1,1.0,0,0,3
386,3814,1,3548,False,1,1,1,1,1,1,1,1.0,0,0,3
387,3814,1,3548,True,1,1,1,1,1,1,1,1.0,0,0,0
388,23744,0,296,False,2,2,1,2,2,2,2,1.0,0,0,0
389,23744,0,296,True,37,25,15,35,18,37,21,1.0,0,0,139
390,36798,0,51,False,28,14,8,57,3,1,2,0.05768740700551595,-1,-1,0
392,20051,1,20050,False,1,1,1,1,1,1,1,1.0,0,0,1
393,20051,1,20050,True,1,1,1,1,1,1,1,1.0,0,0,2
394,20861,1,5558,False,1,1,1,1,1,1,1,1.0,0,0,1
395,20861,1,5558,True,1,1,1,1,1,1,1,1.0,0,0,2
396,26868,0,6233,False,3,1,1,1,2,1,1,0.9999895798419576,-1,0,0
397,26868,0,6233,True,13,3,2,1,5,4,1,0.999989584320653,-1,0,9
402,30004,0,2482,False,1,2,1,1,3,2,2,1.0000000054012457,1,0,0
403,30004,0,2482,True,16,19,21,10,37,13,12,1.0,0,0,9
406,36561,5,129,False,1,1,1,1,1,1,1,1.0,0,0,0
407,36561,5,129,True,96,70,48,19,121,95,67,0.8689252054153976,-1,0,44
408,406,1,1287,False,1,1,1,1,1,1,1,1.0,0,0,2
409,406,1,1287,True,1,1,1,1,1,1,1,1.0,0,0,7
410,18612,4,33576,False,5,8,24,7,6,1,2,1.0,0,0,19
411,18612,4,33576,True,1,2,2,1,2,2,1,1.0666666666666667,1,0,0
412,5940,0,532,False,1,1,1,1,1,1,1,1.0,0,0,0
413,5940,0,532,True,3,1,1,1,2,1,1,1.0,0,0,73
416,29184,1,22723,False,1,1,1,1,1,1,1,1.0,0,0,1
417,29184,1,22723,True,1,1,1,1,1,1,1,1.0,0,0,1
420,3277,1,37105,False,1,1,1,1,1,1,1,1.0,0,0,0
421,3277,1,37105,True,1,1,1,1,1,1,1,1.0,0,0,0
426,1354,1,1353,False,1,1,1,1,1,1,1,1.0,0,0,1
427,1354,1,1353,True,1,1,1,1,1,1,1,1.0,0,0,5
430,24366,1,7539,False,1,1,1,1,1,1,1,1.0,0,0,0
431,24366,1,7539,True,1,1,1,1,1,1,1,1.0,0,0,0
434,33864,0,13576,False,1512,310,115,3,1118,253,62,0.013138990258900607,-1,-1,0
436,28351,1,685,False,1,1,1,1,1,1,1,1.0,0,0,0
437,28351,1,685,True,1,1,1,1,1,1,1,1.0,0,0,0
438,8053,1,32295,False,1,1,1,1,1,1,1,1.0,0,0,6
439,8053,1,32295,True,1,1,1,1,1,1,1,1.0,0,0,1
440,8643,0,1819,False,12,14,19,4,7,27,12,4.009679225661947,1,1,1
441,8643,0,1819,True,50,65,67,25,22,121,91,1.0,0,0,6
444,464,1,3675,False,1,1,1,1,1,1,1,1.0,0,0,0
445,464,1,3675,True,1,1,1,1,1,1,1,1.0,0,0,6
446,26224,0,2318,False,27,41,6,35,9,149,7,2.485939257592801,1,1,0
448,4006,1,7203,False,1,1,1,1,1,1,1,1.0,0,0,3
449,4006,1,7203,True,1,1,1,1,1,1,1,1.0,0,0,1
450,1307,1,11050,False,1,1,1,1,1,1,1,1.0,0,0,1
451,1307,1,11050,True,1,1,1,1,1,1,1,1.0,0,0,9
460,38457,1,9568,False,1,1,1,1,1,1,1,1.0,0,0,0
461,38457,1,9568,True,1,1,1,1,1,1,1,1.0,0,0,1
464,5305,1,1,False,1,1,1,1,1,1,1,1.0,0,0,3
465,5305,1,1,True,1,1,1,1,1,1,1,1.0,0,0,1
466,12784,4,1630,False,57,3,1,1,1,8,2,0.18801793442470213,-1,-1,5
467,12784,4,1630,True,4,1,1,1,1,2,2,0.18802051671200504,-1,-1,0
468,25315,1,20655,False,1,1,1,1,1,1,1,1.0,0,0,3
469,25315,1,20655,True,1,1,1,1,1,1,1,1.0,0,0,1
474,36898,0,1686,False,182,1676,4739,79,1304,1707,550,76.15098468271334,1,1,0
478,17226,1,10110,False,1,1,1,1,1,1,1,1.0,0,0,0
479,17226,1,10110,True,1,1,1,1,1,1,1,1.0,0,0,1
480,27870,2,2023,False,2,3,5,5,1,2,2,1.000016841651827,1,0,0
481,27870,2,2023,True,83,163,267,265,104,120,58,1.0000181696974186,1,0,48
482,16554,1,29212,False,1,1,1,1,1,1,1,1.0,0,0,2
483,16554,1,29212,True,1,1,1,1,1,1,1,1.0,0,0,1
484,36825,0,20796,False,8,1,1,1,1,1,1,0.999944727255861,-1,0,0
485,36825,0,20796,True,3,5,1,10,3,7,2,1.0,0,0,5
488,1864,4,9221,False,39,9,3,1,23,17,1,1.0,0,0,77
489,1864,4,9221,True,2,1,1,1,1,1,1,0.8881060425125388,-1,0,0
490,12378,1,3604,False,1,1,1,1,1,1,1,1.0,0,0,1
491,12378,1,3604,True,1,1,1,1,1,1,1,1.0,0,0,4
492,9895,1,13428,False,1,1,1,1,1,1,1,1.0,0,0,4
493,9895,1,13428,True,1,1,1,1,1,1,1,1.0,0,0,0
494,15667,1,15666,False,1,1,1,1,1,1,1,1.0,0,0,0
495,15667,1,15666,True,1,1,1,1,1,1,1,1.0,0,0,2
498,20071,4,20803,False,1,5,4,2,4,1,16,5.31844571737429,1,1,5
499,20071,4,20803,True,1,2,1,1,3,2,2,4.226671129982059,1,1,0
500,20849,1,14778,False,1,1,1,1,1,1,1,1.0,0,0,2
501,20849,1,14778,True,1,1,1,1,1,1,1,1.0,0,0,0
502,13053,1,24622,False,1,1,1,1,1,1,1,1.0,0,0,0
503,13053,1,24622,True,1,1,1,1,1,1,1,1.0,0,0,3
508,8199,0,15331,False,3,2,3,2,1,1,1,0.9999999957323492,-1,0,0
509,8199,0,15331,True,9,4,3,9,1,7,2,0.8436700271120134,-1,0,2
510,19502,1,12706,False,1,1,1,1,1,1,1,1.0,0,0,1
511,19502,1,12706,True,1,1,1,1,1,1,1,1.0,0,0,0
512,11732,1,7659,False,1,1,1,1,1,1,1,1.0,0,0,1
513,11732,1,7659,True,1,1,1,1,1,1,1,1.0,0,0,4
514,12815,4,27688,False,219,58,1,51,145,70,25,1.0,0,0,21
515,12815,4,27688,True,7,5,3,4,9,4,3,0.9157341793208317,-1,0,0
516,26871,0,2084,False,9,270,33,114,544,194,466,193.1371571072319,1,1,0
518,4955,6,15531,False,1,2,1,1,1,5,3,1.0000443379571249,1,0,1
519,4955,6,15531,True,2,2,1,1,2,4,1,1.0,0,0,3
520,8178,1,11153,False,1,1,1,1,1,1,1,1.0,0,0,0
521,8178,1,11153,True,1,1,1,1,1,1,1,1.0,0,0,0
522,2181,6,20785,False,210,199,274,93,150,140,338,1.0,0,0,17
523,2181,6,20785,True,11,31,22,28,17,28,58,1.0000172360699755,1,0,0
524,23792,0,30977,False,1571,689,39,9,2614,593,192,0.5555555555555556,-1,-1,0
526,4102,4,38587,False,126,86,65,129,112,82,44,1.0,0,0,10
527,4102,4,38587,True,43,4,7,4,3,2,5,0.7947019961337225,-1,-1,0
530,6696,1,21296,False,1,1,1,1,1,1,1,1.0,0,0,2
531,6696,1,21296,True,1,1,1,1,1,1,1,1.0,0,0,1
538,4136,1,4135,False,1,1,1,1,1,1,1,1.0,0,0,3
539,4136,1,4135,True,1,1,1,1,1,1,1,1.0,0,0,0
546,11490,2,2023,False,1,7,15,5,7,2,5,59.17128540325554,1,1,0
547,11490,2,2023,True,90,508,681,734,497,287,342,4.353576859584506,1,1,48
548,16679,1,16678,False,1,1,1,1,1,1,1,1.0,0,0,0
549,16679,1,16678,True,1,1,1,1,1,1,1,1.0,0,0,1
550,1122,9,23212,False,1,1,1,1,1,1,1,1.0,0,0,1
551,1122,9,23212,True,1,1,1,1,1,1,1,1.0,0,0,0
552,1678,7,18000,False,139,6,1,8,4,7,12,0.41875,-1,-1,229
553,1678,7,18000,True,1,1,1,1,1,1,1,1.0,0,0,0
554,7532,1,7531,False,1,1,1,1,1,1,1,1.0,0,0,4
555,7532,1,7531,True,1,1,1,1,1,1,1,1.0,0,0,1
556,29273,1,14570,False,1,1,1,1,1,1,1,1.0,0,0,0
557,29273,1,14570,True,1,1,1,1,1,1,1,1.0,0,0,3
560,23795,2,2580,False,1,1,1,1,1,1,1,1.0,0,0,0
561,23795,2,2580,True,6,5,3,6,4,8,4,1.0,0,0,35
562,15250,5,2644,False,1,1,2,1,1,1,1,1.0,0,0,0
563,15250,5,2644,True,3,2,3,2,1,1,1,0.7230470117822776,-1,-1,16
564,4951,1,5069,False,1,1,1,1,1,1,1,1.0,0,0,1
565,4951,1,5069,True,1,1,1,1,1,1,1,1.0,0,0,3
566,7948,1,8993,False,1,1,1,1,1,1,1,1.0,0,0,2
567,7948,1,8993,True,1,1,1,1,1,1,1,1.0,0,0,0
568,3755,1,18943,False,1,1,1,1,1,1,1,1.0,0,0,2
569,3755,1,18943,True,1,1,1,1,1,1,1,1.0,0,0,1
