,h_id,r_id,t_id,predicted_head,rank_filtered_anyburl,rank_filtered_kge,rank_filtered_kge_0,rank_filtered_kge_1,rank_filtered_kge_2,rank_filtered_kge_3,rank_filtered_kge_4,difference_psi,better_predicted_by_anyburl_t0,better_predicted_by_anyburl_t20,similar_triples
30,99234,2,4332,False,935.0,4,4,4,4,4,4,0.6393841095173062,-1,-1,3
31,99234,2,4332,True,915.0,15,16,18,13,15,11,0.7810218978102189,-1,-1,157
32,22034,1,13574,False,5.0,3,3,3,3,3,3,0.999992148527028,-1,0,4
33,22034,1,13574,True,3.0,3,3,3,2,3,2,1.0,0,0,4
34,36059,2,31593,False,713.0,6,1,16,1,8,5,0.8781280057450112,-1,0,18
35,36059,2,31593,True,713.0,27,3,55,9,32,34,0.8248175182481751,-1,0,73
36,42184,2,18037,False,186.0,22,24,14,5,41,26,1.0,0,0,8
37,42184,2,18037,True,54804.0,287,201,110,66,699,360,0.0128204963839789,-1,-1,82
38,63343,2,1611,False,1.0,1,1,1,1,1,1,1.0,0,0,8
39,63343,2,1611,True,1.0,1,1,1,1,1,1,1.0,0,0,99
40,114749,1,8382,False,1.0,2,2,2,1,2,1,1.3299319727891157,1,1,5
41,114749,1,8382,True,2.0,1,1,1,1,1,1,0.9999352983042274,-1,0,127
42,2080,1,3444,False,1.0,1,1,2,1,1,1,1.0,0,0,4
43,2080,1,3444,True,2.0,4,4,4,4,4,4,1.0000267493572073,1,0,95
44,83154,2,304,False,1.0,1,1,1,1,1,1,1.0,0,0,10
45,83154,2,304,True,1.0,1,1,1,1,1,1,1.0,0,0,206
46,12445,2,15912,False,1.0,1,1,1,1,1,1,1.0,0,0,6
47,12445,2,15912,True,1.0,1,1,1,1,1,1,1.0,0,0,20
48,54987,4,111786,False,230.0,1120,248,415,1509,3116,313,2.499999579174532,1,1,2
49,54987,4,111786,True,440.0,1374,159,607,1508,4118,478,891.1055694098087,1,1,4
50,21883,6,15325,False,19.0,69,6,54,26,224,36,1.000000000004758,1,0,0
52,6042,2,5535,False,1.0,1,1,1,1,1,1,1.0,0,0,9
53,6042,2,5535,True,1.0,1,1,1,1,1,1,1.0,0,0,186
54,61301,8,3068,False,1.0,1,1,1,1,1,1,1.0,0,0,6
55,61301,8,3068,True,9.0,5,4,7,4,7,1,0.9999999986286467,-1,0,54
56,24555,2,5005,False,1.0,1,1,1,1,1,1,1.0,0,0,6
57,24555,2,5005,True,3.0,1,1,3,1,1,1,0.9999651455765012,-1,0,245
58,59327,2,10478,False,716.0,19,15,16,8,43,12,0.8692336098804266,-1,0,7
59,59327,2,10478,True,1203.0,456,362,317,239,1027,334,0.7883211678832116,-1,-1,170
60,7171,26,106200,False,1.0,14,13,2,39,2,14,301.3273938084953,1,1,2
61,7171,26,106200,True,1.0,5,5,3,3,2,10,9.79926474476368,1,1,1
62,64426,1,3245,False,1.0,1,1,1,1,1,1,1.0,0,0,5
63,64426,1,3245,True,45.0,45,42,35,55,41,54,1.0,0,0,309
64,82598,6,25464,False,137.0,1,2,1,1,1,1,0.5968209677421511,-1,-1,0
65,82598,6,25464,True,120.0,5,10,2,3,5,6,0.6379887931034482,-1,-1,6
66,67449,1,2101,False,2.0,3,3,4,2,1,3,1.1569781598226374,1,0,9
67,67449,1,2101,True,3.0,2,2,3,1,1,3,0.9999922702746176,-1,0,142
68,72884,15,28750,False,91.0,185,234,53,17,112,510,1.000011665918473,1,0,17
69,72884,15,28750,True,30.0,119,192,34,14,48,309,1.3186697471058335,1,1,8
70,71366,1,1255,False,1.0,1,1,1,1,1,1,1.0,0,0,5
71,71366,1,1255,True,2.0,2,4,2,3,1,1,1.0,0,0,121
72,76324,2,7590,False,105.0,73,115,64,27,112,49,0.9999986219844036,-1,0,12
73,76324,2,7590,True,17344.0,609,968,524,258,844,451,0.014598518834279,-1,-1,104
74,76853,1,59,False,1.0,1,1,1,1,1,1,1.0,0,0,7
75,76853,1,59,True,16.0,1,1,1,1,1,1,0.999943164610319,-1,0,356
76,107047,0,24573,False,12.0,47,90,69,18,5,53,1.0000323977677497,1,0,1
78,20363,1,1285,False,1.0,2,2,2,2,2,2,1.031423611111111,1,0,6
79,20363,1,1285,True,8.0,11,13,10,12,11,11,1.000016368282724,1,0,506
82,25615,1,1004,False,1.0,1,1,1,1,1,1,1.0,0,0,11
83,25615,1,1004,True,2.0,4,5,3,6,2,4,1.000012630432661,1,0,450
84,19159,1,41679,False,1.0,1,1,1,1,1,1,1.0,0,0,3
85,19159,1,41679,True,1.0,1,1,1,1,1,1,1.0,0,0,27
86,101340,12,102640,False,1.0,2,1,1,2,2,3,1.000000003120331,1,0,0
87,101340,12,102640,True,1.0,4,1,1,2,1,13,1.1512933774359642,1,0,4
88,55342,23,92129,False,1.0,1,2,1,1,1,1,1.0,0,0,8
89,55342,23,92129,True,1.0,1,1,1,1,2,1,1.0,0,0,0
90,66980,1,1425,False,1.0,1,1,1,1,1,1,1.0,0,0,4
91,66980,1,1425,True,26.0,11,8,2,20,15,9,0.9999620847709524,-1,0,159
92,34105,2,7071,False,1.0,1,1,1,1,1,1,1.0,0,0,11
93,34105,2,7071,True,7.0,2,2,2,2,2,1,0.9999785566095616,-1,0,71
94,11157,7,23,False,1.0,1,1,1,1,1,1,1.0,0,0,0
96,35337,2,7367,False,1.0,1,1,1,1,1,1,1.0,0,0,10
97,35337,2,7367,True,1.0,3,2,3,2,2,5,1.000025479952434,1,0,288
98,25585,1,16156,False,1.0,1,1,1,1,1,1,1.0,0,0,12
99,25585,1,16156,True,1.0,2,3,2,1,5,1,1.0000227324908673,1,0,88
100,123155,6,219,False,2.0,16,41,6,16,11,4,3.6624472573839664,1,1,0
102,10760,19,8905,False,42.0,1,1,1,1,1,1,0.0520825595585504,-1,-1,31
103,10760,19,8905,True,36.0,1,1,1,1,1,1,0.0588237515636951,-1,-1,0
104,52542,1,346,False,1.0,1,1,1,1,1,1,1.0,0,0,8
105,52542,1,346,True,51.0,32,19,18,40,12,73,0.9999910211049152,-1,0,368
106,56165,2,20550,False,508.0,111,45,235,60,143,74,0.8333370726203517,-1,0,6
108,46661,2,681,False,1.0,1,1,1,1,1,1,1.0,0,0,7
109,46661,2,681,True,30.0,4,1,11,6,1,3,0.9999642326107904,-1,0,272
112,80525,2,11086,False,105.0,131,223,39,165,61,168,1.0000268518021262,1,0,8
113,80525,2,11086,True,1077.0,515,792,238,618,311,616,0.7883426449012483,-1,-1,26
114,17654,1,17655,False,1.0,1,1,1,1,1,1,1.0,0,0,3
115,17654,1,17655,True,1.0,1,1,1,1,1,2,1.0,0,0,74
116,25121,14,106826,False,239.0,2,1,1,1,4,2,0.1034472717414167,-1,-1,0
117,25121,14,106826,True,59063.0,72,59,62,46,95,97,0.0130434612476526,-1,-1,23
118,73704,0,2087,False,1.0,1,1,1,1,1,1,1.0,0,0,4
119,73704,0,2087,True,5.0,4,4,2,4,3,5,0.9999776473072716,-1,0,114
122,91456,0,93476,False,19.0,14,8,13,19,17,12,1.0,0,0,1
123,91456,0,93476,True,136.0,124,100,158,153,118,90,0.999995638648305,-1,0,5
124,8533,1,6056,False,3.0,3,2,2,3,3,3,1.0,0,0,12
125,8533,1,6056,True,5.0,27,26,20,26,26,36,1.0000208149460137,1,0,102
126,10882,7,23,False,1.0,1,2,1,1,1,1,1.0,0,0,0
128,75186,0,52848,False,44.0,129,259,100,133,139,12,20.061427794690648,1,1,2
129,75186,0,52848,True,154.0,291,472,190,318,378,96,45.00225,1,1,29
130,8948,1,13481,False,1.0,1,1,1,1,1,1,1.0,0,0,8
131,8948,1,13481,True,1.0,1,1,1,1,1,1,1.0,0,0,74
132,64150,1,983,False,251.0,116,10,19,5,307,237,0.9999999997854662,-1,0,15
134,19013,1,508,False,1.0,1,1,1,1,1,1,1.0,0,0,10
135,19013,1,508,True,5.0,7,8,6,8,7,7,1.0000117557195878,1,0,335
136,48479,1,56788,False,109.0,6,4,10,3,11,2,1.0,0,0,5
137,48479,1,56788,True,41.0,26,17,48,10,46,8,0.9999999999993288,-1,0,16
138,66984,2,2390,False,1.0,1,2,1,1,2,1,1.0,0,0,3
139,66984,2,2390,True,13.0,2,3,1,1,3,2,0.9999692223326334,-1,0,384
140,51983,2,8136,False,1.0,1,1,1,1,1,1,1.0,0,0,9
141,51983,2,8136,True,1.0,4,3,1,4,6,4,1.0000306878358112,1,0,211
143,15632,17,27120,True,10.0,2,1,2,2,2,1,0.0178571428571428,-1,-1,2
144,103161,2,47287,False,1.0,1,1,1,1,1,1,1.0,0,0,5
145,103161,2,47287,True,1.0,2,1,2,1,2,2,1.000013478537404,1,0,9
146,57245,7,23,False,1.0,1,1,1,1,1,1,1.0,0,0,0
147,57245,7,23,True,18.0,3067,2237,1517,3503,3821,4257,1.543113043732888,1,1,61044
148,61368,0,268,False,1.0,1,1,1,1,1,1,1.0,0,0,0
149,61368,0,268,True,372.0,571,1743,143,337,533,99,1.115186650598791,1,0,10173
150,15195,15,35619,False,453.0,145,345,192,60,9,121,0.6416754941913224,-1,-1,35
151,15195,15,35619,True,64.0,30,70,37,20,5,16,0.6416754941908812,-1,-1,8
152,27237,2,6654,False,1.0,1,1,1,1,1,1,1.0,0,0,10
153,27237,2,6654,True,1.0,5,1,1,2,8,13,1.0000281234393158,1,0,163
154,41895,2,2762,False,1.0,1,1,1,1,1,1,1.0,0,0,16
155,41895,2,2762,True,1.0,2,2,1,1,5,1,1.000044928458013,1,0,95
156,41321,4,62819,False,130.0,2,1,1,2,2,2,0.1089763689057475,-1,-1,33
157,41321,4,62819,True,4.0,1,1,1,1,1,1,0.3241754071892909,-1,-1,4
163,6629,4,104319,True,1627.0,6669,1190,453,6900,2160,22644,1.0000002493781095,1,0,3
164,73157,1,124,False,1.0,1,1,1,1,1,1,1.0,0,0,9
165,73157,1,124,True,34.0,11,12,14,9,9,11,0.9999506625965356,-1,0,484
166,62204,1,334,False,1.0,1,1,1,1,1,1,1.0,0,0,12
167,62204,1,334,True,2.0,3,2,3,3,3,3,1.000066247139588,1,0,218
168,49513,1,23903,False,1.0,1,1,1,1,1,1,1.0,0,0,5
169,49513,1,23903,True,1.0,1,1,1,1,1,1,1.0,0,0,5
171,47893,18,98948,True,124.0,53,1,7,230,3,22,0.9999992424992346,-1,0,0
172,118317,0,98184,False,5.0,257,443,293,99,222,230,1.0000691590322293,1,0,2
173,118317,0,98184,True,547.0,3185,3076,2802,1999,2766,5280,1.0000741433021807,1,0,6
174,78673,8,8938,False,1.0,1,2,1,1,2,1,1.0,0,0,3
175,78673,8,8938,True,5.0,4,9,2,3,3,2,0.9999963895270556,-1,0,44
176,101835,14,6663,False,73.0,15,20,11,13,27,4,0.9999886956646356,-1,0,8
177,101835,14,6663,True,180.0,31,46,18,24,55,11,0.9999873943601292,-1,0,10
178,4384,1,3800,False,1.0,2,1,2,2,2,1,1.0628019323671496,1,0,14
179,4384,1,3800,True,1.0,3,4,1,2,4,4,1.0000271805678758,1,0,112
180,69214,14,19284,False,12.0,2,1,1,3,2,5,0.9999999999258412,-1,0,2
181,69214,14,19284,True,531.0,191,10,162,214,118,451,0.9999873914632164,-1,0,130
182,8714,2,5775,False,1.0,1,1,1,1,1,1,1.0,0,0,6
183,8714,2,5775,True,13.0,1,1,1,1,1,1,0.9999486199460224,-1,0,433
184,24748,2,35658,False,1.0,1,1,1,1,1,1,1.0,0,0,15
185,24748,2,35658,True,1.0,1,1,1,1,1,1,1.0,0,0,45
186,50623,1,6719,False,1.0,1,1,1,1,1,1,1.0,0,0,11
187,50623,1,6719,True,1.0,2,2,2,2,1,1,1.0000545454545455,1,0,95
188,39843,1,5589,False,1.0,1,2,1,1,1,1,1.0,0,0,6
189,39843,1,5589,True,1.0,2,3,3,2,3,1,1.0,0,0,82
190,67549,1,8386,False,1.0,1,1,1,1,1,1,1.0,0,0,7
191,67549,1,8386,True,2.0,2,2,1,1,3,1,1.0,0,0,58
192,107215,0,1488,False,1.0,1,3,1,1,1,1,1.0,0,0,2
193,107215,0,1488,True,38.0,10,9,4,25,8,6,0.8496847967433707,-1,0,47
194,9094,1,81,False,1.0,1,1,1,1,1,1,1.0,0,0,7
195,9094,1,81,True,7.0,18,19,15,25,6,24,1.0000126551909163,1,0,606
196,117689,0,1153,False,1.0,1,1,1,1,1,1,1.0,0,0,1
197,117689,0,1153,True,127.0,122,186,93,92,97,143,0.9999991575110276,-1,0,172
198,13132,1,13302,False,2.0,2,2,2,2,2,2,1.0,0,0,6
199,13132,1,13302,True,5.0,3,3,4,2,3,3,0.9999698890913225,-1,0,58
200,6851,12,75142,False,12.0,15,33,27,10,3,2,1.0000000000000686,1,0,49
201,6851,12,75142,True,1.0,2,3,2,1,1,1,1.0062893081761006,1,0,4
202,2567,2,233,False,1.0,1,1,1,1,1,1,1.0,0,0,6
203,2567,2,233,True,1.0,1,2,1,1,1,1,1.0,0,0,225
204,57658,1,5795,False,313.0,2,2,4,2,2,2,0.5173276141560385,-1,-1,5
205,57658,1,5795,True,929.0,33,17,73,17,27,29,0.7534384341509341,-1,-1,58
206,122570,0,4378,False,2.0,1,1,1,2,1,1,0.7985074626865671,-1,-1,1
207,122570,0,4378,True,333.0,226,252,94,558,110,115,0.6208538423019636,-1,-1,187
208,27422,7,1052,False,2.0,1,1,1,1,2,1,0.9999175437225248,-1,0,0
209,27422,7,1052,True,27.0,51,87,4,6,149,10,1.0000000098638129,1,0,5119
210,72229,9,1325,False,3.0,2,3,2,2,3,2,0.9999988615229716,-1,0,4
211,72229,9,1325,True,120.0,632,499,496,659,726,781,1.5794818304246594,1,1,1046
212,1059,1,16731,False,1.0,1,1,1,1,1,1,1.0,0,0,12
213,1059,1,16731,True,1.0,2,2,2,2,2,1,1.0000803921568628,1,0,37
214,23824,2,350,False,1.0,1,1,1,1,1,1,1.0,0,0,9
215,23824,2,350,True,1.0,1,1,1,1,2,1,1.0,0,0,419
216,74866,7,23,False,1.0,1,1,1,1,1,1,1.0,0,0,0
218,106278,0,35947,False,1.0,3,4,2,2,6,3,2.4935819801453665,1,1,2
219,106278,0,35947,True,7.0,359,596,325,184,285,405,3.122895561014193,1,1,125
220,31621,1,8136,False,1.0,1,1,1,1,1,1,1.0,0,0,9
221,31621,1,8136,True,1.0,2,2,4,2,2,2,1.000014939285213,1,0,201
222,92819,1,2444,False,1.0,1,2,1,1,1,1,1.0,0,0,6
223,92819,1,2444,True,72.0,24,52,13,21,19,17,0.999948224595815,-1,0,131
224,89922,2,48005,False,1.0,1,1,1,1,1,1,1.0,0,0,10
225,89922,2,48005,True,1.0,1,1,1,1,1,1,1.0,0,0,2
226,58530,1,27060,False,2.0,1,2,1,1,1,2,0.943019943019943,-1,0,3
227,58530,1,27060,True,1.0,1,1,1,1,1,1,1.0,0,0,31
228,30882,1,2475,False,1.0,1,1,1,1,1,1,1.0,0,0,8
229,30882,1,2475,True,9.0,2,2,2,1,2,3,0.9999802087250356,-1,0,108
230,70484,2,91435,False,1.0,9,10,1,26,4,3,5.365162384349569,1,1,1
231,70484,2,91435,True,1.0,13,6,1,49,4,3,7.473937283060025,1,1,1
232,21587,2,34198,False,1.0,1,1,1,1,1,1,1.0,0,0,4
233,21587,2,34198,True,1.0,1,1,1,1,1,1,1.0,0,0,14
234,14829,1,1105,False,2.0,2,1,1,2,3,3,1.0,0,0,5
235,14829,1,1105,True,4.0,4,3,1,6,4,5,1.0,0,0,243
236,47599,1,2531,False,1.0,2,1,2,2,2,1,1.3018581197761967,1,1,5
237,47599,1,2531,True,18.0,11,9,13,14,8,11,0.9999560654543136,-1,0,344
238,17544,2,4416,False,145.0,33,46,40,21,25,31,1.0,0,0,7
240,84087,2,70856,False,1.0,1,1,1,1,1,1,1.0,0,0,7
241,84087,2,70856,True,1.0,1,1,1,1,1,1,1.0,0,0,9
242,81836,1,1084,False,1.0,1,1,1,1,1,1,1.0,0,0,5
243,81836,1,1084,True,2.0,1,2,1,1,2,1,0.9999506178233352,-1,0,110
245,66350,1,37459,True,6545.0,30640,27275,102632,10773,2678,9840,1.0,0,0,9
246,38891,7,23,False,1.0,1,1,1,1,1,1,1.0,0,0,0
248,108313,4,107635,False,79.0,3,3,3,3,3,1,0.9999999997105988,-1,0,5
249,108313,4,107635,True,34.0,1,1,1,1,1,1,0.9999956522058706,-1,0,5
250,35754,1,4354,False,828.0,1,1,1,1,2,2,0.0735254671029348,-1,-1,4
252,10701,10,2277,False,2.0,4,4,4,5,5,2,1.0000123952210815,1,0,84
253,10701,10,2277,True,3.0,7,11,7,6,8,1,1.1487050265665744,1,0,184
254,69829,6,21821,False,1.0,1,1,1,1,1,1,1.0,0,0,0
255,69829,6,21821,True,45.0,44,48,52,46,30,44,1.0,0,0,73
256,111717,6,75381,False,1.0,1,1,1,1,1,1,1.0,0,0,0
257,111717,6,75381,True,15.0,28,16,13,49,5,59,1.0,0,0,26
258,68420,2,1832,False,1.0,1,1,1,1,1,1,1.0,0,0,7
259,68420,2,1832,True,1.0,1,1,1,1,1,1,1.0,0,0,365
260,86666,2,7311,False,251.0,61,74,20,75,20,117,0.6922469007209038,-1,-1,5
264,17250,1,1220,False,1.0,1,1,1,1,1,1,1.0,0,0,4
265,17250,1,1220,True,3.0,2,3,3,2,1,1,0.9999935810028574,-1,0,278
266,42428,1,10244,False,1.0,1,1,1,1,1,1,1.0,0,0,5
267,42428,1,10244,True,13.0,4,5,4,4,4,4,0.9999566345337064,-1,0,111
268,5899,1,3605,False,1.0,1,1,1,1,1,1,1.0,0,0,10
269,5899,1,3605,True,1.0,2,2,2,1,1,2,1.0000141941093177,1,0,69
270,72594,1,4030,False,1.0,1,1,1,1,1,1,1.0,0,0,3
271,72594,1,4030,True,46.0,32,36,22,21,41,38,0.9999870468427142,-1,0,282
272,101312,2,27456,False,1.0,1,1,1,1,1,1,1.0,0,0,6
273,101312,2,27456,True,1.0,1,1,1,1,1,1,1.0,0,0,40
274,28349,28,30336,False,1.0,10,2,9,5,26,6,1.152475336478738,1,0,11
275,28349,28,30336,True,1.0,2,2,2,1,5,1,1.0000000243047855,1,0,0
276,71796,1,3206,False,1.0,1,1,1,2,1,1,1.0,0,0,7
277,71796,1,3206,True,7.0,9,8,7,8,12,11,1.0000085885425265,1,0,195
278,12286,1,3295,False,1.0,1,1,1,1,1,1,1.0,0,0,9
279,12286,1,3295,True,1.0,7,8,5,2,8,13,1.0000136461694276,1,0,202
280,39137,7,1052,False,2.0,1,1,1,1,2,2,0.9999899413445243,-1,0,0
281,39137,7,1052,True,28.0,2792,127,145,38,11526,2123,1.2127839209179905,1,1,5119
282,74530,2,438,False,1.0,1,1,1,1,1,1,1.0,0,0,7
283,74530,2,438,True,8.0,2,2,1,2,2,2,0.9999659845538196,-1,0,295
284,21161,1,53679,False,1.0,1,1,1,1,2,1,1.0,0,0,9
285,21161,1,53679,True,1.0,1,1,1,1,1,1,1.0,0,0,11
286,15988,0,8013,False,1.0,32,2,152,1,2,2,648.2302171730167,1,1,0
287,15988,0,8013,True,351.0,71,4,298,16,21,17,0.1588886213305798,-1,-1,15
288,37818,2,916,False,192.0,7,13,2,6,5,9,0.869224385658292,-1,0,15
289,37818,2,916,True,924.0,48,68,21,49,20,82,0.769244033861363,-1,-1,173
290,99137,15,24910,False,1436.0,1297,345,1670,88,1133,3251,0.7999999999999999,-1,-1,4
292,90566,1,817,False,1.0,1,1,1,1,1,1,1.0,0,0,10
293,90566,1,817,True,2.0,9,12,7,4,14,10,1.0000134061438075,1,0,560
294,16403,2,6591,False,1.0,1,1,1,1,1,1,1.0,0,0,14
295,16403,2,6591,True,1.0,2,2,2,2,1,4,1.0000308242127798,1,0,91
296,66334,14,11917,False,1.0,3,2,2,2,3,4,6.537527989108309,1,1,6
297,66334,14,11917,True,5.0,55,31,24,50,60,112,1.5511360011419215,1,1,296
298,32324,7,23,False,1.0,1,1,1,1,1,1,1.0,0,0,0
299,32324,7,23,True,1668.0,2150,1724,759,3581,2219,2467,1.055782553359767,1,0,61044
300,4671,1,1719,False,1.0,2,2,2,2,1,2,1.033928178012778,1,0,15
301,4671,1,1719,True,4.0,25,25,24,29,19,27,1.0000691533554675,1,0,355
302,69784,2,1151,False,1.0,1,1,1,1,1,1,1.0,0,0,9
303,69784,2,1151,True,1.0,2,1,2,1,3,2,1.0000314497439855,1,0,171
304,60243,2,10133,False,1.0,1,1,1,1,1,1,1.0,0,0,10
305,60243,2,10133,True,1.0,1,1,1,1,1,1,1.0,0,0,57
306,113607,14,41677,False,12.0,24,7,23,83,4,1,1.0000239141942868,1,0,1
307,113607,14,41677,True,74.0,207,21,186,811,17,1,1.0000239131425046,1,0,11
308,41529,2,57474,False,228.0,6,5,6,10,5,3,0.8782004396295584,-1,0,16
309,41529,2,57474,True,8.0,20,10,21,30,32,7,1.0,0,0,45
310,110680,29,4732,False,5.0,4,1,1,1,15,1,0.9999802667790194,-1,0,2
311,110680,29,4732,True,1588.0,605,115,93,943,1698,178,0.5925187430408903,-1,-1,101
312,104165,4,102308,False,58.0,1794,3248,130,3136,7,2449,11067.531222069823,1,1,6
313,104165,4,102308,True,24.0,2567,4545,139,3729,3,4419,22135.222743154147,1,1,5
314,79347,2,94223,False,1.0,1,1,1,1,1,1,1.0,0,0,3
315,79347,2,94223,True,1.0,1,1,1,1,2,1,1.0,0,0,7
316,13470,2,87537,False,531.0,134,122,149,138,55,204,0.9999999950333304,-1,0,22
318,112669,0,27065,False,12.0,4,3,2,4,8,3,0.7985726372637214,-1,-1,2
319,112669,0,27065,True,223.0,11,21,4,5,20,7,0.6208921441180584,-1,-1,4
320,62671,1,12140,False,2.0,2,1,2,2,2,1,1.0,0,0,5
321,62671,1,12140,True,11.0,11,13,10,12,5,13,1.0,0,0,112
324,82648,1,14891,False,1.0,1,1,1,1,1,1,1.0,0,0,7
325,82648,1,14891,True,1.0,1,1,1,1,1,1,1.0,0,0,20
326,61880,1,113736,False,1.0,1,1,1,1,1,1,1.0,0,0,7
327,61880,1,113736,True,1.0,1,1,1,1,1,1,1.0,0,0,1
328,13361,10,4957,False,2.0,1,1,1,2,1,1,0.999918756601026,-1,0,39
329,13361,10,4957,True,3.0,2,2,1,2,2,1,0.9582417582417584,-1,0,29
330,86792,1,68277,False,1.0,1,1,1,1,1,1,1.0,0,0,7
331,86792,1,68277,True,1.0,2,2,2,1,3,4,1.00000550391627,1,0,21
332,75327,0,78348,False,2.0,3,1,1,1,9,2,1.2522342413173753,1,1,3
333,75327,0,78348,True,12.0,4,4,2,3,6,5,0.8571428571428572,-1,0,3
334,31720,1,1227,False,231.0,12,10,5,5,29,11,0.7534398159147898,-1,-1,10
335,31720,1,1227,True,40629.0,340,258,111,105,862,365,0.0136986113717652,-1,-1,360
336,6073,14,3557,False,48.0,6,1,7,1,3,16,0.9999989797139652,-1,0,1
337,6073,14,3557,True,687.0,109,27,94,33,76,315,0.9999999952923988,-1,0,40
338,54752,6,4732,False,5.0,70,2,106,219,12,11,3.40789791259351,1,1,0
340,106138,2,618,False,20.0,3,2,2,1,7,1,0.8307704719995644,-1,0,6
342,55888,2,35570,False,1.0,1,1,1,1,1,1,1.0,0,0,9
343,55888,2,35570,True,1.0,1,1,1,1,1,1,1.0,0,0,5
344,41642,1,5653,False,1.0,1,1,1,1,1,1,1.0,0,0,8
345,41642,1,5653,True,1.0,2,2,2,2,2,3,1.0000238083567332,1,0,78
346,60372,14,19351,False,21.0,7,19,1,5,1,7,0.5243296525955988,-1,-1,7
347,60372,14,19351,True,1362.0,56,181,13,56,12,19,1.5224525401902546e-05,-1,-1,78
348,73479,1,340,False,1.0,1,1,1,1,1,1,1.0,0,0,11
349,73479,1,340,True,1.0,1,1,1,2,1,1,1.0,0,0,272
350,67452,2,7462,False,1.0,1,1,1,1,1,1,1.0,0,0,7
351,67452,2,7462,True,1.0,4,1,1,1,5,10,1.000034414794812,1,0,237
352,2632,1,946,False,1.0,1,1,1,1,1,1,1.0,0,0,10
353,2632,1,946,True,2.0,1,1,1,1,1,1,0.9999388926232284,-1,0,165
354,91753,2,440,False,986.0,115,49,167,91,210,56,0.8691505418852153,-1,0,7
355,91753,2,440,True,54118.0,3182,1996,4448,2537,5033,1896,1.0,0,0,230
356,77180,2,1412,False,1.0,1,1,1,1,1,1,1.0,0,0,3
357,77180,2,1412,True,1.0,1,1,1,1,1,1,1.0,0,0,554
358,107115,2,10446,False,1.0,1,1,1,1,1,1,1.0,0,0,4
359,107115,2,10446,True,7.0,1,1,1,2,2,1,0.9999572622519954,-1,0,118
360,93759,2,45142,False,1.0,1,1,1,1,1,1,1.0,0,0,7
361,93759,2,45142,True,1.0,1,1,1,1,1,1,1.0,0,0,74
362,24993,1,1750,False,1.0,1,1,1,1,1,1,1.0,0,0,2
363,24993,1,1750,True,17.0,7,4,11,6,4,10,0.9999474651452622,-1,0,134
364,12578,1,9134,False,2.0,2,2,2,1,2,2,1.0,0,0,7
365,12578,1,9134,True,2.0,2,2,1,1,2,2,1.0,0,0,38
366,93775,2,8634,False,1.0,1,1,1,1,1,1,1.0,0,0,7
367,93775,2,8634,True,2.0,1,2,1,1,2,1,0.999999995982781,-1,0,130
368,4819,1,41255,False,3.0,3,3,1,3,3,3,1.0,0,0,6
369,4819,1,41255,True,1.0,1,2,1,1,1,1,1.0,0,0,7
370,36044,2,11196,False,1.0,1,1,1,1,1,1,1.0,0,0,8
