,index,h_id,t_id,freq_h,freq_t,freq,norm_freq,norm_freq_h,norm_freq_t
95,95,175,175,9,3,12,0.00144489688690398,0.006792452830188679,0.0004770233741453331
96,96,176,176,31,30,61,0.007881255746748982,0.02339622641509434,0.0047702337414533315
97,97,178,178,25,9,34,0.0043346906607119404,0.018867924528301886,0.0014310701224359993
98,98,180,180,14,17,31,0.003940627873374491,0.010566037735849057,0.002703132453490221
99,99,182,182,50,4,54,0.006961775909628268,0.03773584905660377,0.0006360311655271108
100,100,184,184,31,5,36,0.004597399185603573,0.02339622641509434,0.0007950389569088886
101,101,186,186,133,109,242,0.031656377249441744,0.10037735849056603,0.01733184926061377
102,102,188,188,16,30,46,0.005910941810061737,0.012075471698113207,0.0047702337414533315
103,103,190,190,37,28,65,0.008406672796532247,0.027924528301886794,0.004452218158689776
104,104,192,192,22,13,35,0.004466044923157757,0.01660377358490566,0.0020671012879631104
105,105,194,194,28,28,56,0.0072244844345199,0.021132075471698115,0.004452218158689776
106,106,196,196,73,15,88,0.011427820832786024,0.05509433962264151,0.0023851168707266657
107,107,198,198,29,17,46,0.005910941810061737,0.02188679245283019,0.002703132453490221
108,108,199,199,6,1,7,0.0007881255746748983,0.004528301886792453,0.0001590077913817777
109,109,201,201,56,28,84,0.010902403783002758,0.04226415094339623,0.004452218158689776
110,110,203,203,7,4,11,0.0013135426244581636,0.005283018867924529,0.0006360311655271108
111,111,205,205,72,118,190,0.024825955602259295,0.05433962264150943,0.01876291938304977
112,112,207,207,7,5,12,0.00144489688690398,0.005283018867924529,0.0007950389569088886
113,113,208,208,16,71,87,0.011296466570340207,0.012075471698113207,0.011289553188106217
114,114,210,210,146,235,381,0.04991461972941022,0.11018867924528301,0.03736683097471776
115,115,212,212,462,383,845,0.11086299750426902,0.34867924528301886,0.060899984099220865
116,116,214,214,29,3,32,0.004071982135820307,0.02188679245283019,0.0004770233741453331
117,117,216,216,10,10,20,0.002495730986470511,0.007547169811320755,0.0015900779138177772
118,118,218,218,5,20,25,0.003152502298699593,0.0037735849056603774,0.0031801558276355543
119,119,220,220,64,0,64,0.008275318534086432,0.04830188679245283,0.0
120,120,222,222,13,4,17,0.0021016681991330617,0.009811320754716982,0.0006360311655271108
121,121,223,223,28,22,50,0.006436358859845002,0.021132075471698115,0.0034981714103991097
122,122,225,225,9,5,14,0.0017076054117956129,0.006792452830188679,0.0007950389569088886
123,123,227,227,21,17,38,0.004860107710495206,0.015849056603773583,0.002703132453490221
124,124,229,229,34,15,49,0.006305004597399186,0.025660377358490565,0.0023851168707266657
125,125,231,231,14,5,19,0.0023643767240246944,0.010566037735849057,0.0007950389569088886
126,126,232,232,40,19,59,0.007618547221857349,0.03018867924528302,0.0030211480362537764
127,127,234,234,39,4,43,0.0055168790227242874,0.02943396226415094,0.0006360311655271108
128,128,236,236,603,33,636,0.08340995665309339,0.4550943396226415,0.005247257115598664
129,129,238,238,5,6,11,0.0013135426244581636,0.0037735849056603774,0.0009540467482906663
130,130,240,240,88,66,154,0.020097202154209903,0.06641509433962264,0.010494514231197329
131,131,242,242,15,13,28,0.003546565086037042,0.011320754716981131,0.0020671012879631104
132,132,244,244,26,26,52,0.0066990673847366344,0.019622641509433963,0.004134202575926221
133,133,246,246,23,18,41,0.005254170497832654,0.017358490566037735,0.0028621402448719985
134,134,248,248,27,26,53,0.0068304216471824514,0.020377358490566037,0.004134202575926221
135,135,250,250,20,5,25,0.003152502298699593,0.01509433962264151,0.0007950389569088886
136,136,251,251,50,36,86,0.011165112307894392,0.03773584905660377,0.005724280489743997
137,137,253,253,21,18,39,0.004991461972941022,0.015849056603773583,0.0028621402448719985
138,138,255,255,80,49,129,0.016813345593064494,0.06037735849056604,0.007791381777707108
139,139,257,257,38,4,42,0.005385524760278471,0.028679245283018868,0.0006360311655271108
140,140,258,258,30,28,58,0.007487192959411533,0.022641509433962263,0.004452218158689776
141,141,260,260,52,42,94,0.012215946407460923,0.03924528301886793,0.0066783272380346636
142,142,262,262,21,8,29,0.0036779193484828584,0.015849056603773583,0.0012720623310542216
143,143,264,264,58,2,60,0.007749901484303165,0.04377358490566038,0.0003180155827635554
144,144,266,266,33,23,56,0.0072244844345199,0.02490566037735849,0.003657179201780887
145,145,268,268,357,181,538,0.07053723893340338,0.26943396226415095,0.028780410240101764
146,146,270,270,114,82,196,0.02561408117693419,0.0860377358490566,0.013038638893305771
147,147,272,272,47,15,62,0.008012610009194798,0.03547169811320755,0.0023851168707266657
148,148,274,274,123,538,661,0.0866938132142388,0.09283018867924528,0.08554619176339641
149,149,276,276,25,11,36,0.004597399185603573,0.018867924528301886,0.0017490857051995548
150,150,278,278,28,29,57,0.007355838696965717,0.021132075471698115,0.004611225950071554
151,151,280,280,52,26,78,0.010114278208327861,0.03924528301886793,0.004134202575926221
152,152,282,282,58,26,84,0.010902403783002758,0.04377358490566038,0.004134202575926221
153,153,284,284,92,44,136,0.01773282543018521,0.06943396226415094,0.006996342820798219
154,154,286,286,8,6,14,0.0017076054117956129,0.0060377358490566035,0.0009540467482906663
155,155,288,288,7,6,13,0.0015762511493497965,0.005283018867924529,0.0009540467482906663
156,156,289,289,76,54,130,0.016944699855510312,0.057358490566037736,0.008586420734615996
157,157,291,291,29,28,57,0.007355838696965717,0.02188679245283019,0.004452218158689776
158,158,292,292,43,3,46,0.005910941810061737,0.03245283018867925,0.0004770233741453331
159,159,294,294,7,0,7,0.0007881255746748983,0.005283018867924529,0.0
160,160,296,296,30,55,85,0.011033758045448575,0.022641509433962263,0.008745428525997774
161,161,297,297,41,32,73,0.009457506896098778,0.030943396226415093,0.005088249324216886
162,162,92,92,85,329,414,0.05424931039012216,0.06415094339622641,0.05231356336460487
163,163,300,300,17,5,22,0.0027584395113621437,0.012830188679245283,0.0007950389569088886
164,164,301,301,30,27,57,0.007355838696965717,0.022641509433962263,0.004293210367307998
165,165,303,303,38,4,42,0.005385524760278471,0.028679245283018868,0.0006360311655271108
166,166,305,305,26,19,45,0.00577958754761592,0.019622641509433963,0.0030211480362537764
167,167,307,307,54,7,61,0.007881255746748982,0.040754716981132075,0.001113054539672444
168,168,309,309,26,17,43,0.0055168790227242874,0.019622641509433963,0.002703132453490221
169,169,310,310,155,226,381,0.04991461972941022,0.1169811320754717,0.03593576085228176
170,170,312,312,25,14,39,0.004991461972941022,0.018867924528301886,0.002226109079344888
171,171,314,314,33,10,43,0.0055168790227242874,0.02490566037735849,0.0015900779138177772
172,172,316,316,47,43,90,0.011690529357677656,0.03547169811320755,0.0068373350294164414
173,173,318,318,20,0,20,0.002495730986470511,0.01509433962264151,0.0
174,174,320,320,55,53,108,0.01405490608170235,0.04150943396226415,0.008427412943234219
175,175,322,322,31,25,56,0.0072244844345199,0.02339622641509434,0.003975194784544443
176,176,324,324,45,55,100,0.01300407198213582,0.033962264150943396,0.008745428525997774
177,177,326,326,84,54,138,0.01799553395507684,0.06339622641509433,0.008586420734615996
178,178,328,328,21,32,53,0.0068304216471824514,0.015849056603773583,0.005088249324216886
179,179,330,330,117,17,134,0.017470116905293577,0.08830188679245284,0.002703132453490221
180,180,332,332,9,3,12,0.00144489688690398,0.006792452830188679,0.0004770233741453331
181,181,334,334,16,12,28,0.003546565086037042,0.012075471698113207,0.0019080934965813325
182,182,335,335,22,17,39,0.004991461972941022,0.01660377358490566,0.002703132453490221
183,183,337,337,8,25,33,0.004203336398266123,0.0060377358490566035,0.003975194784544443
184,184,339,339,17,23,40,0.005122816235386838,0.012830188679245283,0.003657179201780887
185,185,341,341,27,8,35,0.004466044923157757,0.020377358490566037,0.0012720623310542216
186,186,343,343,10,10,20,0.002495730986470511,0.007547169811320755,0.0015900779138177772
187,187,345,345,34,8,42,0.005385524760278471,0.025660377358490565,0.0012720623310542216
188,188,347,347,62,7,69,0.008932089846315513,0.04679245283018868,0.001113054539672444
189,189,349,349,25,22,47,0.006042296072507553,0.018867924528301886,0.0034981714103991097
190,190,351,351,11,3,14,0.0017076054117956129,0.00830188679245283,0.0004770233741453331
191,191,353,353,33,17,50,0.006436358859845002,0.02490566037735849,0.002703132453490221
192,192,354,354,25,1,26,0.003283856561145409,0.018867924528301886,0.0001590077913817777
193,193,356,356,287,104,391,0.05122816235386838,0.21660377358490565,0.016536810303704883
194,194,358,358,50,73,123,0.016025220018389595,0.03773584905660377,0.011607568770869773
195,195,360,360,81,50,131,0.017076054117956128,0.06113207547169811,0.007950389569088886
196,196,362,362,10,1,11,0.0013135426244581636,0.007547169811320755,0.0001590077913817777
197,197,364,364,40,40,80,0.010376986733219493,0.03018867924528302,0.006360311655271109
198,198,366,366,59,38,97,0.012610009194798372,0.04452830188679245,0.006042296072507553
199,199,368,368,30,6,36,0.004597399185603573,0.022641509433962263,0.0009540467482906663
200,200,370,370,30,19,49,0.006305004597399186,0.022641509433962263,0.0030211480362537764
201,201,372,372,16,8,24,0.0030211480362537764,0.012075471698113207,0.0012720623310542216
202,202,374,374,63,13,76,0.009851569683436227,0.047547169811320754,0.0020671012879631104
203,203,375,375,127,22,149,0.019440430841980823,0.09584905660377359,0.0034981714103991097
204,204,377,377,86,18,104,0.013529489031919086,0.0649056603773585,0.0028621402448719985
205,205,379,379,26,8,34,0.0043346906607119404,0.019622641509433963,0.0012720623310542216
206,206,381,381,56,6,62,0.008012610009194798,0.04226415094339623,0.0009540467482906663
207,207,383,383,53,31,84,0.010902403783002758,0.04,0.0049292415328351085
208,208,385,385,25,24,49,0.006305004597399186,0.018867924528301886,0.003816186993162665
209,209,387,387,24,22,46,0.005910941810061737,0.018113207547169812,0.0034981714103991097
210,210,390,390,62,44,106,0.013792197556810718,0.04679245283018868,0.006996342820798219
211,211,371,371,225,79,304,0.03980034152108236,0.16981132075471697,0.012561615519160439
212,212,392,392,30,33,63,0.008143964271640615,0.022641509433962263,0.005247257115598664
213,213,394,394,77,53,130,0.016944699855510312,0.05811320754716981,0.008427412943234219
214,214,396,396,26,26,52,0.0066990673847366344,0.019622641509433963,0.004134202575926221
215,215,398,398,10,6,16,0.0019703139366872456,0.007547169811320755,0.0009540467482906663
216,216,400,400,15,8,23,0.00288979377380796,0.011320754716981131,0.0012720623310542216
217,217,402,402,13,7,20,0.002495730986470511,0.009811320754716982,0.001113054539672444
218,218,404,404,9,11,20,0.002495730986470511,0.006792452830188679,0.0017490857051995548
219,219,406,406,25,52,77,0.009982923945882044,0.018867924528301886,0.008268405151852442
220,220,408,408,25,14,39,0.004991461972941022,0.018867924528301886,0.002226109079344888
221,221,410,410,250,141,391,0.05122816235386838,0.18867924528301888,0.022420098584830656
222,222,412,412,14,4,18,0.0022330224615788783,0.010566037735849057,0.0006360311655271108
223,223,414,414,24,13,37,0.004728753448049389,0.018113207547169812,0.0020671012879631104
224,224,415,415,32,18,50,0.006436358859845002,0.024150943396226414,0.0028621402448719985
225,225,417,417,30,13,43,0.0055168790227242874,0.022641509433962263,0.0020671012879631104
226,226,419,419,35,236,271,0.03546565086037042,0.026415094339622643,0.03752583876609954
227,227,421,421,5,3,8,0.0009194798371207146,0.0037735849056603774,0.0004770233741453331
228,228,423,423,16,1,17,0.0021016681991330617,0.012075471698113207,0.0001590077913817777
229,229,425,425,36,22,58,0.007487192959411533,0.027169811320754716,0.0034981714103991097
230,230,427,427,26,2,28,0.003546565086037042,0.019622641509433963,0.0003180155827635554
231,231,429,429,36,28,64,0.008275318534086432,0.027169811320754716,0.004452218158689776
232,232,431,431,6,21,27,0.0034152108235912257,0.004528301886792453,0.0033391636190173318
233,233,433,433,35,20,55,0.007093130172074084,0.026415094339622643,0.0031801558276355543
234,234,435,435,34,45,79,0.010245632470773676,0.025660377358490565,0.007155350612179997
235,235,124,124,188,228,416,0.05451201891501379,0.1418867924528302,0.03625377643504532
236,236,438,438,20,10,30,0.0038092736109286746,0.01509433962264151,0.0015900779138177772
237,237,440,440,41,34,75,0.009720215420990412,0.030943396226415093,0.005406264906980442
238,238,442,442,16,41,57,0.007355838696965717,0.012075471698113207,0.006519319446652886
239,239,445,445,7,7,14,0.0017076054117956129,0.005283018867924529,0.001113054539672444
240,240,446,446,43,7,50,0.006436358859845002,0.03245283018867925,0.001113054539672444
241,241,448,448,19,19,38,0.004860107710495206,0.014339622641509434,0.0030211480362537764
242,242,449,449,62,349,411,0.05385524760278471,0.04679245283018868,0.05549371919224042
243,243,451,451,7,3,10,0.0011821883620123472,0.005283018867924529,0.0004770233741453331
244,244,453,453,28,16,44,0.005648233285170104,0.021132075471698115,0.002544124662108443
245,245,454,454,15,10,25,0.003152502298699593,0.011320754716981131,0.0015900779138177772
246,246,456,456,17,15,32,0.004071982135820307,0.012830188679245283,0.0023851168707266657
247,247,457,457,271,187,458,0.06002889793773808,0.20452830188679244,0.02973445698839243
248,248,459,459,15,6,21,0.002627085248916327,0.011320754716981131,0.0009540467482906663
249,249,461,461,18,18,36,0.004597399185603573,0.013584905660377358,0.0028621402448719985
250,250,463,463,68,9,77,0.009982923945882044,0.05132075471698113,0.0014310701224359993
251,251,465,465,20,7,27,0.0034152108235912257,0.01509433962264151,0.001113054539672444
252,252,467,467,276,153,429,0.0562196243268094,0.20830188679245282,0.02432819208141199
253,253,469,469,33,14,47,0.006042296072507553,0.02490566037735849,0.002226109079344888
254,254,471,471,66,26,92,0.011953237882569289,0.04981132075471698,0.004134202575926221
255,255,473,473,53,12,65,0.008406672796532247,0.04,0.0019080934965813325
256,256,475,475,124,0,124,0.016156574280835414,0.09358490566037736,0.0
257,257,476,476,20,0,20,0.002495730986470511,0.01509433962264151,0.0
258,258,477,477,14,0,14,0.0017076054117956129,0.010566037735849057,0.0
259,259,479,479,131,126,257,0.03362669118612899,0.09886792452830188,0.02003498171410399
260,260,481,481,20,30,50,0.006436358859845002,0.01509433962264151,0.0047702337414533315
261,261,271,271,68,55,123,0.016025220018389595,0.05132075471698113,0.008745428525997774
262,262,484,484,134,1,135,0.017601471167739392,0.10113207547169811,0.0001590077913817777
263,263,486,486,39,0,39,0.004991461972941022,0.02943396226415094,0.0
264,264,487,487,12,9,21,0.002627085248916327,0.009056603773584906,0.0014310701224359993
265,265,489,489,19,9,28,0.003546565086037042,0.014339622641509434,0.0014310701224359993
266,266,491,491,76,68,144,0.01878365952975174,0.057358490566037736,0.010812529813960884
267,267,493,493,30,36,66,0.008538027058978064,0.022641509433962263,0.005724280489743997
268,268,495,495,44,7,51,0.006567713122290818,0.03320754716981132,0.001113054539672444
269,269,496,496,40,4,44,0.005648233285170104,0.03018867924528302,0.0006360311655271108
270,270,497,497,18,14,32,0.004071982135820307,0.013584905660377358,0.002226109079344888
271,271,499,499,116,41,157,0.020491264941547353,0.08754716981132075,0.006519319446652886
272,272,501,501,6,8,14,0.0017076054117956129,0.004528301886792453,0.0012720623310542216
273,273,502,502,110,31,141,0.01838959674241429,0.0830188679245283,0.0049292415328351085
274,274,505,505,24,4,28,0.003546565086037042,0.018113207547169812,0.0006360311655271108
275,275,506,506,110,88,198,0.025876789701825824,0.0830188679245283,0.013992685641596439
276,276,508,508,19,22,41,0.005254170497832654,0.014339622641509434,0.0034981714103991097
277,277,509,509,9,2,11,0.0013135426244581636,0.006792452830188679,0.0003180155827635554
278,278,511,511,21,11,32,0.004071982135820307,0.015849056603773583,0.0017490857051995548
279,279,512,512,31,5,36,0.004597399185603573,0.02339622641509434,0.0007950389569088886
280,280,514,514,21,21,42,0.005385524760278471,0.015849056603773583,0.0033391636190173318
281,281,516,516,15,3,18,0.0022330224615788783,0.011320754716981131,0.0004770233741453331
282,282,518,518,29,35,64,0.008275318534086432,0.02188679245283019,0.00556527269836222
283,283,520,520,16,6,22,0.0027584395113621437,0.012075471698113207,0.0009540467482906663
284,284,522,522,55,4,59,0.007618547221857349,0.04150943396226415,0.0006360311655271108
285,285,523,523,27,13,40,0.005122816235386838,0.020377358490566037,0.0020671012879631104
286,286,524,524,19,28,47,0.006042296072507553,0.014339622641509434,0.004452218158689776
287,287,526,526,71,6,77,0.009982923945882044,0.05358490566037736,0.0009540467482906663
288,288,527,527,62,98,160,0.020885327728884802,0.04679245283018868,0.015582763555414216
289,289,529,529,331,10,341,0.04466044923157757,0.249811320754717,0.0015900779138177772
290,290,531,531,7,6,13,0.0015762511493497965,0.005283018867924529,0.0009540467482906663
291,291,533,533,14,15,29,0.0036779193484828584,0.010566037735849057,0.0023851168707266657
292,292,534,534,14,6,20,0.002495730986470511,0.010566037735849057,0.0009540467482906663
293,293,535,535,13,21,34,0.0043346906607119404,0.009811320754716982,0.0033391636190173318
294,294,536,536,105,141,246,0.03218179429922501,0.07924528301886792,0.022420098584830656
295,295,538,538,17,17,34,0.0043346906607119404,0.012830188679245283,0.002703132453490221
296,296,539,539,6,5,11,0.0013135426244581636,0.004528301886792453,0.0007950389569088886
297,297,541,541,45,10,55,0.007093130172074084,0.033962264150943396,0.0015900779138177772
298,298,543,543,49,55,104,0.013529489031919086,0.0369811320754717,0.008745428525997774
299,299,545,545,99,66,165,0.021542099041113885,0.07471698113207548,0.010494514231197329
300,300,547,547,36,34,70,0.00906344410876133,0.027169811320754716,0.005406264906980442
301,301,549,549,25,11,36,0.004597399185603573,0.018867924528301886,0.0017490857051995548
302,302,551,551,19,16,35,0.004466044923157757,0.014339622641509434,0.002544124662108443
303,303,553,553,31,43,74,0.009588861158544595,0.02339622641509434,0.0068373350294164414
304,304,555,555,39,6,45,0.00577958754761592,0.02943396226415094,0.0009540467482906663
305,305,558,558,46,29,75,0.009720215420990412,0.03471698113207547,0.004611225950071554
306,306,560,560,30,13,43,0.0055168790227242874,0.022641509433962263,0.0020671012879631104
307,307,562,562,6,25,31,0.003940627873374491,0.004528301886792453,0.003975194784544443
308,308,564,564,26,19,45,0.00577958754761592,0.019622641509433963,0.0030211480362537764
309,309,566,566,12,6,18,0.0022330224615788783,0.009056603773584906,0.0009540467482906663
310,310,568,568,25,69,94,0.012215946407460923,0.018867924528301886,0.010971537605342661
311,311,570,570,429,285,714,0.09365558912386707,0.3237735849056604,0.045317220543806644
312,312,572,572,27,28,55,0.007093130172074084,0.020377358490566037,0.004452218158689776
313,313,574,574,61,11,72,0.009326152633652962,0.046037735849056606,0.0017490857051995548
314,314,575,575,21,6,27,0.0034152108235912257,0.015849056603773583,0.0009540467482906663
315,315,576,576,36,8,44,0.005648233285170104,0.027169811320754716,0.0012720623310542216
316,316,578,578,56,138,194,0.02535137265204256,0.04226415094339623,0.021943075210685323
317,317,580,580,51,46,97,0.012610009194798372,0.038490566037735846,0.007314358403561774
318,318,513,513,68,34,102,0.013266780507027454,0.05132075471698113,0.005406264906980442
319,319,583,583,46,18,64,0.008275318534086432,0.03471698113207547,0.0028621402448719985
320,320,584,584,15,3,18,0.0022330224615788783,0.011320754716981131,0.0004770233741453331
321,321,586,586,9,3,12,0.00144489688690398,0.006792452830188679,0.0004770233741453331
322,322,587,587,118,0,118,0.015368448706160515,0.0890566037735849,0.0
323,323,589,589,22,25,47,0.006042296072507553,0.01660377358490566,0.003975194784544443
324,324,590,590,8,0,8,0.0009194798371207146,0.0060377358490566035,0.0
325,325,591,591,6,15,21,0.002627085248916327,0.004528301886792453,0.0023851168707266657
326,326,593,593,52,20,72,0.009326152633652962,0.03924528301886793,0.0031801558276355543
327,327,595,595,141,0,141,0.01838959674241429,0.10641509433962264,0.0
328,328,597,597,175,219,394,0.05162222514120583,0.1320754716981132,0.034822706312609315
329,329,598,598,190,124,314,0.04111388414554052,0.14339622641509434,0.019716966131340434
330,330,600,600,44,25,69,0.008932089846315513,0.03320754716981132,0.003975194784544443
331,331,602,602,21,7,28,0.003546565086037042,0.015849056603773583,0.001113054539672444
332,332,603,603,19,14,33,0.004203336398266123,0.014339622641509434,0.002226109079344888
333,333,605,605,7,2,9,0.0010508340995665309,0.005283018867924529,0.0003180155827635554
334,334,329,329,20,65,85,0.011033758045448575,0.01509433962264151,0.010335506439815552
