,h,h_id,r,r_id,t,t_id,predicted_head,rank_filtered_kge,rank_filtered_kge_0,rank_filtered_kge_1,rank_filtered_kge_2,rank_filtered_kge_3,rank_filtered_kge_4,rank_filtered_anyburl,anyburl_confidence_anyburl,anyburl_confidence_kge,difference_psi
117,Q953,939,P463,1,Q899770,2457,True,25,18,35,19,21,31,20,0.6910797275186509,0.691079727244862,1.0000000003961755
118,Q65613,9763,P106,2,Q36180,278,False,1,1,1,1,1,1,1,0.8218793828892006,0.8218793828892006,1.0
119,Q65613,9763,P106,2,Q36180,278,True,362,193,662,209,278,466,144,0.8219505367353545,0.7295218196388547,1.1266976731994884
120,Q676914,16987,P108,15,Q487556,1475,False,199,556,26,339,45,30,125,0.013467631007483792,0.013467182045050345,1.0000333375187136
121,Q676914,16987,P108,15,Q487556,1475,True,1244,3978,63,1883,180,116,5816,4.644681839294008e-06,0.026433916140906445,0.00017570918416081262
122,Q266694,15986,P20,22,Q11299,951,False,107,14,31,37,362,92,67,0.06633820473317556,0.06633820473316708,1.000000000000128
123,Q266694,15986,P20,22,Q11299,951,True,6213,877,3510,4694,12658,9325,4341,0.06633416458852869,0.0428927680798005,1.546511627906977
124,Q342665,8782,P19,13,Q5083,12021,False,105,143,60,71,98,152,12,0.06683606007481994,0.0603532671720808,1.1074141170229481
125,Q342665,8782,P19,13,Q5083,12021,True,4397,6035,3148,4059,4354,4387,2435,0.06683401500748577,0.06683291770573566,1.0000164185821565
126,Q234436,4885,P27,3,Q145,229,False,5,5,4,6,3,9,3,0.21897411642606332,0.2189741164127166,1.000000000060951
127,Q234436,4885,P27,3,Q145,229,True,3727,5953,2280,4221,3258,2921,6056,0.21895965087281796,0.32819172069825436,0.6671699408107056
128,Q1020,5362,P463,1,Q7785,4570,False,1,1,1,1,1,1,4,0.6714906907923188,0.671503667459161,0.9999806752107679
129,Q1020,5362,P463,1,Q7785,4570,True,2,2,2,1,5,1,25,0.6714906915245573,0.6857142857142857,0.9792572584733128
130,Q34105,4842,P27,3,Q79,515,False,2,1,1,1,7,1,4,0.4138670486764863,0.5806451612903226,0.7127710282761709
131,Q34105,4842,P27,3,Q79,515,True,16,11,1,1,63,2,328,0.413867047892576,0.4840437142686877,0.8550199820647658
132,Q1095432,1412,P509,8,Q47912,386,False,67,50,7,148,11,118,11,0.01496389036409576,3.100241129865656e-05,482.6685969663332
133,Q1095432,1412,P509,8,Q47912,386,True,7516,9129,3758,12587,1473,10633,,,,
134,Q377453,15401,P112,36,Q272031,2331,False,4833,8406,2875,3348,7880,1656,,,,
135,Q377453,15401,P112,36,Q272031,2331,True,879,962,1435,54,1881,65,,,,
136,Q75812,12853,P69,4,Q151510,1727,False,3,2,3,1,9,2,10,0.05132591958939264,0.09350649350649351,0.5489021956087824
137,Q75812,12853,P69,4,Q151510,1727,True,208,230,68,63,508,169,1318,0.042398105087302754,0.058857107620982535,0.72035658565369
138,Q241098,9319,P1412,11,Q150,344,False,1,1,1,1,1,1,1,0.8058510638297872,0.8058510638297872,1.0
139,Q241098,9319,P1412,11,Q150,344,True,54,28,42,73,10,117,39,0.8059030089098788,0.8058873866997424,1.0000193851031722
140,Q541708,3205,P106,2,Q193391,1442,False,11,11,13,5,21,6,25,0.13318015091840193,0.1882183908045977,0.7075830919023491
141,Q541708,3205,P106,2,Q193391,1442,True,2202,3145,2026,1009,3609,1222,5018,0.11622025538751986,0.19914255590620838,0.5836033130068741
142,Q245257,10584,P737,23,Q7245,1418,False,52,30,18,19,72,122,36,0.035411620962595015,0.035411620962594516,1.0000000000000142
143,Q245257,10584,P737,23,Q7245,1418,True,14,4,4,3,12,46,36,0.03541172071421181,0.03541190943779653,0.9999946706182267
144,Q189078,2473,P136,10,Q11401,135,False,1,1,1,1,1,1,1,0.680672268907563,0.680672268907563,1.0
145,Q189078,2473,P136,10,Q11401,135,True,9,3,11,6,11,13,17,0.6806960630634352,0.6806960636996277,0.9999999990653796
146,Q170800,6439,P106,2,Q47064,2132,False,37,30,33,49,14,59,186,0.19913941376156996,0.24962478966188886,0.7977549586773806
147,Q170800,6439,P106,2,Q47064,2132,True,1968,1433,1790,3119,502,2997,1882,0.1991394145845126,0.17806914856781678,1.1183263141659336
148,Q298694,13333,P106,2,Q183945,534,False,3,2,2,3,6,2,14,0.2379862700228833,0.4382716049382716,0.5430109259677056
149,Q298694,13333,P106,2,Q183945,534,True,120,48,65,137,301,48,2831,0.22245870324189526,0.3333333333333333,0.6673761097256858
150,Q150630,9513,P106,2,Q864503,2771,False,17,22,5,13,15,28,108,0.14814274397007954,0.17806758201995013,0.8319467378036396
151,Q150630,9513,P106,2,Q864503,2771,True,329,264,61,200,229,892,1376,0.14813014750858702,0.24588541976176578,0.6024356696387603
152,Q97723,13726,P106,2,Q15627169,1985,False,4,5,4,8,2,3,25,0.13318015078812917,0.148143135942149,0.8989964330182467
153,Q97723,13726,P106,2,Q15627169,1985,True,349,527,98,845,119,158,2430,0.13318015078812917,0.24960254372019078,0.5335688843677276
154,Q213547,12603,P106,2,Q33999,5,False,2,1,1,2,2,2,2,0.7869346733668342,0.7869346733668342,1.0
155,Q213547,12603,P106,2,Q33999,5,True,373,174,310,601,496,286,4718,0.22495583767853095,0.5870887568175704,0.38317176928740404
156,Q408,302,P530,7,Q865,747,False,1,1,1,1,2,1,1,0.8974358974358975,0.8974358974358975,1.0
157,Q408,302,P530,7,Q865,747,True,2,1,1,2,3,1,1,0.8974358974358975,0.8972972972972973,1.0001544640098856
158,Q75185,13437,P108,15,Q54096,8486,False,23,23,20,15,38,17,35,0.02992763116209476,0.029927830668329176,0.9999933337555726
159,Q75185,13437,P108,15,Q54096,8486,True,426,370,502,218,666,376,447,0.029927631162114714,0.02992800408345334,0.9999875393849325
160,Q148,296,P530,7,Q1006,8466,False,8,10,8,6,9,7,2,0.8682871678914641,0.7033616155774051,1.234481877687721
161,Q148,296,P530,7,Q1006,8466,True,1,1,1,1,1,1,1,0.8682871678914641,0.8682871678914641,1.0
162,Q182642,7838,P463,1,Q463303,93,False,1,1,2,1,1,1,7,0.10512982900569981,0.12020723219451371,0.8745715801490517
163,Q182642,7838,P463,1,Q463303,93,True,2150,1420,3114,1669,1889,2658,3414,0.09427207012970173,0.13289490313724697,0.70937310539549
164,Q221903,11218,P27,3,Q28513,3082,False,1,1,1,1,1,1,3,0.3227147640498753,0.32271674831439917,0.9999938513742028
165,Q221903,11218,P27,3,Q28513,3082,True,33,64,37,20,27,15,2783,0.322701047596016,0.6156270388820103,0.524182706760325
166,Q83789,15358,P495,18,Q145,229,False,1,1,1,1,1,1,1,0.610826166973578,0.610826166973578,1.0
167,Q83789,15358,P495,18,Q145,229,True,71,14,184,40,46,70,200,0.6108261708054225,0.6108431313754792,0.9999722341642469
168,Q438355,6865,P106,2,Q639669,83,False,2,2,3,3,1,1,1,0.6337543053960965,0.5663430420711975,1.1190290306708217
169,Q438355,6865,P106,2,Q639669,83,True,797,735,1157,1010,603,480,2986,0.24590728179551122,0.5147925347205898,0.477682299586921
170,Q447827,16304,P106,2,Q201788,2256,False,7,9,5,5,4,10,3,0.2727272727272727,0.1882183908045977,1.4489937543372657
171,Q447827,16304,P106,2,Q201788,2256,True,1630,1188,1457,1411,1598,2495,254,0.2727272727272727,0.24589400047598844,1.109125363771958
172,Q258009,2403,P840,6,Q96,1799,False,6,6,7,1,10,5,53,0.03691072327712633,0.04550223869175078,0.8111847754826614
173,Q258009,2403,P840,6,Q96,1799,True,191,152,339,74,246,144,334,0.03690858173714649,0.03690964813283422,0.9999711079421866
174,Q106275,14536,P106,2,Q483501,4600,False,32,36,55,7,11,52,83,0.24589501340656608,0.24589800592527084,0.9999878302441149
175,Q106275,14536,P106,2,Q483501,4600,True,1707,1348,3259,112,211,3606,1511,0.2458852867830424,0.22245541240897757,1.1053239124206593
176,Q194142,13100,P136,10,Q130232,399,False,2,1,1,1,3,2,1,0.48182883939038684,0.28157589803012745,1.711186371991374
177,Q194142,13100,P136,10,Q130232,399,True,390,356,357,314,468,455,454,0.4818448498728317,0.4818448502832117,0.999999999148315
178,Q67641,5124,P26,33,Q62310,10250,False,2,2,1,2,1,2,1,0.854389721627409,0.0009976059850374064,856.4400519262849
179,Q67641,5124,P26,33,Q62310,10250,True,1,2,1,1,1,2,1,0.854389721627409,0.854389721627409,1.0
180,Q313315,10365,P161,0,Q363271,4121,False,466,871,55,858,219,329,1580,0.00299271821446417,0.005486783044340804,0.5454413251405903
181,Q313315,10365,P161,0,Q363271,4121,True,279,534,34,486,152,188,878,0.005486583561098255,0.008479156374348316,0.6470671513614983
182,Q164979,5153,P101,27,Q482,927,False,1,1,1,2,2,1,1,0.11510791366906475,0.11510791366906475,1.0
183,Q164979,5153,P101,27,Q482,927,True,843,788,999,1013,1125,288,911,0.07792207792207792,0.07792207792207792,1.0
184,Q65035,6256,P108,15,Q151510,1727,False,1,1,1,1,1,1,1,0.12949640287769784,0.12949640287769784,1.0
185,Q65035,6256,P108,15,Q151510,1727,True,3,7,1,4,2,2,35,0.1295023380397926,0.48485442030985787,0.2670953024560053
186,Q237416,7936,P106,2,Q333634,273,False,6,6,4,7,9,6,11,0.16723549488054607,0.36446280991735536,0.4588547591960561
187,Q237416,7936,P106,2,Q333634,273,True,1637,1595,996,1599,2397,1597,2831,0.167250382329122,0.24590017296894245,0.6801556107495946
188,Q25153,7459,P106,2,Q33999,5,False,2,2,2,2,2,2,2,0.5870570107858244,0.5870570107858244,1.0
189,Q25153,7459,P106,2,Q33999,5,True,304,398,309,242,306,266,371,0.5870905956914848,0.5871119127466087,0.9999636916665101
190,Q944386,13107,P106,2,Q2095549,6871,False,17,27,23,7,12,17,114,0.1306817460210034,0.17806458853031853,0.7339008114954457
191,Q944386,13107,P106,2,Q2095549,6871,True,519,931,839,112,326,385,8578,0.03850947634465442,0.24590009975062344,0.15660618431512768
192,Q347685,2790,P106,2,Q49757,55,False,1,1,1,1,1,1,1,0.47579529737206083,0.47579529737206083,1.0
193,Q347685,2790,P106,2,Q49757,55,True,39,19,94,13,26,41,315,0.47584006358860753,0.5082175178224562,0.9362921326038203
194,Q103646,4962,P27,3,Q30,31,False,1,1,1,1,1,1,1,0.751269035532995,0.751269035532995,1.0
195,Q103646,4962,P27,3,Q30,31,True,6,3,3,7,6,9,155,0.7513431632444437,0.889589905362776,0.8445949742854207
196,Q329001,4452,P1303,14,Q5994,552,False,1,1,1,1,1,1,1,0.73828125,0.73828125,1.0
197,Q329001,4452,P1303,14,Q5994,552,True,30,76,38,12,15,11,20,0.73830588840399,0.73830588840399,1.0
198,Q158050,10863,P106,2,Q10873124,8738,False,1,1,1,3,1,1,45,0.26110521750396853,0.2667910447761194,0.978688087986903
199,Q158050,10863,P106,2,Q10873124,8738,True,2,1,1,4,1,1,100,0.26109215017064846,0.3333333333333333,0.7832764505119454
200,Q78928,13117,P106,2,Q15253558,9705,False,130,169,125,106,87,164,210,0.13068159601003101,0.1306830423956463,0.9999889321094094
201,Q78928,13117,P106,2,Q15253558,9705,True,5755,5941,3131,5737,3641,10324,,,0.09726513716774553,
202,Q387655,16262,P27,3,Q145,229,False,1,1,1,1,1,1,3,0.5689655172413793,0.657258064516129,0.8656653268457797
203,Q387655,16262,P27,3,Q145,229,True,129,88,86,159,144,166,537,0.5690082692731909,0.69064675985169,0.8238774180239117
204,Q1944655,8256,P69,4,Q21578,3218,False,73,80,115,27,57,84,26,0.034916209770601996,0.03491566108229442,1.0000157146761817
205,Q1944655,8256,P69,4,Q21578,3218,True,6020,6958,7407,2204,5132,8397,2816,0.034914812967581046,0.028428927680798004,1.2281438596491228
206,Q453602,16360,P106,2,Q3282637,275,False,3,2,3,5,2,2,2,0.36446280991735536,0.3446969696969697,1.0573426573426572
207,Q453602,16360,P106,2,Q3282637,275,True,1002,604,1102,1671,861,771,6242,0.13068558719710124,0.3333333333333333,0.39205676159130376
208,Q311084,15487,P19,13,Q1297,145,False,14,12,5,27,5,22,5,0.06683606013967332,0.06683606007481296,1.0000000009704395
209,Q311084,15487,P19,13,Q1297,145,True,2315,1830,854,4173,2448,2272,4501,0.06034912718204489,0.06035202009976206,0.999952065933959
210,Q131112,14644,P106,2,Q1086863,9692,False,42,121,16,7,14,51,64,0.17806967708240948,0.1780702283943178,0.9999969039636031
211,Q131112,14644,P106,2,Q1086863,9692,True,605,2556,81,10,53,327,580,0.17806967708240948,0.17806967703740648,1.000000000252727
