,h,h_id,r,r_id,t,t_id,predicted_head,rank_filtered_kge,rank_filtered_kge_0,rank_filtered_kge_1,rank_filtered_kge_2,rank_filtered_kge_3,rank_filtered_kge_4,rank_filtered_anyburl,anyburl_confidence_anyburl,anyburl_confidence_kge,difference_psi
28,Bret_McKenzie,21530,hasMusicalRole,9,wordnet_vocal_music_107282006,628,False,2,1,3,1,1,3,1,0.5348837209302325,0.4020797227036395,1.3302927024859663
29,Bret_McKenzie,21530,hasMusicalRole,9,wordnet_vocal_music_107282006,628,True,192,17,600,32,78,234,26,0.5348837214457629,0.09725685824200936,5.499701831975526
30,Édouard_Wawrzyniak,99234,isAffiliatedTo,2,Valenciennes_F.C.,4332,False,4,4,4,4,4,4,935,0.05636443940648429,0.0881542699724518,0.6393841095173062
31,Édouard_Wawrzyniak,99234,isAffiliatedTo,2,Valenciennes_F.C.,4332,True,15,16,18,13,15,11,915,0.05336658354114713,0.06832917705735661,0.7810218978102189
32,Chaker_Zouagi,22034,playsFor,1,Olmaliq_FK,13574,False,3,3,3,3,3,3,5,0.6987531172069825,0.6987586034912718,0.9999921485270279
33,Chaker_Zouagi,22034,playsFor,1,Olmaliq_FK,13574,True,3,3,3,2,3,2,3,0.6987816886355539,0.6987816886355539,1.0
34,Nicolás_Olivera,36059,isAffiliatedTo,2,Córdoba_C.F.,31593,False,6,1,16,1,8,5,713,0.06832917725265449,0.07781231985043392,0.8781280057450112
35,Nicolás_Olivera,36059,isAffiliatedTo,2,Córdoba_C.F.,31593,True,27,3,55,9,32,34,713,0.056359102244389024,0.06832917705735661,0.8248175182481751
36,Guy_Dardenne,42184,isAffiliatedTo,2,R._White_Daring_Molenbeek,18037,False,22,24,14,5,41,26,186,0.06484389083795909,0.06484389083795909,1.0
37,Guy_Dardenne,42184,isAffiliatedTo,2,R._White_Daring_Molenbeek,18037,True,287,201,110,66,699,360,54804,0.000997506234413965,0.07780558603491272,0.012820496383978993
38,Jim_Moffat,63343,isAffiliatedTo,2,Albion_Rovers_F.C.,1611,False,1,1,1,1,1,1,1,0.8773584905660378,0.8773584905660378,1.0
39,Jim_Moffat,63343,isAffiliatedTo,2,Albion_Rovers_F.C.,1611,True,1,1,1,1,1,1,1,0.8773644756034442,0.8773644756034442,1.0
40,Alan_Sunderland,114749,playsFor,1,Derry_City_F.C.,8382,False,2,2,2,1,2,1,1,0.9444444444444444,0.7101449275362319,1.3299319727891155
41,Alan_Sunderland,114749,playsFor,1,Derry_City_F.C.,8382,True,1,1,1,1,1,1,2,0.9444444444444444,0.9445055555555555,0.9999352983042274
42,José_Callejón,2080,playsFor,1,Real_Madrid_C,3444,False,1,1,2,1,1,1,1,0.8780487804878049,0.8780487804878049,1.0
43,José_Callejón,2080,playsFor,1,Real_Madrid_C,3444,True,4,4,4,4,4,4,2,0.8780795497185742,0.8780560622833161,1.0000267493572073
44,Adrian_Pătulea,83154,isAffiliatedTo,2,FC_Rapid_București,304,False,1,1,1,1,1,1,1,0.9387755102040817,0.9387755102040817,1.0
45,Adrian_Pătulea,83154,isAffiliatedTo,2,FC_Rapid_București,304,True,1,1,1,1,1,1,1,0.9388380102040816,0.9388380102040816,1.0
46,Jesús_Turiel,12445,isAffiliatedTo,2,Real_Valladolid_B,15912,False,1,1,1,1,1,1,1,0.8478802992518704,0.8478802992518704,1.0
47,Jesús_Turiel,12445,isAffiliatedTo,2,Real_Valladolid_B,15912,True,1,1,1,1,1,1,1,0.8479302992518704,0.8479302992518704,1.0
48,Divya_Bharti,54987,actedIn,4,Balwaan,111786,False,1120,248,415,1509,3116,313,230,0.002493765710413022,0.0009975064520756566,2.4999995791745317
49,Divya_Bharti,54987,actedIn,4,Balwaan,111786,True,1374,159,607,1508,4118,478,440,0.0024937655860349127,2.7985074626865674e-06,891.1055694098087
50,Luciano_Quadros_da_Silva,21883,wasBornIn,6,Porto_Alegre,15325,False,69,6,54,26,224,36,19,0.03691062344157213,0.036910623441396506,1.000000000004758
51,Luciano_Quadros_da_Silva,21883,wasBornIn,6,Porto_Alegre,15325,True,3702,1289,3429,3033,7185,3573,,,0.0014962593516209476,
52,Pat_Noonan,6042,isAffiliatedTo,2,Colorado_Rapids,5535,False,1,1,1,1,1,1,1,0.8894472361809045,0.8894472361809045,1.0
53,Pat_Noonan,6042,isAffiliatedTo,2,Colorado_Rapids,5535,True,1,1,1,1,1,1,1,0.8895043790380474,0.8895043790380474,1.0
54,Battle_of_the_Dukla_Pass,61301,happenedIn,8,Nazi_Germany,3068,False,1,1,1,1,1,1,1,0.5747126436781609,0.5747126436781609,1.0
55,Battle_of_the_Dukla_Pass,61301,happenedIn,8,Nazi_Germany,3068,True,5,4,7,4,7,1,9,0.57472391276915,0.5747239135572995,0.9999999986286469
56,Frank_Mill,24555,isAffiliatedTo,2,Fortuna_Düsseldorf,5005,False,1,1,1,1,1,1,1,0.9264069264069265,0.9264069264069265,1.0
57,Frank_Mill,24555,isAffiliatedTo,2,Fortuna_Düsseldorf,5005,True,1,1,3,1,1,1,3,0.9264402597402598,0.9264725514069264,0.9999651455765013
58,Volodymyr_Muntyan,59327,isAffiliatedTo,2,S.K._Tavriya_Simferopol,10478,False,19,15,16,8,43,12,716,0.05636448931177107,0.06484389083795859,0.8692336098804266
59,Volodymyr_Muntyan,59327,isAffiliatedTo,2,S.K._Tavriya_Simferopol,10478,True,456,362,317,239,1027,334,1203,0.053865336658354114,0.06832917705735661,0.7883211678832116
60,"Leopold_III,_Margrave_of_Austria",7171,hasChild,26,"Gertrude_of_Babenberg,_Duchess_of_Bohemia",106200,False,14,13,2,39,2,14,1,0.6011519078473722,0.00199501246882793,301.3273938084953
61,"Leopold_III,_Margrave_of_Austria",7171,hasChild,26,"Gertrude_of_Babenberg,_Duchess_of_Bohemia",106200,True,5,5,3,3,2,10,1,0.6011519078473722,0.06134663400829156,9.799264744763681
62,Marcel_Schmelzer,64426,playsFor,1,Germany_national_under-21_football_team,3245,False,1,1,1,1,1,1,1,0.6987531172069825,0.6987531172069825,1.0
63,Marcel_Schmelzer,64426,playsFor,1,Germany_national_under-21_football_team,3245,True,45,42,35,55,41,54,45,0.6987985717524371,0.6987985717524371,1.0
64,Eran_Zahavi,82598,wasBornIn,6,Rishon_LeZion,25464,False,1,2,1,1,1,1,137,0.03691062344140984,0.061845386533665836,0.5968209677421511
65,Eran_Zahavi,82598,wasBornIn,6,Rishon_LeZion,25464,True,5,10,2,3,5,6,120,0.036911072319201994,0.05785536159600998,0.6379887931034482
66,Antonio_Candreva,67449,playsFor,1,Ternana_Calcio,2101,False,3,3,4,2,1,3,2,0.8085106382978723,0.6988123599686752,1.1569781598226374
67,Antonio_Candreva,67449,playsFor,1,Ternana_Calcio,2101,True,2,2,3,1,1,3,3,0.8085606382978723,0.8085668882978723,0.9999922702746175
68,Robert_Louis_Stevenson,72884,influences,15,David_Leavitt,28750,False,185,234,53,17,112,510,91,0.0598549130025202,0.05985421474813068,1.000011665918473
69,Robert_Louis_Stevenson,72884,influences,15,David_Leavitt,28750,True,119,192,34,14,48,309,30,0.05985491310227281,0.04539037407481297,1.3186697471058337
70,Stan_Lazaridis,71366,playsFor,1,Perth_Glory_FC,1255,False,1,1,1,1,1,1,1,0.9032258064516129,0.9032258064516129,1.0
71,Stan_Lazaridis,71366,playsFor,1,Perth_Glory_FC,1255,True,2,4,2,3,1,1,2,0.9032712609970674,0.9032712609970674,1.0
72,Sean_Green_(basketball),76324,isAffiliatedTo,2,Utah_Jazz,7590,False,73,115,64,27,112,49,105,0.05386536218158025,0.05386543640899173,0.9999986219844036
73,Sean_Green_(basketball),76324,isAffiliatedTo,2,Utah_Jazz,7590,True,609,968,524,258,844,451,17344,0.000997506234413965,0.06832927680798005,0.014598518834279072
74,Fabio_Bonci,76853,playsFor,1,Parma_F.C.,59,False,1,1,1,1,1,1,1,0.9088145896656535,0.9088145896656535,1.0
75,Fabio_Bonci,76853,playsFor,1,Parma_F.C.,59,True,1,1,1,1,1,1,16,0.9088200764437084,0.9088717325227964,0.999943164610319
76,National_Union_(Israel),107047,isLocatedIn,0,Jerusalem,24573,False,47,90,69,18,5,53,12,0.16010493765586034,0.16009975078131775,1.0000323977677497
77,National_Union_(Israel),107047,isLocatedIn,0,Jerusalem,24573,True,2608,3220,5315,1313,181,3011,160,0.16010493765586034,,
78,Arran_Lee-Barrett,20363,playsFor,1,Cardiff_City_F.C.,1285,False,2,2,2,2,2,2,1,0.9520833333333333,0.9230769230769231,1.031423611111111
79,Arran_Lee-Barrett,20363,playsFor,1,Cardiff_City_F.C.,1285,True,11,13,10,12,11,11,8,0.9521261904761904,0.952110606060606,1.0000163682827239
80,Larbi_Benbarek,98608,isAffiliatedTo,2,RS_Settat,56374,False,5123,5665,1416,2712,1327,14494,423,0.06484389083795909,,
81,Larbi_Benbarek,98608,isAffiliatedTo,2,RS_Settat,56374,True,17607,10586,3249,8625,4057,61519,393,0.06484389083790523,,
82,Andy_Saville,25615,playsFor,1,Barnsley_F.C.,1004,False,1,1,1,1,1,1,1,0.9559164733178654,0.9559164733178654,1.0
83,Andy_Saville,25615,playsFor,1,Barnsley_F.C.,1004,True,4,5,3,6,2,4,2,0.9559811792002184,0.9559691048968129,1.000012630432661
84,Celso_Brum_Junior,19159,playsFor,1,Clube_Esportivo_Bento_Gonçalves,41679,False,1,1,1,1,1,1,1,0.75,0.75,1.0
85,Celso_Brum_Junior,19159,playsFor,1,Clube_Esportivo_Bento_Gonçalves,41679,True,1,1,1,1,1,1,1,0.7500072817955112,0.7500072817955112,1.0
86,Republic_of_Serbian_Krajina,101340,participatedIn,12,Croatian_War_of_Independence,102640,False,2,1,1,2,2,3,1,0.2486741315950382,0.2486741308190925,1.0000000031203313
87,Republic_of_Serbian_Krajina,101340,participatedIn,12,Croatian_War_of_Independence,102640,True,4,1,1,2,1,13,1,0.2486741308190925,0.21599544972013354,1.1512933774359642
88,Srikanth_Deva,55342,wroteMusicFor,23,Sivakasi_(film),92129,False,1,2,1,1,1,1,1,0.08066239316239317,0.08066239316239317,1.0
89,Srikanth_Deva,55342,wroteMusicFor,23,Sivakasi_(film),92129,True,1,1,1,1,2,1,1,0.08066239316239317,0.08066239316239317,1.0
90,Jörg_Reeb,66980,playsFor,1,FC_Augsburg,1425,False,1,1,1,1,1,1,1,0.8241758241758241,0.8241758241758241,1.0
91,Jörg_Reeb,66980,playsFor,1,FC_Augsburg,1425,True,11,8,2,20,15,9,26,0.8241758241758241,0.8242070741758242,0.9999620847709524
92,Christian_Perez_(footballer_born_1963),34105,isAffiliatedTo,2,Shanghai_Greenland_F.C.,7071,False,1,1,1,1,1,1,1,0.8478802992518704,0.8478802992518704,1.0
93,Christian_Perez_(footballer_born_1963),34105,isAffiliatedTo,2,Shanghai_Greenland_F.C.,7071,True,2,2,2,2,2,1,7,0.8478802992518704,0.8478984810700522,0.9999785566095615
94,Josip_Škorić,11157,hasGender,7,male,23,False,1,1,1,1,1,1,1,0.885286783042394,0.885286783042394,1.0
95,Josip_Škorić,11157,hasGender,7,male,23,True,5758,8977,3985,3020,5643,7164,,,,
96,Frank_Pingel,35337,isAffiliatedTo,2,TSV_1860_München,7367,False,1,1,1,1,1,1,1,0.9358490566037736,0.9358490566037736,1.0
97,Frank_Pingel,35337,isAffiliatedTo,2,TSV_1860_München,7367,True,3,2,3,2,2,5,1,0.9359029027576198,0.9358790566037736,1.000025479952434
98,Festus_Agu,25585,playsFor,1,SV_Wacker_Burghausen,16156,False,1,1,1,1,1,1,1,0.8625,0.8625,1.0
99,Festus_Agu,25585,playsFor,1,SV_Wacker_Burghausen,16156,True,2,3,2,1,5,1,1,0.8625666666666667,0.8625470588235294,1.0000227324908673
100,Erik_Estrada,123155,wasBornIn,6,New_York_City,219,False,16,41,6,16,11,4,2,0.00019296178556343506,5.2686570482182154e-05,3.6624472573839664
101,Erik_Estrada,123155,wasBornIn,6,New_York_City,219,True,82749,80447,72357,87842,84167,88932,,,,
102,Gerald_Thomas,10760,directed,19,Carry_On_Emmannuelle,8905,False,1,1,1,1,1,1,42,0.0014962593516209476,0.028728606356968216,0.05208255955855043
103,Gerald_Thomas,10760,directed,19,Carry_On_Emmannuelle,8905,True,1,1,1,1,1,1,36,0.0014962650023683046,0.02543640897755611,0.05882375156369511
104,Jorginho_Putinatti,52542,playsFor,1,Brazil_national_football_team,346,False,1,1,1,1,1,1,1,0.6988202112240766,0.6988202112240766,1.0
105,Jorginho_Putinatti,52542,playsFor,1,Brazil_national_football_team,346,True,32,19,18,40,12,73,51,0.6988001760305119,0.6988064505403159,0.9999910211049152
106,Erik_Sundin,56165,isAffiliatedTo,2,Trelleborgs_FF,20550,False,111,45,235,60,143,74,508,0.06484389083795909,0.07781231985043392,0.8333370726203517
107,Erik_Sundin,56165,isAffiliatedTo,2,Trelleborgs_FF,20550,True,2548,896,5327,1291,2939,2289,,,0.00029925187032418956,
108,Anzor_Kavazashvili,46661,isAffiliatedTo,2,FC_Spartak_Moscow,681,False,1,1,1,1,1,1,1,0.8478802992518704,0.8478802992518704,1.0
109,Anzor_Kavazashvili,46661,isAffiliatedTo,2,FC_Spartak_Moscow,681,True,4,1,11,6,1,3,30,0.8478856857955113,0.8479160135375846,0.9999642326107903
110,Jean_Templin,20145,wasBornIn,6,Baranovichi,28617,False,24210,29352,9132,718,72610,9236,,,,
111,Jean_Templin,20145,wasBornIn,6,Baranovichi,28617,True,50522,82051,27977,2781,105427,34375,,,0.000997506234413965,
112,Grigorij_Khizhnyak,80525,isAffiliatedTo,2,Makedonikos_B.C.,11086,False,131,223,39,165,61,168,105,0.053866882793017455,0.053865436408977556,1.0000268518021262
113,Grigorij_Khizhnyak,80525,isAffiliatedTo,2,Makedonikos_B.C.,11086,True,515,792,238,618,311,616,1077,0.05386688280299252,0.06832927680798005,0.7883426449012483
114,Wang_Xiao,17654,playsFor,1,Tianjin_Teda_F.C.,17655,False,1,1,1,1,1,1,1,0.8536585365853658,0.8536585365853658,1.0
115,Wang_Xiao,17654,playsFor,1,Tianjin_Teda_F.C.,17655,True,1,1,1,1,1,2,1,0.8536918699186992,0.8536918699186992,1.0
116,Alexander_Downer,25121,hasWonPrize,14,Centenary_Medal,106826,False,2,1,1,1,4,2,239,0.0014962603070481897,0.014463990029513154,0.10344727174141675
117,Alexander_Downer,25121,hasWonPrize,14,Centenary_Medal,106826,True,72,59,62,46,95,97,59063,0.0014962593516209476,0.1147133665835993,0.013043461247652629
118,"Weston,_Connecticut",73704,isLocatedIn,0,New_York_metropolitan_area,2087,False,1,1,1,1,1,1,1,0.6470588235294118,0.6470588235294118,1.0
119,"Weston,_Connecticut",73704,isLocatedIn,0,New_York_metropolitan_area,2087,True,4,4,2,4,3,5,5,0.6470592724072173,0.6470737362476163,0.9999776473072715
120,"Oscoda,_Michigan",120014,isLocatedIn,0,"Iosco_County,_Michigan",111771,False,13494,17293,6479,4648,14962,24088,,,,
121,"Oscoda,_Michigan",120014,isLocatedIn,0,"Iosco_County,_Michigan",111771,True,11720,9260,1259,1546,7486,39048,261,0.007980498753117207,,
122,Gmina_Pietrowice_Wielkie,91456,isLocatedIn,0,Racibórz_County,93476,False,14,8,13,19,17,12,19,0.16010054862842893,0.16010054862842893,1.0
123,Gmina_Pietrowice_Wielkie,91456,isLocatedIn,0,Racibórz_County,93476,True,124,100,158,153,118,90,136,0.1600997506234414,0.16010044887780547,0.999995638648305
124,Massimo_Maccarone,8533,playsFor,1,Italy_national_under-20_football_team,6056,False,3,2,2,3,3,3,3,0.6987531172069825,0.6987531172069825,1.0
125,Massimo_Maccarone,8533,playsFor,1,Italy_national_under-20_football_team,6056,True,27,26,20,26,26,36,5,0.6988131172069825,0.6987985717524371,1.0000208149460135
126,Herman_Van_Rompuy,10882,hasGender,7,male,23,False,1,2,1,1,1,1,1,0.8758752119700749,0.8758752119700749,1.0
127,Herman_Van_Rompuy,10882,hasGender,7,male,23,True,12840,10507,19016,8042,10756,15880,,,,
128,Bridgeport_Sound_Tigers,75186,isLocatedIn,0,"Fairfield_County,_Connecticut",52848,False,129,259,100,133,139,12,44,0.16010019950127957,0.007980498753117207,20.061427794690648
129,Bridgeport_Sound_Tigers,75186,isLocatedIn,0,"Fairfield_County,_Connecticut",52848,True,291,472,190,318,378,96,154,0.008978004987531173,0.000199501246882793,45.002250000000004
130,Lee_Keun-ho,8948,playsFor,1,Daegu_FC,13481,False,1,1,1,1,1,1,1,0.9102564102564102,0.9102564102564102,1.0
131,Lee_Keun-ho,8948,playsFor,1,Daegu_FC,13481,True,1,1,1,1,1,1,1,0.9102564102564102,0.9102564102564102,1.0
132,Anders_Jacobsen_(footballer),64150,playsFor,1,Oldham_Athletic_A.F.C.,983,False,116,10,19,5,307,237,251,0.05237421495765487,0.05237421496889091,0.9999999997854662
133,Anders_Jacobsen_(footballer),64150,playsFor,1,Oldham_Athletic_A.F.C.,983,True,3174,256,336,47,8762,6469,,,0.00014962593516209478,
134,Laryea_Kingston,19013,playsFor,1,Heart_of_Midlothian_F.C.,508,False,1,1,1,1,1,1,1,0.9451219512195121,0.9451219512195121,1.0
135,Laryea_Kingston,19013,playsFor,1,Heart_of_Midlothian_F.C.,508,True,7,8,6,8,7,7,5,0.9451775067750677,0.9451663956639565,1.0000117557195878
136,Kenny_Tete,48479,playsFor,1,Ajax_Youth_Academy,56788,False,6,4,10,3,11,2,109,0.07282344192024837,0.07282344192024837,1.0
137,Kenny_Tete,48479,playsFor,1,Ajax_Youth_Academy,56788,True,26,17,48,10,46,8,41,0.07282319253366583,0.0728231925337147,0.9999999999993289
138,Manuel_Clares,66984,isAffiliatedTo,2,Spain_national_football_team,2390,False,1,2,1,1,2,1,1,0.8688524590163934,0.8688524590163934,1.0
139,Manuel_Clares,66984,isAffiliatedTo,2,Spain_national_football_team,2390,True,2,3,1,1,3,2,13,0.8688746812386157,0.8689014239976178,0.9999692223326334
140,Bruno_Pereirinha,51983,isAffiliatedTo,2,Vitória_S.C.,8136,False,1,1,1,1,1,1,1,0.8689320388349514,0.8689320388349514,1.0
141,Bruno_Pereirinha,51983,isAffiliatedTo,2,Vitória_S.C.,8136,True,4,3,1,4,6,4,1,0.8689920388349514,0.8689653721682847,1.0000306878358112
142,George_H._Plympton,15632,created,17,The_Green_Hornet_(serial),27120,False,4,5,6,1,2,5,,,0.00016736401673640169,
143,George_H._Plympton,15632,created,17,The_Green_Hornet_(serial),27120,True,2,1,2,2,2,1,10,0.004488778054862843,0.2513715710723192,0.017857142857142856
144,Justin_Moose,103161,isAffiliatedTo,2,Sriracha_F.C.,47287,False,1,1,1,1,1,1,1,0.8478802992518704,0.8478802992518704,1.0
145,Justin_Moose,103161,isAffiliatedTo,2,Sriracha_F.C.,47287,True,2,1,2,1,2,2,1,0.8479202992518704,0.8479088706804417,1.000013478537404
146,Joe_Smith_(footballer_born_1890),57245,hasGender,7,male,23,False,1,1,1,1,1,1,1,0.9703153988868275,0.9703153988868275,1.0
147,Joe_Smith_(footballer_born_1890),57245,hasGender,7,male,23,True,3067,2237,1517,3503,3821,4257,18,0.9704112955433625,0.6288659793814433,1.543113043732888
148,Saving_Private_Ryan,61368,isLocatedIn,0,United_States,268,False,1,1,1,1,1,1,1,0.8363095238095238,0.8363095238095238,1.0
149,Saving_Private_Ryan,61368,isLocatedIn,0,United_States,268,True,571,1743,143,337,533,99,372,0.7234126584295908,0.6486919997124785,1.115186650598791
150,William_S._Burroughs,15195,influences,15,Michael_Cisco,35619,False,145,345,192,60,9,121,453,0.03840698282795661,0.059854214748156116,0.6416754941913224
151,William_S._Burroughs,15195,influences,15,Michael_Cisco,35619,True,30,70,37,20,5,16,64,0.03840698282793021,0.059854214748156116,0.6416754941908812
152,Harald_Wapenaar,27237,isAffiliatedTo,2,FC_Utrecht,6654,False,1,1,1,1,1,1,1,0.8478802992518704,0.8478802992518704,1.0
153,Harald_Wapenaar,27237,isAffiliatedTo,2,FC_Utrecht,6654,True,5,1,1,2,8,13,1,0.8479341454057165,0.8479102992518703,1.0000281234393158
154,Sebastián_González,41895,isAffiliatedTo,2,Club_Olimpo,2762,False,1,1,1,1,1,1,1,0.8478802992518704,0.8478802992518704,1.0
155,Sebastián_González,41895,isAffiliatedTo,2,Club_Olimpo,2762,True,2,2,1,1,5,1,1,0.847946965918537,0.8479088706804417,1.000044928458013
156,Oliver_Hardy,41321,actedIn,4,The_Devil's_Brother,62819,False,2,1,1,2,2,2,130,0.03441396521165991,0.31579291508073787,0.10897636890574758
157,Oliver_Hardy,41321,actedIn,4,The_Devil's_Brother,62819,True,1,1,1,1,1,1,4,0.03441421448379053,0.10615923885828743,0.32417540718929094
158,"Gertrude_of_Babenberg,_Duchess_of_Bohemia",106200,hasChild,26,"Frederick,_Duke_of_Bohemia",13131,False,6526,2485,8551,164,1561,19867,2,0.6011519078473722,,
159,"Gertrude_of_Babenberg,_Duchess_of_Bohemia",106200,hasChild,26,"Frederick,_Duke_of_Bohemia",13131,True,2933,467,3820,34,345,10000,1,0.6011519078473722,,
160,Louis_I_of_Hungary,47669,diedIn,3,Trnava,68364,False,29730,10394,65611,1420,63341,7886,,,,
161,Louis_I_of_Hungary,47669,diedIn,3,Trnava,68364,True,66902,32170,110470,17024,107017,67829,,,,
162,Eric_Bana,6629,actedIn,4,Hulk_(film),104319,False,7036,2135,1090,9213,2935,19807,,,,
163,Eric_Bana,6629,actedIn,4,Hulk_(film),104319,True,6669,1190,453,6900,2160,22644,1627,0.000997506483170184,0.000997506234413965,1.0000002493781095
164,Jimmy_Robertson_(footballer_born_1880),73157,playsFor,1,Chelsea_F.C.,124,False,1,1,1,1,1,1,1,0.8987603305785123,0.8987603305785123,1.0
165,Jimmy_Robertson_(footballer_born_1880),73157,playsFor,1,Chelsea_F.C.,124,True,11,12,14,9,9,11,34,0.8987604303291358,0.8988047750229567,0.9999506625965356
166,Nivaldo_Batista_Santana,62204,playsFor,1,Real_Valladolid,334,False,1,1,1,1,1,1,1,0.9533678756476683,0.9533678756476683,1.0
167,Nivaldo_Batista_Santana,62204,playsFor,1,Real_Valladolid,334,True,3,2,3,3,3,3,2,0.9534310335424052,0.9533678756476683,1.000066247139588
168,Gonzalo_Abán,49513,playsFor,1,Racing_de_Olavarría,23903,False,1,1,1,1,1,1,1,0.6987531172069825,0.6987531172069825,1.0
169,Gonzalo_Abán,49513,playsFor,1,Racing_de_Olavarría,23903,True,1,1,1,1,1,1,1,0.6987531172069825,0.6987531172069825,1.0
170,Stuart_Gilmore,47893,edited,18,Thoroughly_Modern_Millie,98948,False,520,10,65,2274,22,231,,,,
171,Stuart_Gilmore,47893,edited,18,Thoroughly_Modern_Millie,98948,True,53,1,7,230,3,22,124,0.002992521941583864,0.0029925242084232425,0.9999992424992346
172,"Folsom,_California",118317,isLocatedIn,0,"Sacramento_County,_California",98184,False,257,443,293,99,222,230,5,0.16011162102743143,0.16010054862842893,1.0000691590322293
173,"Folsom,_California",118317,isLocatedIn,0,"Sacramento_County,_California",98184,True,3185,3076,2802,1999,2766,5280,547,0.16011162094763093,0.1600997506234414,1.0000741433021807
174,Battle_of_Dürenstein,78673,happenedIn,8,First_French_Empire,8938,False,1,2,1,1,2,1,1,0.7735849056603774,0.7735849056603774,1.0
