,h,h_id,r,r_id,t,t_id,predicted_head,rank_filtered_kge,rank_filtered_kge_0,rank_filtered_kge_1,rank_filtered_kge_2,rank_filtered_kge_3,rank_filtered_kge_4,rank_filtered_anyburl,anyburl_confidence_anyburl,anyburl_confidence_kge,difference_psi
19,779360,26184,_derivationally_related_form,1,15274695,32091,True,3,1,4,4,1,3,2,0.03374233128834356,0.012468827930174564,2.706134969325153
20,7359599,4194,_derivationally_related_form,1,555447,6975,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
21,7359599,4194,_derivationally_related_form,1,555447,6975,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
22,10686313,15602,_hypernym,0,9610660,4367,False,28781,18560,31156,33386,36707,24095,72,0.0002173913043478261,,
23,10686313,15602,_hypernym,0,9610660,4367,True,27306,18429,28638,32154,34784,22525,,,,
24,13286099,24512,_derivationally_related_form,1,2234988,24859,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
25,13286099,24512,_derivationally_related_form,1,2234988,24859,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
26,1444326,33182,_hypernym,0,1441510,5053,False,11550,16869,113,4680,33420,2666,,,,
27,1444326,33182,_hypernym,0,1441510,5053,True,11447,17018,131,4283,33248,2556,,,,
28,5442131,5945,_has_part,6,5436080,10270,False,55,69,42,39,101,23,83,0.0014962593516209476,0.05536482181642668,0.027025452309448403
29,5442131,5945,_has_part,6,5436080,10270,True,13,11,10,7,35,4,16,0.0014962593516209476,0.00199501246882793,0.75
30,8660339,5109,_hypernym,0,8512259,22368,False,12312,19872,17700,13317,5224,5446,211,0.00016260162601626016,,
31,8660339,5109,_hypernym,0,8512259,22368,True,12164,18736,17885,13532,5741,4928,,,,
32,7085786,20774,_hypernym,0,7085375,8060,False,81,10,9,75,156,157,12,0.019951970074812968,0.0001651073197578426,120.84243208645054
33,7085786,20774,_hypernym,0,7085375,8060,True,98,4,4,42,172,266,2,0.019951970074812968,,
34,6178812,12274,_derivationally_related_form,1,10256080,9268,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
35,6178812,12274,_derivationally_related_form,1,10256080,9268,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
36,1257145,12842,_derivationally_related_form,1,7488875,15886,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
37,1257145,12842,_derivationally_related_form,1,7488875,15886,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
38,2156546,13394,_derivationally_related_form,1,7335716,3789,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
39,2156546,13394,_derivationally_related_form,1,7335716,3789,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
40,2270342,38200,_also_see,3,2577061,8055,False,1,1,1,1,1,1,1,0.5784215784215784,0.5784215784215784,1.0
41,2270342,38200,_also_see,3,2577061,8055,True,1,1,1,1,1,1,1,0.5784215784215784,0.5784215784215784,1.0
42,1938426,36698,_hypernym,0,1835496,586,False,5415,7339,15324,321,3298,792,124,0.0006518196632265073,,
43,1938426,36698,_hypernym,0,1835496,586,True,6276,8409,14784,1231,5241,1717,,,,
44,8814333,38212,_instance_hypernym,2,8524735,121,False,1,1,2,2,1,1,1,0.22974788494798848,0.22974788494798848,1.0
45,8814333,38212,_instance_hypernym,2,8524735,121,True,409,297,444,501,344,457,435,0.22974683544303798,0.22974683544303798,1.0
46,770151,40757,_hypernym,0,766234,1311,False,16788,18004,30377,656,25943,8960,225,4.884917100083331e-06,,
47,770151,40757,_hypernym,0,766234,1311,True,20817,20581,20745,20826,20775,21160,,,,
48,4903813,18270,_derivationally_related_form,1,1763829,18269,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
49,4903813,18270,_derivationally_related_form,1,1763829,18269,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
50,1908287,13049,_hypernym,0,8107499,4990,False,3,3,2,4,3,3,3,0.5115754473170692,0.5115754473170692,1.0
51,1908287,13049,_hypernym,0,8107499,4990,True,37,31,32,77,16,27,68,0.5115753811405985,0.511575480891222,0.9999998050128922
52,7861421,29179,_derivationally_related_form,1,1577513,10971,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
53,7861421,29179,_derivationally_related_form,1,1577513,10971,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
54,1046587,23886,_hypernym,0,1046059,6769,False,6,8,4,4,5,7,6,0.0199501246882793,0.0199501246882793,1.0
55,1046587,23886,_hypernym,0,1046059,6769,True,17,30,8,24,13,12,8,0.0199501246882793,9.97506234413965e-05,200.0
56,951037,30612,_hypernym,0,949619,4411,False,21403,14152,16499,30314,36010,10040,,,,
57,951037,30612,_hypernym,0,949619,4411,True,21175,14378,17808,28327,34101,11261,,,,
58,13266892,14866,_hypernym,0,13265904,3633,False,499,27,791,203,50,1422,4,0.011879049676025918,0.00010822510822510823,109.76241900647949
59,13266892,14866,_hypernym,0,13265904,3633,True,931,101,1296,451,65,2741,343,0.011879049676025918,,
60,15121625,35748,_hypernym,0,28270,11399,False,20021,34454,31110,18347,15762,433,1340,1.7240883882647052e-06,,
61,15121625,35748,_hypernym,0,28270,11399,True,19954,33563,30175,18886,16063,1085,,,,
62,6754184,31413,_hypernym,0,6753800,15186,False,1,1,1,1,1,2,2,0.15679190751445088,0.16535433070866143,0.9482177263969171
63,6754184,31413,_hypernym,0,6753800,15186,True,2,1,1,1,2,3,1,0.15679190751445088,0.09070631970260223,1.7285665213683314
64,1194418,20145,_hypernym,0,2492198,11015,False,2,2,1,2,2,3,1,0.04688279301745636,0.0199501246882793,2.35
65,1194418,20145,_hypernym,0,2492198,11015,True,3,2,3,2,2,5,3,0.04688708229426434,0.04688708229426434,1.0
66,1008719,40728,_synset_domain_topic_of,5,8441203,914,False,7144,1739,3483,4955,10804,14739,2,0.0008843319448894585,,
67,1008719,40728,_synset_domain_topic_of,5,8441203,914,True,19526,19239,19814,19839,19327,19413,,,,
68,474017,5734,_derivationally_related_form,1,7357679,377,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
69,474017,5734,_derivationally_related_form,1,7357679,377,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
70,13627516,1255,_has_part,6,13627327,24915,False,22,24,27,27,17,13,27,0.0029925187032418953,0.0029926683291770576,0.999950002499875
71,13627516,1255,_has_part,6,13627327,24915,True,30,30,29,33,29,28,26,0.0029925187032418953,0.00199501246882793,1.5
72,964569,14244,_derivationally_related_form,1,1118449,11981,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
73,964569,14244,_derivationally_related_form,1,1118449,11981,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
74,4105068,19390,_hypernym,0,4014297,4369,False,132,18,21,89,270,262,82,0.0003309066843150232,0.0002183406113537118,1.5155526141628064
75,4105068,19390,_hypernym,0,4014297,4369,True,291,77,71,243,420,642,,,,
76,1322854,10990,_derivationally_related_form,1,223983,4301,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
77,1322854,10990,_derivationally_related_form,1,223983,4301,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
78,1716882,16398,_derivationally_related_form,1,7007945,2783,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
79,1716882,16398,_derivationally_related_form,1,7007945,2783,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
80,8159924,31737,_hypernym,0,7971582,16660,False,1,1,1,1,1,1,1,0.5384615384615384,0.5384615384615384,1.0
81,8159924,31737,_hypernym,0,7971582,16660,True,1,2,1,1,1,1,7,0.5384615384615384,0.6447368421052632,0.8351648351648351
82,6580646,40758,_hypernym,0,6568978,6286,False,20019,34729,6692,21163,23539,13974,514,2.873480647107842e-06,,
83,6580646,40758,_hypernym,0,6568978,6286,True,20214,20439,20266,20380,19794,20191,,,,
84,968962,40759,_hypernym,0,968211,45,False,17305,132,25365,38039,16646,6342,,,,
85,968962,40759,_hypernym,0,968211,45,True,19773,19528,20431,20083,18658,20164,,,,
86,1696849,30663,_member_meronym,4,1697837,40225,False,42,39,18,62,37,54,27,0.07630922693266833,0.07630922693266833,1.0
87,1696849,30663,_member_meronym,4,1697837,40225,True,22,32,18,16,21,22,27,0.07630922693266833,0.07630922720268318,0.99999999646157
88,6643408,14235,_hypernym,0,6797169,20549,False,40,9,39,143,7,4,12,0.042896857880299254,0.003990274314214464,10.750353109180677
89,6643408,14235,_hypernym,0,6797169,20549,True,70,37,78,212,18,7,9,0.042896857880299254,0.000997506234413965,43.00410002500001
90,6596978,15727,_hypernym,0,6593296,20842,False,423,173,47,1422,31,441,11,0.02186234817813765,0.00010810810810810812,202.22672064777325
91,6596978,15727,_hypernym,0,6593296,20842,True,409,79,49,1240,20,657,4,0.02186234817813765,,
92,7572957,28017,_hypernym,0,7566340,10090,False,20954,13905,29080,9231,25532,27024,44,0.00021691973969631238,,
93,7572957,28017,_hypernym,0,7566340,10090,True,20872,15263,27631,11471,25237,24757,,,,
94,1695976,32851,_derivationally_related_form,1,4681797,11382,False,1,1,1,1,1,1,1,0.02892768079800499,0.02892768079800499,1.0
95,1695976,32851,_derivationally_related_form,1,4681797,11382,True,1,2,1,1,1,1,3,0.02892768079800499,0.05786163522012579,0.4999457877046514
96,7091902,21858,_hypernym,0,6290637,14369,False,16907,12448,14060,31935,3095,22998,2,0.006666666666666667,,
97,7091902,21858,_hypernym,0,6290637,14369,True,16575,12345,13786,31303,3492,21951,35,0.006666666666666667,,
98,2425228,34003,_hypernym,0,2424695,20650,False,30,63,35,10,30,11,31,0.016458852867830425,0.016458852867830425,1.0
99,2425228,34003,_hypernym,0,2424695,20650,True,62,143,112,17,19,19,2,0.016458852867830425,,
100,6693198,5656,_derivationally_related_form,1,860620,624,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
101,6693198,5656,_derivationally_related_form,1,860620,624,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
102,1057034,32035,_derivationally_related_form,1,1253379,33317,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
103,1057034,32035,_derivationally_related_form,1,1253379,33317,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
104,62582,6074,_hypernym,0,89324,11052,False,6086,9137,2995,15658,2623,16,,,,
105,62582,6074,_hypernym,0,89324,11052,True,5836,8637,2819,15149,2566,11,,,,
106,1455592,31355,_member_meronym,4,1455986,35983,False,104,134,44,119,92,129,206,0.0763101485916545,0.0763101485916545,1.0
107,1455592,31355,_member_meronym,4,1455986,35983,True,65,67,42,68,57,92,20,0.0763101485916545,0.07630922720268318,1.0000120744109866
108,7191777,10203,_hypernym,0,7191279,23680,False,3160,1499,805,1136,9745,2616,,,,
109,7191777,10203,_hypernym,0,7191279,23680,True,3069,1491,849,833,9455,2717,,,,
110,2514988,34114,_member_meronym,4,2515214,1598,False,433,722,192,231,213,809,151,0.06733167082294264,,
111,2514988,34114,_member_meronym,4,2515214,1598,True,212,348,41,62,47,561,3,0.06733167082294264,8.100445524503849e-06,8312.094763092267
112,8174398,15430,_member_meronym,4,8949093,617,False,2,1,4,1,3,1,1,0.47370921052631576,0.4737071918835707,1.000004261372383
113,8174398,15430,_member_meronym,4,8949093,617,True,1,1,1,1,1,1,1,0.47368421052631576,0.47368421052631576,1.0
114,630634,40760,_hypernym,0,624738,3796,False,19829,28314,2487,29711,6596,32035,459,3.160828711818626e-06,,
115,630634,40760,_hypernym,0,624738,3796,True,20744,20398,21121,20719,20712,20771,,,,
116,12406715,27089,_hypernym,0,12405714,25460,False,1,1,1,1,1,1,1,0.5384615384615384,0.5384615384615384,1.0
117,12406715,27089,_hypernym,0,12405714,25460,True,1,1,1,1,1,1,1,0.5384615384615384,0.5384615384615384,1.0
118,7466557,38920,_hypernym,0,7470671,20791,False,359,24,18,616,961,174,,,4.310220970661763e-06,
119,7466557,38920,_hypernym,0,7470671,20791,True,557,32,40,677,1648,387,,,,
120,1733213,26740,_hypernym,0,1714208,15987,False,119,62,94,72,239,130,1573,1.436740323553921e-06,0.0002145922746781116,0.006695209907761271
121,1733213,26740,_hypernym,0,1714208,15987,True,236,153,176,144,446,261,,,,
122,12224309,33592,_hypernym,0,11534677,3640,False,1,1,1,1,1,1,1,0.5454545454545454,0.5454545454545454,1.0
123,12224309,33592,_hypernym,0,11534677,3640,True,4,1,1,1,15,3,8,0.5454545454545454,0.5454565024017078,0.9999964122764073
124,810729,21749,_hypernym,0,811375,16741,False,1,1,1,1,1,1,4,0.0428927680798005,0.04688678304239402,0.9148157603608202
125,810729,21749,_hypernym,0,811375,16741,True,2,2,1,2,2,2,2,0.0428927680798005,0.0428927680798005,1.0
126,13726074,40287,_has_part,6,13725726,21134,False,8,10,12,6,5,5,7,0.00199501246882793,0.00015384615384615385,12.967581047381545
127,13726074,40287,_has_part,6,13725726,21134,True,6,6,7,7,3,6,7,0.00199501246882793,0.00199501246882793,1.0
128,802946,14022,_derivationally_related_form,1,1141841,6297,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
129,802946,14022,_derivationally_related_form,1,1141841,6297,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
130,9989045,40761,_hypernym,0,10129825,448,False,11101,267,5341,4995,7463,37441,117,7.183701617769604e-06,,
131,9989045,40761,_hypernym,0,10129825,448,True,20709,20753,21133,20513,20619,20527,,,,
132,974367,23685,_derivationally_related_form,1,9795124,146,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
133,974367,23685,_derivationally_related_form,1,9795124,146,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
134,2802544,24780,_hypernym,0,3120491,39997,False,20304,26213,13219,21807,13906,26375,,,,
135,2802544,24780,_hypernym,0,3120491,39997,True,20533,27066,13027,21244,13778,27549,,,,
136,10128909,40762,_hypernym,0,9606527,1763,False,27217,19935,32666,14560,29059,39863,1382,1.436740323553921e-06,,
137,10128909,40762,_hypernym,0,9606527,1763,True,20241,20682,20716,19258,19995,20555,,,,
138,1687569,6572,_derivationally_related_form,1,5844105,6944,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
139,1687569,6572,_derivationally_related_form,1,5844105,6944,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
140,2001858,4031,_derivationally_related_form,1,319939,9327,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
141,2001858,4031,_derivationally_related_form,1,319939,9327,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
142,5673908,37067,_derivationally_related_form,1,1978003,10473,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
143,5673908,37067,_derivationally_related_form,1,1978003,10473,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
144,7040148,23647,_hypernym,0,7037465,1338,False,1,1,1,1,1,1,140,7.758397747191173e-06,0.0010282776349614395,0.007545041809143417
145,7040148,23647,_hypernym,0,7037465,1338,True,4,4,1,2,1,10,,,0.09070631970260223,
146,13060190,23277,_hypernym,0,12992868,13709,False,6784,2416,431,27551,110,3414,308,5.459613229504899e-06,,
147,13060190,23277,_hypernym,0,12992868,13709,True,7351,4055,870,26154,464,5212,,,,
148,376400,3947,_hypernym,0,376063,12235,False,1418,9,4882,53,2082,63,545,0.00010845986984815619,1.7240883882647052e-06,62.908532176428054
149,376400,3947,_hypernym,0,376063,12235,True,1762,14,5422,92,3137,146,,,,
150,6083243,12250,_derivationally_related_form,1,10806222,12717,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
151,6083243,12250,_derivationally_related_form,1,10806222,12717,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
152,8900535,271,_has_part,6,8903220,40026,False,478,614,601,607,151,418,564,0.07331838186959379,0.07331838186959379,1.0
153,8900535,271,_has_part,6,8903220,40026,True,33,36,74,35,5,17,10,0.07331838186959379,0.07331754504951012,1.0000114136402563
154,353992,14931,_derivationally_related_form,1,493703,36099,False,7,7,3,13,4,9,2,0.171571072319202,0.02892997506234414,5.930564127672633
155,353992,14931,_derivationally_related_form,1,493703,36099,True,6,3,4,9,3,11,3,0.171571072319202,0.09675810473815462,1.7731958762886597
156,43902,14576,_synset_domain_topic_of,5,471613,2971,False,5,8,3,4,5,3,1,0.17992177314211213,0.02142051860202931,8.399505935634393
157,43902,14576,_synset_domain_topic_of,5,471613,2971,True,137,202,135,106,160,83,49,0.17992391519397233,0.17800729040097205,1.010767114024841
158,2641035,7443,_derivationally_related_form,1,1062817,25067,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
159,2641035,7443,_derivationally_related_form,1,1062817,25067,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
160,1951276,16880,_hypernym,0,1953810,18633,False,1643,3131,881,125,3981,97,1699,1.436740323553921e-06,1.436740323553921e-06,1.0
161,1951276,16880,_hypernym,0,1953810,18633,True,2185,3795,1287,297,5143,402,,,,
162,5154517,17282,_hypernym,0,4723816,228,False,12883,7099,31625,24941,533,216,15,0.0004354136429608128,,
163,5154517,17282,_hypernym,0,4723816,228,True,13201,9251,30767,23982,1299,708,,,,
164,2490004,40763,_hypernym,0,2488834,987,False,18691,37722,22002,17231,13191,3310,1384,1.436740323553921e-06,,
165,2490004,40763,_hypernym,0,2488834,987,True,20291,20143,20287,20942,20184,19900,,,,
166,2040505,20046,_hypernym,0,2021795,4696,False,18,38,17,5,4,28,1073,2.0114364529754893e-06,0.02942643391521197,6.835474725789586e-05
167,2040505,20046,_hypernym,0,2021795,4696,True,96,234,77,50,30,89,,,,
168,10826352,8415,_instance_hypernym,2,9989502,7033,False,1,1,1,1,1,1,2,0.12818028976005066,0.1281835511221945,0.999974557093205
169,10826352,8415,_instance_hypernym,2,9989502,7033,True,1,1,1,1,1,1,8,0.1281802897634481,0.12819131582807686,0.9999139874291989
170,8541288,15870,_derivationally_related_form,1,195342,18392,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
171,8541288,15870,_derivationally_related_form,1,195342,18392,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
172,740342,25546,_synset_domain_topic_of,5,8441203,914,False,1,1,1,2,1,1,1,0.2,0.2,1.0
173,740342,25546,_synset_domain_topic_of,5,8441203,914,True,118,42,117,296,21,114,146,0.2,0.2602589510246899,0.7684654042159215
174,1463963,3787,_derivationally_related_form,1,5075602,8742,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
175,1463963,3787,_derivationally_related_form,1,5075602,8742,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
176,1170243,11482,_derivationally_related_form,1,14447908,10803,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
177,1170243,11482,_derivationally_related_form,1,14447908,10803,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
178,7434102,2901,_hypernym,0,7433973,30222,False,16218,21570,9782,55,22738,26946,,,,
179,7434102,2901,_hypernym,0,7433973,30222,True,16429,21485,11077,212,22516,26857,,,,
180,2156546,13394,_hypernym,0,2609764,3459,False,995,39,407,2239,415,1877,242,0.0001092896174863388,2.0114364529754893e-06,54.33411397345823
181,2156546,13394,_hypernym,0,2609764,3459,True,1349,88,744,2764,740,2407,,,,
182,8919949,10581,_member_meronym,4,9697070,27666,False,12727,18379,16422,18266,4878,5690,,,,
183,8919949,10581,_member_meronym,4,9697070,27666,True,11506,18224,14674,17714,2955,3965,,,,
184,11020721,11449,_instance_hypernym,2,10624540,6220,False,575,158,141,1251,1291,36,25,0.00037285607755406416,,
185,11020721,11449,_instance_hypernym,2,10624540,6220,True,1305,548,255,2550,3054,119,,,,
186,8806897,258,_has_part,6,8807554,35861,False,11976,16613,6528,5956,4678,26107,,,,
187,8806897,258,_has_part,6,8807554,35861,True,10836,15777,4294,3974,2725,27409,148,9.97506234413965e-05,,
188,2208118,25183,_also_see,3,2311387,11235,False,13554,5813,19257,749,1984,39967,,,,
189,2208118,25183,_also_see,3,2311387,11235,True,14443,8159,19803,1711,3571,38973,,,,
190,6389753,15107,_derivationally_related_form,1,1745377,15106,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
191,6389753,15107,_derivationally_related_form,1,1745377,15106,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
192,11746776,20809,_member_meronym,4,12539306,32206,False,435,792,382,409,342,248,52,0.07631572391860268,0.07630922693266833,1.0000851402405124
193,11746776,20809,_member_meronym,4,12539306,32206,True,91,315,93,28,12,9,2,0.07631572391860268,2.5651410827595517e-05,2975.1082477110003
194,626428,4981,_derivationally_related_form,1,10508710,17073,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
195,626428,4981,_derivationally_related_form,1,10508710,17073,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
196,118733,16542,_hypernym,0,116687,4523,False,39,12,27,38,28,92,,,0.0004379562043795621,
197,118733,16542,_hypernym,0,116687,4523,True,91,30,56,81,85,201,,,9.97506234413965e-05,
198,2081178,10161,_derivationally_related_form,1,8617963,10160,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
199,2081178,10161,_derivationally_related_form,1,8617963,10160,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
200,13902048,26185,_derivationally_related_form,1,1742244,15249,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
201,13902048,26185,_derivationally_related_form,1,1742244,15249,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
202,7334490,1771,_derivationally_related_form,1,478830,1770,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
203,7334490,1771,_derivationally_related_form,1,478830,1770,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
204,3547054,24128,_hypernym,0,4191595,8842,False,7429,1852,25659,1566,7036,1030,,,,
205,3547054,24128,_hypernym,0,4191595,8842,True,8105,2927,25156,2194,7909,2341,,,,
206,10564660,26157,_derivationally_related_form,1,6403969,31405,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
207,10564660,26157,_derivationally_related_form,1,6403969,31405,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
208,1511706,6096,_derivationally_related_form,1,104249,29574,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
209,1511706,6096,_derivationally_related_form,1,104249,29574,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
210,12658846,31306,_has_part,6,7770180,34770,False,1825,1894,287,1381,885,4680,,,,
211,12658846,31306,_has_part,6,7770180,34770,True,1466,1478,444,1065,766,3576,,,,
212,1410223,65,_verb_group,9,1236164,439,False,1,1,1,1,1,1,1,0.9191919191919192,0.9191919191919192,1.0
213,1410223,65,_verb_group,9,1236164,439,True,1,1,1,1,1,1,1,0.9191919191919192,0.9191919191919192,1.0
214,1215851,9078,_derivationally_related_form,1,3068181,23938,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
215,1215851,9078,_derivationally_related_form,1,3068181,23938,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
216,14907122,10215,_hypernym,0,15047313,5164,False,6971,4100,21,29407,1086,243,575,2.5861325823970576e-06,,
217,14907122,10215,_hypernym,0,15047313,5164,True,7864,6817,256,27436,3561,1251,,,,
218,8780881,1559,_member_of_domain_region,8,10595361,14508,False,27,24,5,1,5,98,12,0.10526588566342206,0.07936507936507936,1.326350159359118
219,8780881,1559,_member_of_domain_region,8,10595361,14508,True,1,1,1,1,1,1,1,0.10526315789473684,0.10526315789473684,1.0
220,179567,23501,_hypernym,0,173338,1668,False,845,415,447,3144,143,74,31,0.00027056277056277056,2.5861325823970576e-06,104.62061087061086
221,179567,23501,_hypernym,0,173338,1668,True,2105,1575,1237,6594,611,506,,,0.000997506234413965,
222,645493,20112,_derivationally_related_form,1,4784142,27611,False,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
223,645493,20112,_derivationally_related_form,1,4784142,27611,True,1,1,1,1,1,1,1,0.9211970074812967,0.9211970074812967,1.0
224,5027529,29717,_hypernym,0,5026843,30926,False,23410,32317,31294,18929,19823,14687,,,,
225,5027529,29717,_hypernym,0,5026843,30926,True,24133,33428,31859,19181,20831,15368,,,,
226,2456493,40020,_hypernym,0,1544692,17095,False,9865,14871,10950,7233,5152,11117,,,,
227,2456493,40020,_hypernym,0,1544692,17095,True,10958,14777,12289,8424,6807,12492,,,,
228,12409016,23138,_hypernym,0,11567411,1929,False,2,2,2,2,2,2,1,0.5115753811405985,0.02942643391521197,17.384892189608475
